pathway	overlap_size	pathway_size	p-value	overlap_EmpiricalCompounds (id)	overlap_features (id)	overlap_features (name)
Urea cycle/amino group metabolism	10	13	0.002268716914544996	E42,E6,E45,E362,E190,E40,E41,E99,E263,E340	C01250,C00624,C01165/C01157/C00430/C03440/C01110,C00143,C01449,C01250,C01250,C03239/C02946/C04076,C03406,C00019	N-Acetyl-L-glutamate 5-semialdehyde; 2-Acetamido-5-oxopentanoate$N-Acetyl-L-glutamate; N-Acetyl-L-glutamic acid$L-Glutamate 5-semialdehyde; L-Glutamate gamma-semialdehyde/trans-4-Hydroxy-L-proline/5-Aminolevulinate; 5-Amino-4-oxopentanoate; 5-Amino-4-oxovaleric acid/cis-4-Hydroxy-D-proline/5-Amino-2-oxopentanoic acid; 5-Amino-2-oxopentanoate; 2-Oxo-5-amino-pentanoate; 2-Oxo-5-aminopentanoate; alpha-Keto-delta-aminopentanoate; 2-Oxo-5-aminovalerate$5,10-Methylenetetrahydrofolate$Queuine; Base Q$N-Acetyl-L-glutamate 5-semialdehyde; 2-Acetamido-5-oxopentanoate$N-Acetyl-L-glutamate 5-semialdehyde; 2-Acetamido-5-oxopentanoate$6-Amino-2-oxohexanoate; 2-Oxo-6-aminocaproate/4-Acetamidobutanoate/L-2-Aminoadipate 6-semialdehyde; 2-Aminoadipate 6-semialdehyde$N-(L-Arginino)succinate; 2-(Nomega-L-Arginino)succinate; L-Argininosuccinate; L-Argininosuccinic acid; L-Arginosuccinic acid$S-Adenosyl-L-methionine
Porphyrin metabolism	3	3	0.015460885639862197	E59,E167,E45	C02670/C00072/glac,C00931,C01165/C01157/C00430/C03440/C01110	D-glucurono-6,3-lactone/L-Ascorbate/D-glucurono-6,3-lactone$Porphobilinogen$L-Glutamate 5-semialdehyde; L-Glutamate gamma-semialdehyde/trans-4-Hydroxy-L-proline/5-Aminolevulinate; 5-Amino-4-oxopentanoate; 5-Amino-4-oxovaleric acid/cis-4-Hydroxy-D-proline/5-Amino-2-oxopentanoic acid; 5-Amino-2-oxopentanoate; 2-Oxo-5-amino-pentanoate; 2-Oxo-5-aminopentanoate; alpha-Keto-delta-aminopentanoate; 2-Oxo-5-aminovalerate
Pyrimidine metabolism	8	14	0.04705486933871103	E130,E95,E152,E362,E154,E174,E319,E145	C00295,C00380,C00299,C00143,C00299,C00526,C00705,C00214	Orotate$Cytosine$Uridine$5,10-Methylenetetrahydrofolate$Uridine$Deoxyuridine$dCDP$Thymidine
Arginine and Proline Metabolism	5	8	0.05310478111083102	E22,E45,E99,E263,E340	,C01165/C01157/C00430/C03440/C01110,C03239/C02946/C04076,C03406,C00019	$L-Glutamate 5-semialdehyde; L-Glutamate gamma-semialdehyde/trans-4-Hydroxy-L-proline/5-Aminolevulinate; 5-Amino-4-oxopentanoate; 5-Amino-4-oxovaleric acid/cis-4-Hydroxy-D-proline/5-Amino-2-oxopentanoic acid; 5-Amino-2-oxopentanoate; 2-Oxo-5-amino-pentanoate; 2-Oxo-5-aminopentanoate; alpha-Keto-delta-aminopentanoate; 2-Oxo-5-aminovalerate$6-Amino-2-oxohexanoate; 2-Oxo-6-aminocaproate/4-Acetamidobutanoate/L-2-Aminoadipate 6-semialdehyde; 2-Aminoadipate 6-semialdehyde$N-(L-Arginino)succinate; 2-(Nomega-L-Arginino)succinate; L-Argininosuccinate; L-Argininosuccinic acid; L-Arginosuccinic acid$S-Adenosyl-L-methionine
Aspartate and asparagine metabolism	5	9	0.10452903117385094	E179,E22,E45,E183,E99	,,C01165/C01157/C00430/C03440/C01110,,C03239/C02946/C04076	$$L-Glutamate 5-semialdehyde; L-Glutamate gamma-semialdehyde/trans-4-Hydroxy-L-proline/5-Aminolevulinate; 5-Amino-4-oxopentanoate; 5-Amino-4-oxovaleric acid/cis-4-Hydroxy-D-proline/5-Amino-2-oxopentanoic acid; 5-Amino-2-oxopentanoate; 2-Oxo-5-amino-pentanoate; 2-Oxo-5-aminopentanoate; alpha-Keto-delta-aminopentanoate; 2-Oxo-5-aminovalerate$$6-Amino-2-oxohexanoate; 2-Oxo-6-aminocaproate/4-Acetamidobutanoate/L-2-Aminoadipate 6-semialdehyde; 2-Aminoadipate 6-semialdehyde
Tyrosine metabolism	8	16	0.134190404167717	E59,E131,E216,E284,E28,E340,E44,E30	C02670/C00072/glac,,,,,C00019,,	D-glucurono-6,3-lactone/L-Ascorbate/D-glucurono-6,3-lactone$$$$$S-Adenosyl-L-methionine$$
Vitamin B9 (folate) metabolism	3	5	0.1370473069489959	E86,E87,E362	,,C00143	$$5,10-Methylenetetrahydrofolate
Alanine and Aspartate Metabolism	3	5	0.1370473069489959	E86,E263,E87	,C03406,	$N-(L-Arginino)succinate; 2-(Nomega-L-Arginino)succinate; L-Argininosuccinate; L-Argininosuccinic acid; L-Arginosuccinic acid$
Parathio degradation	2	3	0.14578606839761366	E184,E267	,	$
Propanoate metabolism	2	3	0.14578606839761366	E161,E345	,	$
Prostaglandin formation from arachidonate	2	3	0.14578606839761366	E59,E351	C02670/C00072/glac,	D-glucurono-6,3-lactone/L-Ascorbate/D-glucurono-6,3-lactone$
Hyaluronan Metabolism	1	1	0.16166708679942862	E143		
Keratan sulfate degradation	1	1	0.16166708679942862	E143		
Vitamin A (retinol) metabolism	1	1	0.16166708679942862	E207		
D4&E4-neuroprostanes formation	1	1	0.16166708679942862	E59	C02670/C00072/glac	D-glucurono-6,3-lactone/L-Ascorbate/D-glucurono-6,3-lactone
Vitamin B12 (cyanocobalamin) metabolism	1	1	0.16166708679942862	E340	C00019	S-Adenosyl-L-methionine
Glycine, serine, alanine and threonine metabolism	4	8	0.17032182169565582	E109,E340,E45,E362	,C00019,C01165/C01157/C00430/C03440/C01110,C00143	$S-Adenosyl-L-methionine$L-Glutamate 5-semialdehyde; L-Glutamate gamma-semialdehyde/trans-4-Hydroxy-L-proline/5-Aminolevulinate; 5-Amino-4-oxopentanoate; 5-Amino-4-oxovaleric acid/cis-4-Hydroxy-D-proline/5-Amino-2-oxopentanoic acid; 5-Amino-2-oxopentanoate; 2-Oxo-5-amino-pentanoate; 2-Oxo-5-aminopentanoate; alpha-Keto-delta-aminopentanoate; 2-Oxo-5-aminovalerate$5,10-Methylenetetrahydrofolate
Galactose metabolism	3	6	0.1946895218889169	E327,E143,E71	,,	$$
Vitamin B3 (nicotinate and nicotinamide) metabolism	3	6	0.1946895218889169	E340,E5,E4	C00019,,	S-Adenosyl-L-methionine$$
Fructose and mannose metabolism	2	4	0.23997983362742625	E374,E151	,	$
Ascorbate (Vitamin C) and Aldarate Metabolism	2	4	0.23997983362742625	E59,E71	C02670/C00072/glac,	D-glucurono-6,3-lactone/L-Ascorbate/D-glucurono-6,3-lactone$
Glutathione Metabolism	2	4	0.23997983362742625	E22,E183	,	$
Tryptophan metabolism	6	14	0.24871859507604402	E120,E338,E140,E284,E28,E340	,,,,,C00019	$$$$$S-Adenosyl-L-methionine
Sialic acid metabolism	3	7	0.26107049827745565	E327,E143,E71	,,	$$
Glycerophospholipid metabolism	3	7	0.26107049827745565	E314,E340,E215	,C00019,	$S-Adenosyl-L-methionine$
Phosphatidylinositol phosphate metabolism	3	7	0.26107049827745565	E314,E252,E253	,,	$$
Carnitine shuttle	1	2	0.2772035963364423	E334		
Biopterin metabolism	1	2	0.2772035963364423	E362	C00143	5,10-Methylenetetrahydrofolate
Androgen and estrogen biosynthesis and metabolism	1	2	0.2772035963364423	E340	C00019	S-Adenosyl-L-methionine
Heparan sulfate degradation	1	2	0.2772035963364423	E143		
Glutamate metabolism	1	2	0.2772035963364423	E183		
N-Glycan Degradation	1	2	0.2772035963364423	E143		
Leukotriene metabolism	1	2	0.2772035963364423	E313		
Ubiquinone Biosynthesis	1	2	0.2772035963364423	E340	C00019	S-Adenosyl-L-methionine
C21-steroid hormone biosynthesis and metabolism	1	2	0.2772035963364423	E343		
Drug metabolism - cytochrome P450	2	5	0.2964456768338795	E120,E92	,	$
Methionine and cysteine metabolism	2	5	0.2964456768338795	E340,E339	C00019,	S-Adenosyl-L-methionine$
Vitamin B1 (thiamin) metabolism	1	3	0.3334173598857239	E168		
De novo fatty acid biosynthesis	1	3	0.3334173598857239	E207		
Aminosugars metabolism	1	3	0.3334173598857239	E143		
Lysine metabolism	2	7	0.359297538022015	E99,E340	C03239/C02946/C04076,C00019	6-Amino-2-oxohexanoate; 2-Oxo-6-aminocaproate/4-Acetamidobutanoate/L-2-Aminoadipate 6-semialdehyde; 2-Aminoadipate 6-semialdehyde$S-Adenosyl-L-methionine
Vitamin B5 - CoA biosynthesis from pantothenate	1	4	0.36400302495588605	E186		
Glycolysis and Gluconeogenesis	1	5	0.37425426434753384	E168		
Linoleate metabolism	1	5	0.37425426434753384	E59	C02670/C00072/glac	D-glucurono-6,3-lactone/L-Ascorbate/D-glucurono-6,3-lactone
Histidine metabolism	1	5	0.37425426434753384	E340	C00019	S-Adenosyl-L-methionine
Drug metabolism - other enzymes	1	5	0.37425426434753384	E278	C11736/C12739	5-Fluorodeoxyuridine; Floxuridine/5'-Deoxy-5-fluorouridine; Doxifluridine
