input_row	EID	str_row_ion	compounds	compound_names	input_row	m/z	retention_time	p_value	statistic	CompoundID_from_user
row8	E3	row8_M+H[1+]	C00944	3-Dehydroquinate; 5-Dehydroquinate; 3-Dehydroquinic acid; 5-Dehydroquinic acid	row8	191.0556	377.3	0.0005721605648352365	15.193933763249714	
row9	E4	row9_M+Na[1+]	1mncam;C02918	1-Methylnicotinamide$1-Methylnicotinamide	row9	160.0607	170.45	0.0009293003683030543	12.758964833486925	
row10	E5	row10_M+Na[1+]	1mncam;C02918	1-Methylnicotinamide$1-Methylnicotinamide	row10	160.0607	193.78	0.0009523831004092725	12.65076261352089	
row12	E6	row12_M(C13)+H[1+];row513_M+Na[1+];row846_M+H[1+]	C00624	N-Acetyl-L-glutamate; N-Acetyl-L-glutamic acid	row12	191.0749	185.58	0.0002335148426602677	21.227081446665228	C7H13NO5
row14	E8	row14_M+H[1+]	C00804	Propynoate; Propiolic acid; Acetylenecarboxylic acid; Acetylenemonocarboxylate	row14	71.0127	301.08	0.25721617564418064	1.45775510967839	
row20	E10	row20_M+Na[1+];row21_M+Na[1+]	C00506	L-Cysteate	row20	191.9942	218.63	0.0011538397806618536	11.809350763586933	
row21	E10	row20_M+Na[1+];row21_M+Na[1+]	C00506	L-Cysteate	row21	191.9942	219.68	0.01136552246974157	5.481707687065466	
row22	E11	row22_M+H[1+];row23_M+H[1+];row40_M(C13)+H[1+];row41_M(C13)+H[1+]	C00322	2-Oxoadipate	row22	161.0449	242.72	0.0016394161818484322	10.43194215870247	C6H10O5
row23	E11	row22_M+H[1+];row23_M+H[1+];row40_M(C13)+H[1+];row41_M(C13)+H[1+]	C00322	2-Oxoadipate	row23	161.0449	245.47	0.0025973169097634973	8.947687307216551	C6H10O5
row40	E11	row22_M+H[1+];row23_M+H[1+];row40_M(C13)+H[1+];row41_M(C13)+H[1+]	C00322	2-Oxoadipate	row40	162.0481	242.72	0.006851822085126257	6.488428156098254	C6H10O5
row41	E11	row22_M+H[1+];row23_M+H[1+];row40_M(C13)+H[1+];row41_M(C13)+H[1+]	C00322	2-Oxoadipate	row41	162.0481	245.21	0.007999176563047963	6.174846276016193	C6H10O5
row45	E14	row45_M+H[1+];row67_M(C13)+H[1+]	C00158;C04575;C00311	Citrate$$Isocitrate	row45	193.0348	307.77	0.004222042737898599	7.623586404342749	C6H10O7
row67	E14	row45_M+H[1+];row67_M(C13)+H[1+]	C00158;C04575;C00311	Citrate$$Isocitrate	row67	194.0382	307.77	0.021717820957920252	4.407159533790561	C6H10O7
row86	E19	row86_M+H[1+]	C00906	5,6-Dihydrothymine	row86	129.0659	233.1	0.1697746869586822	1.8895609909396598	
row99	E21	row115_M(C13)+H[1+];row99_M+H[1+]	C01879;C04281;C04282	5-Oxoproline$L-1-Pyrroline-3-hydroxy-5-carboxylate$1-Pyrroline-4-hydroxy-2-carboxylate	row99	130.05	184.53	0.016233698430644827	4.864600305220032	
row100	E22	row100_M+H[1+];row116_M(C13)+H[1+]	C01879;C04281;C04282	5-Oxoproline$L-1-Pyrroline-3-hydroxy-5-carboxylate$1-Pyrroline-4-hydroxy-2-carboxylate	row100	130.05	299.9	3.1499354666008685e-06	109.25508564647728	
row114	E28	row114_M+H[1+];row136_M(C13)+H[1+]	CE5538;C05653	noradrenochrome$N-Formylanthranilate	row114	166.0502	47.59	0.0025936114702810706	8.955183139596246	C8H9NO3
row115	E21	row115_M(C13)+H[1+];row99_M+H[1+]	C01879;C04281;C04282	5-Oxoproline$L-1-Pyrroline-3-hydroxy-5-carboxylate$1-Pyrroline-4-hydroxy-2-carboxylate	row115	131.0533	184.13	0.021689848616838793	4.410245723393328	
row116	E22	row100_M+H[1+];row116_M(C13)+H[1+]	C01879;C04281;C04282	5-Oxoproline$L-1-Pyrroline-3-hydroxy-5-carboxylate$1-Pyrroline-4-hydroxy-2-carboxylate	row116	131.0533	299.76	1.260400927907463e-08	795.6782993070082	
row136	E28	row114_M+H[1+];row136_M(C13)+H[1+]	CE5538;C05653	noradrenochrome$N-Formylanthranilate	row136	167.0535	47.85	5.534294609531988e-05	36.85246073829217	C8H9NO3
row137	E41	row137_M+Na[1+]	C01250	N-Acetyl-L-glutamate 5-semialdehyde; 2-Acetamido-5-oxopentanoate	row137	196.0585	225.32	0.0006107413044946193	14.800771875259123	
row138	E44	row138_M+H[1+];row167_M(C13)+H[1+]	C00822;C05604	Dopaquinone$2-Carboxy-2,3-dihydro-5,6-dihydroxyindole; Leucodopachrome	row138	196.0612	380.45	0.029919315119643013	3.9488629830431337	C9H11NO4
row139	E45	row139_M+H[1+]	C01165;C01157;C00430;C03440;C01110	L-Glutamate 5-semialdehyde; L-Glutamate gamma-semialdehyde$trans-4-Hydroxy-L-proline$5-Aminolevulinate; 5-Amino-4-oxopentanoate; 5-Amino-4-oxovaleric acid$cis-4-Hydroxy-D-proline$5-Amino-2-oxopentanoic acid; 5-Amino-2-oxopentanoate; 2-Oxo-5-amino-pentanoate; 2-Oxo-5-aminopentanoate; alpha-Keto-delta-aminopentanoate; 2-Oxo-5-aminovalerate	row139	132.0657	306.72	0.0006205433142168942	14.72991522124012	
