EID	massfeature_rows	str_row_ion	compounds	compound_names
E1	row8	row8_M+H[1+]	C00366	Urate
E2	row9	row9_M+H[1+]	C00366	Urate
E6	row10	row10_M+H[1+]	C00472	p-Benzoquinone; Quinone; Chinone; 2,5-Cyclohexadiene-1,4-dione; 1,4-Benzoquinone
E7	row11	row11_M+H[1+]	C00472	p-Benzoquinone; Quinone; Chinone; 2,5-Cyclohexadiene-1,4-dione; 1,4-Benzoquinone
E10	row1137	row1137_M+Na[1+]	C01762	Xanthosine
E17	row48;row72	row48_M+H[1+];row72_M(C13)+H[1+]	C05576	3,4-Dihydroxyphenylethyleneglycol
E18	row69	row69_M+Na[1+]	C00073	L-Methionine
E21	row86	row86_M+H[1+]	C03239;C02946;C04076	6-Amino-2-oxohexanoate; 2-Oxo-6-aminocaproate$4-Acetamidobutanoate$L-2-Aminoadipate 6-semialdehyde; 2-Aminoadipate 6-semialdehyde
E22	row92	row92_M+Na[1+]	C16631	alpha-Fluoro-beta-ureidopropionic acid; 2-Fluoro-3-ureidopropionic acid
E30	row127;row128	row127_M+Na[1+];row128_M+Na[1+]	C01119	Oxidized dithiothreitol
E32	row137	row137_M+H[1+]	C00439	N-Formimidoyl-L-glutamate
E35	row152	row152_M+H[1+]	CE5665	leukoaminochrome
E36	row157	row157_M+H[1+]	C05527	3-Sulfinopyruvate
E38	row163	row163_M+Na[1+]	C01732;C00490	Mesaconate; 2-Methylfumarate; Mesaconic acid; Methylfumaric acid$Itaconate; Itaconic acid; Methylenesuccinic acid
E39	row165	row165_M+H[1+]	C08276	
E40	row169	row169_M+H[1+]	C04043;C00642;C05852	3,4-Dihydroxyphenylacetaldehyde; Protocatechuatealdehyde$4-Hydroxyphenylacetate$2-Hydroxyphenylacetate
E41	row171	row171_M+H[1+]	C09815	Benzamide
E44	row217	row217_M+Na[1+]	C00049;C00402	L-Aspartate$D-Aspartate
E45	row222	row222_M+H[1+]	C04092;C00450	delta1-Piperideine-2-carboxylate; 1,2-Didehydropiperidine-2-carboxylate$2,3,4,5-Tetrahydropyridine-2-carboxylate; delta1-Piperideine-6-L-carboxylate
E49	row245	row245_M+H[1+]	C00031;C00221;C02336;C00267;C00962;C00795;C00137;C13747;C07480;C00984;C00159	D-Glucose$beta-D-Glucose$beta-D-Fructose; beta-Fruit sugar; beta-D-arabino-Hexulose; beta-Levulose; Fructose$alpha-D-Glucose$beta-D-Galactose$D-Tagatose; lyxo-Hexulose$myo-Inositol$1,7-Dimethylxanthine; Paraxanthine$$alpha-D-Galactose$D-Mannose
E50	row246	row246_M+H[1+]	C00031;C00221;C02336;C00267;C00962;C00795;C00137;C13747;C07480;C00984;C00159	D-Glucose$beta-D-Glucose$beta-D-Fructose; beta-Fruit sugar; beta-D-arabino-Hexulose; beta-Levulose; Fructose$alpha-D-Glucose$beta-D-Galactose$D-Tagatose; lyxo-Hexulose$myo-Inositol$1,7-Dimethylxanthine; Paraxanthine$$alpha-D-Galactose$D-Mannose
E51	row245	row245_M+Na[1+]	CE4970;CE4968	2-methylbutyrylglycine$isovalerylglycine
E52	row246	row246_M+Na[1+]	CE4970;CE4968	2-methylbutyrylglycine$isovalerylglycine
E53	row248	row248_M+H[1+]	C01879;C04281;C04282	5-Oxoproline$L-1-Pyrroline-3-hydroxy-5-carboxylate$1-Pyrroline-4-hydroxy-2-carboxylate
E58	row282	row282_M+Na[1+]	C00956	L-2-Aminoadipate; L-alpha-Aminoadipate; L-alpha-Aminoadipic acid; L-2-Aminoadipic acid; L-2-Aminohexanedioate
E59	row301	row301_M+H[1+]	C11821	5-Hydroxyisourate
E61	row303	row303_M+H[1+]	C00822;C05604	Dopaquinone$2-Carboxy-2,3-dihydro-5,6-dihydroxyindole; Leucodopachrome
E63	row316	row316_M+Na[1+]	1mncam;C02918	1-Methylnicotinamide$1-Methylnicotinamide
E64	row325	row325_M+Na[1+]	C00791	
E65	row341;row373	row341_M+H[1+];row373_M(C13)+H[1+]	C00631;C00197	D-Glycerate 2-phosphate$3-Phospho-D-glycerate
E67	row346;row347	row346_M+Na[1+];row347_M+Na[1+]	C00227	Acetyl phosphate
