input_row	EID	str_row_ion	compounds	compound_names	input_row	m/z	retention_time	p_value	statistic	CompoundID_from_user
row10	E1	row10_M+Na[1+]	C01507;C00794;C01697	L-Iditol$D-Sorbitol$Galactitol	row10	205.0682	197.55	0.5925868521555926	-0.8374603373379966	
row11	E2	row11_M+Na[1+]	C01507;C00794;C01697	L-Iditol$D-Sorbitol$Galactitol	row11	205.0682	215.86	0.3740579270419615	-1.7031488297848933	
row14	E5	row14_M+H[1+];row27_M(C13)+H[1+]	C00078;C00525	L-Tryptophan$D-Tryptophan	row14	205.0971	166.16	0.8884383795458327	0.21243052889322378	C11H12N2O2
row21	E7	row21_M+H[1+]	C01732;C00490	Mesaconate; 2-Methylfumarate; Mesaconic acid; Methylfumaric acid$Itaconate; Itaconic acid; Methylenesuccinic acid	row21	131.0338	324.4	0.31881642619546346	2.695603850370105	C5H6O4
row27	E5	row14_M+H[1+];row27_M(C13)+H[1+]	C00078;C00525	L-Tryptophan$D-Tryptophan	row27	206.1004	166.03	0.9144899420702295	0.15551539253186633	C11H12N2O2
row28	E8	row28_M+H[1+]	C02714	N-Acetylputrescine	row28	131.1179	273.04	0.2546666447822175	-5.276024711653071	C6H14N2O
row30	E9	row30_M+H[1+]	C00250	Pyridoxal	row30	168.0655	47.5	0.36423501425579863	-1.7857710742733273	C8H9NO3
row32	E10	row32_M+H[1+];row33_M+H[1+]	C01165;C01157;C00430;C03440;C01110	L-Glutamate 5-semialdehyde; L-Glutamate gamma-semialdehyde$trans-4-Hydroxy-L-proline$5-Aminolevulinate; 5-Amino-4-oxopentanoate; 5-Amino-4-oxovaleric acid$cis-4-Hydroxy-D-proline$5-Amino-2-oxopentanoic acid; 5-Amino-2-oxopentanoate; 2-Oxo-5-amino-pentanoate; 2-Oxo-5-aminopentanoate; alpha-Keto-delta-aminopentanoate; 2-Oxo-5-aminovalerate	row32	132.0655	251.56	0.31881642619546346	2.6553107116123758	
row33	E10	row32_M+H[1+];row33_M+H[1+]	C01165;C01157;C00430;C03440;C01110	L-Glutamate 5-semialdehyde; L-Glutamate gamma-semialdehyde$trans-4-Hydroxy-L-proline$5-Aminolevulinate; 5-Amino-4-oxopentanoate; 5-Amino-4-oxovaleric acid$cis-4-Hydroxy-D-proline$5-Amino-2-oxopentanoic acid; 5-Amino-2-oxopentanoate; 2-Oxo-5-amino-pentanoate; 2-Oxo-5-aminopentanoate; alpha-Keto-delta-aminopentanoate; 2-Oxo-5-aminovalerate	row33	132.0655	255.78	0.2954673717192698	3.5294368677698307	C5H9NO3
row34	E11	row34_M+H[1+]	C01165;C01157;C00430;C03440;C01110	L-Glutamate 5-semialdehyde; L-Glutamate gamma-semialdehyde$trans-4-Hydroxy-L-proline$5-Aminolevulinate; 5-Amino-4-oxopentanoate; 5-Amino-4-oxovaleric acid$cis-4-Hydroxy-D-proline$5-Amino-2-oxopentanoic acid; 5-Amino-2-oxopentanoate; 2-Oxo-5-amino-pentanoate; 2-Oxo-5-aminopentanoate; alpha-Keto-delta-aminopentanoate; 2-Oxo-5-aminovalerate	row34	132.0655	301.78	0.4636034109924893	1.2636710563066393	
