pathway	overlap_size	pathway_size	p-value	overlap_EmpiricalCompounds (id)	overlap_features (id)	overlap_features (name)
Pyruvate Metabolism	1	1	0.00403327451474666	E168	C03451	(R)-S-Lactoylglutathione
Lysine metabolism	1	6	0.042937568271573814	E78	C00956	L-2-Aminoadipate; L-alpha-Aminoadipate; L-alpha-Aminoadipic acid; L-2-Aminoadipic acid; L-2-Aminohexanedioate
Glycine, serine, alanine and threonine metabolism	1	11	0.07965717166624653	E168	C03451	(R)-S-Lactoylglutathione
Urea cycle/amino group metabolism	1	15	0.09906730526846483	E68		
Vitamin D3 (cholecalciferol) metabolism	0	1	0.13746743971094866			
Hyaluronan Metabolism	0	4	0.13746743971094866			
N-Glycan biosynthesis	0	13	0.13746743971094866			
Glycolysis and Gluconeogenesis	0	3	0.13746743971094866			
Glycosphingolipid biosynthesis - ganglioseries	0	9	0.13746743971094866			
R Group Synthesis	0	1	0.13746743971094866			
C5-Branched dibasic acid metabolism	0	2	0.13746743971094866			
Sialic acid metabolism	0	5	0.13746743971094866			
Chondroitin sulfate degradation	0	0	0.13746743971094866			
Di-unsaturated fatty acid beta-oxidation	0	1	0.13746743971094866			
Putative anti-Inflammatory metabolites formation from EPA	0	1	0.13746743971094866			
Linoleate metabolism	0	4	0.13746743971094866			
Hexose phosphorylation	0	4	0.13746743971094866			
Vitamin B2 (riboflavin) metabolism	0	1	0.13746743971094866			
Squalene and cholesterol biosynthesis	0	1	0.13746743971094866			
Galactose metabolism	0	8	0.13746743971094866			
Keratan sulfate degradation	0	4	0.13746743971094866			
Glycerolipid metabolism	0	0	0.13746743971094866			
Carnitine shuttle	0	3	0.13746743971094866			
3-oxo-10R-octadecatrienoate beta-oxidation	0	0	0.13746743971094866			
Alkaloid biosynthesis II	0	0	0.13746743971094866			
Vitamin B1 (thiamin) metabolism	0	0	0.13746743971094866			
Glycosphingolipid biosynthesis - globoseries	0	11	0.13746743971094866			
Histidine metabolism	0	3	0.13746743971094866			
Vitamin B5 - CoA biosynthesis from pantothenate	0	1	0.13746743971094866			
Glycosylphosphatidylinositol(GPI)-anchor biosynthesis	0	0	0.13746743971094866			
Glycosphingolipid biosynthesis - lactoseries	0	9	0.13746743971094866			
Bile acid biosynthesis	0	1	0.13746743971094866			
Parathio degradation	0	0	0.13746743971094866			
Propanoate metabolism	0	1	0.13746743971094866			
Blood Group Biosynthesis	0	9	0.13746743971094866			
Electron transport chain	0	0	0.13746743971094866			
Vitamin H (biotin) metabolism	0	1	0.13746743971094866			
Biopterin metabolism	0	1	0.13746743971094866			
Vitamin E metabolism	0	1	0.13746743971094866			
Androgen and estrogen biosynthesis and metabolism	0	4	0.13746743971094866			
Caffeine metabolism	0	0	0.13746743971094866			
Lipoate metabolism	0	0	0.13746743971094866			
Heparan sulfate biosynthesis	0	0	0.13746743971094866			
Drug metabolism - cytochrome P450	0	3	0.13746743971094866			
Vitamin B9 (folate) metabolism	0	2	0.13746743971094866			
Tryptophan metabolism	0	11	0.13746743971094866			
Glyoxylate and Dicarboxylate Metabolism	0	0	0.13746743971094866			
De novo fatty acid biosynthesis	0	0	0.13746743971094866			
Vitamin A (retinol) metabolism	0	3	0.13746743971094866			
Valine, leucine and isoleucine degradation	0	4	0.13746743971094866			
Fatty Acid Metabolism	0	0	0.13746743971094866			
Glycosaminoglycan degradation	0	0	0.13746743971094866			
Fatty acid oxidation	0	1	0.13746743971094866			
Fructose and mannose metabolism	0	7	0.13746743971094866			
ROS Detoxification	0	0	0.13746743971094866			
Xenobiotics metabolism	0	4	0.13746743971094866			
Saturated fatty acids beta-oxidation	0	1	0.13746743971094866			
CoA Catabolism	0	1	0.13746743971094866			
Omega-3 fatty acid metabolism	0	0	0.13746743971094866			
Butanoate metabolism	0	4	0.13746743971094866			
Mono-unsaturated fatty acid beta-oxidation	0	1	0.13746743971094866			
Glycosphingolipid biosynthesis - neolactoseries	0	9	0.13746743971094866			
Vitamin B3 (nicotinate and nicotinamide) metabolism	0	3	0.13746743971094866			
Ascorbate (Vitamin C) and Aldarate Metabolism	0	2	0.13746743971094866			
Geraniol degradation	0	0	0.13746743971094866			
D4&E4-neuroprostanes formation	0	0	0.13746743971094866			
Vitamin D	0	0	0.13746743971094866			
Dynorphin metabolism	0	0	0.13746743971094866			
Heparan sulfate degradation	0	0	0.13746743971094866			
Fatty acid oxidation, peroxisome	0	0	0.13746743971094866			
Polyunsaturated fatty acid biosynthesis	0	0	0.13746743971094866			
Purine metabolism	0	7	0.13746743971094866			
Alanine and Aspartate Metabolism	0	1	0.13746743971094866			
Glutathione Metabolism	0	3	0.13746743971094866			
Keratan sulfate biosynthesis	0	7	0.13746743971094866			
TCA cycle	0	2	0.13746743971094866			
3-Chloroacrylic acid degradation	0	0	0.13746743971094866			
Arachidonic acid metabolism	0	4	0.13746743971094866			
Sphingolipid metabolism	0	0	0.13746743971094866			
O-Glycan biosynthesis	0	7	0.13746743971094866			
Glycosphingolipid metabolism	0	13	0.13746743971094866			
Limonene and pinene degradation	0	0	0.13746743971094866			
Arginine and Proline Metabolism	0	6	0.13746743971094866			
Proteoglycan biosynthesis	0	5	0.13746743971094866			
Vitamin K metabolism	0	0	0.13746743971094866			
Glycerophospholipid metabolism	0	10	0.13746743971094866			
Glutamate metabolism	0	2	0.13746743971094866			
Porphyrin metabolism	0	6	0.13746743971094866			
Phosphatidylinositol phosphate metabolism	0	7	0.13746743971094866			
Benzoate degradation via CoA ligation	0	0	0.13746743971094866			
Prostaglandin formation from arachidonate	0	0	0.13746743971094866			
Dimethyl-branched-chain fatty acid mitochondrial beta-oxidation	0	1	0.13746743971094866			
Vitamin B6 (pyridoxine) metabolism	0	1	0.13746743971094866			
Pentose and Glucuronate Interconversions	0	5	0.13746743971094866			
Atrazine degradation	0	0	0.13746743971094866			
N-Glycan Degradation	0	4	0.13746743971094866			
Leukotriene metabolism	0	2	0.13746743971094866			
Vitamin B12 (cyanocobalamin) metabolism	0	1	0.13746743971094866			
Fatty acid activation	0	1	0.13746743971094866			
Carbon fixation	0	0	0.13746743971094866			
Nucleotide Sugar Metabolism	0	1	0.13746743971094866			
Ubiquinone Biosynthesis	0	1	0.13746743971094866			
1- and 2-Methylnaphthalene degradation	0	0	0.13746743971094866			
Pyrimidine metabolism	0	10	0.13746743971094866			
Aspartate and asparagine metabolism	0	16	0.13746743971094866			
Nitrogen metabolism	0	0	0.13746743971094866			
Drug metabolism - other enzymes	0	1	0.13746743971094866			
Aminosugars metabolism	0	7	0.13746743971094866			
Tyrosine metabolism	0	13	0.13746743971094866			
Beta-Alanine metabolism	0	4	0.13746743971094866			
Prostaglandin formation from dihomo gama-linoleic acid	0	0	0.13746743971094866			
C21-steroid hormone biosynthesis and metabolism	0	3	0.13746743971094866			
Starch and Sucrose Metabolism	0	8	0.13746743971094866			
Trihydroxycoprostanoyl-CoA beta-oxidation	0	0	0.13746743971094866			
Omega-6 fatty acid metabolism	0	0	0.13746743971094866			
Phytanic acid peroxisomal oxidation	0	0	0.13746743971094866			
Pentose phosphate pathway	0	4	0.13746743971094866			
Methionine and cysteine metabolism	0	2	0.13746743971094866			
Selenoamino acid metabolism	0	0	0.13746743971094866			
