EID	massfeature_rows	str_row_ion	compounds	compound_names
E1	row10	row10_M+Na[1+]	C01507;C00794;C01697	L-Iditol$D-Sorbitol$Galactitol
E2	row11	row11_M+Na[1+]	C01507;C00794;C01697	L-Iditol$D-Sorbitol$Galactitol
E5	row14;row27	row14_M+H[1+];row27_M(C13)+H[1+]	C00078;C00525	L-Tryptophan$D-Tryptophan
E7	row21	row21_M+H[1+]	C01732;C00490	Mesaconate; 2-Methylfumarate; Mesaconic acid; Methylfumaric acid$Itaconate; Itaconic acid; Methylenesuccinic acid
E8	row28	row28_M+H[1+]	C02714	N-Acetylputrescine
E9	row30	row30_M+H[1+]	C00250	Pyridoxal
E10	row32;row33	row32_M+H[1+];row33_M+H[1+]	C01165;C01157;C00430;C03440;C01110	L-Glutamate 5-semialdehyde; L-Glutamate gamma-semialdehyde$trans-4-Hydroxy-L-proline$5-Aminolevulinate; 5-Amino-4-oxopentanoate; 5-Amino-4-oxovaleric acid$cis-4-Hydroxy-D-proline$5-Amino-2-oxopentanoic acid; 5-Amino-2-oxopentanoate; 2-Oxo-5-amino-pentanoate; 2-Oxo-5-aminopentanoate; alpha-Keto-delta-aminopentanoate; 2-Oxo-5-aminovalerate
E11	row34	row34_M+H[1+]	C01165;C01157;C00430;C03440;C01110	L-Glutamate 5-semialdehyde; L-Glutamate gamma-semialdehyde$trans-4-Hydroxy-L-proline$5-Aminolevulinate; 5-Amino-4-oxopentanoate; 5-Amino-4-oxovaleric acid$cis-4-Hydroxy-D-proline$5-Amino-2-oxopentanoic acid; 5-Amino-2-oxopentanoate; 2-Oxo-5-amino-pentanoate; 2-Oxo-5-aminopentanoate; alpha-Keto-delta-aminopentanoate; 2-Oxo-5-aminovalerate
E12	row35	row35_M+H[1+]	C00300	Creatine; alpha-Methylguanidino acetic acid; Methylglycocyamine
E16	row58	row58_M+H[1+]	C02505	2-Phenylacetamide
E17	row67	row67_M+H[1+]	C07086;C03765	Phenylacetic acid; Benzylformic acid; Phenylacetate; Benzeneacetiic acid$4-Hydroxyphenylacetaldehyde
E19	row182;row71	row182_M+H[1+];row71_M+Na[1+]	C00242	Guanine
E20	row183	row183_M+H[1+]	C00242	Guanine
E21	row73	row73_M+H[1+]	C00108	Anthranilate
E22	row81	row81_M+H[1+]	C02693	Indole-3-acetamide
E24	row83;row93	row83_M+H[1+];row93_M(C13)+H[1+]	C00437	N2-Acetyl-L-ornithine
E26	row249;row91	row249_M(C13)+H[1+];row91_M+Na[1+]	C00719;C00431;C00183	Glycine betaine$5-Aminopentanoate; 5-Aminopentanoic acid; 5-Aminovaleric acid$L-Valine
E27	row92	row92_M+Na[1+]	C00719;C00431;C00183	Glycine betaine$5-Aminopentanoate; 5-Aminopentanoic acid; 5-Aminovaleric acid$L-Valine
E33	row100	row100_M+H[1+]	C00292	Aniline; Phenylamine; Benzenamine; Arylamine
E37	row124	row124_M+Na[1+]	C16595;C16587	4-Hydroxy-5-phenyltetrahydro-1,3-oxazin-2-one$3-Carbamoyl-2-phenylpropionaldehyde
E38	row124;row129;row368	row124_M+H[1+];row129_M(C13)+H[1+];row368_M+Na[1+]	C01233	sn-Glycero-3-phosphoethanolamine
E40	row134	row134_M+H[1+]	C01035	4-Guanidinobutanoate
E41	row133;row148	row133_M+H[1+];row148_M(C13)+H[1+]	C09642	(-)-Salsolinol; 6,7-Isoquinolinediol, 1,2,3,4-tetrahydro-1-methyl-, (S)-; Salsolinol
E42	row135	row135_M+H[1+]	C05543	3-Dehydroxycarnitine
E43	row136	row136_M+H[1+]	C05543	3-Dehydroxycarnitine
E46	row139;row157	row139_M+H[1+];row157_M(C13)+H[1+]	CE5586;C00315	dehydrospermidine$Spermidine
E49	row150	row150_M+H[1+]	C03740	5-L-Glutamyl-L-alanine
E50	row151	row151_M+H[1+]	C03740	5-L-Glutamyl-L-alanine
E51	row152	row152_M+H[1+]	C00978	N-Acetylserotonin; N-Acetyl-5-hydroxytryptamine
E52	row159	row159_M+H[1+]	C02356;C01026;C00334;C05145;C01205;C03284	(S)-2-Aminobutanoate; (S)-2-Aminobutanoic acid; (S)-2-Aminobutyric acid$N,N-Dimethylglycine; Dimethylglycine$4-Aminobutanoate$3-Aminoisobutyric acid; 3-Aminoisobutanoate; 3-Amino-2-methylpropanoate$D-3-Amino-isobutanoate$L-3-Amino-isobutanoate
E53	row167	row167_M+H[1+]	C00864	(R)-Pantothenate
E54	row168;row989	row168_M+2H[2+];row989_M+Na[1+]	CE2054;CE5976	20-carboxy-leukotriene-B4$12-oxo-10,11-dihydro-20-COOH-LTB4
E56	row174	row174_M+H[1+]	C02646	4-Coumaryl alcohol; 4-Hydroxycinnamyl alcohol; p-Coumaryl alcohol
E57	row446	row446_M+Na[1+]	C01239	N-Acetyl-beta-D-glucosaminylamine
E58	row181;row447	row181_M+H[1+];row447_M+Na[1+]	C01239	N-Acetyl-beta-D-glucosaminylamine
E59	row189	row189_M+H[1+]	C05589;C00788	L-Normetanephrine$L-Adrenaline; (R)-(-)-Adrenaline; (R)-(-)-Epinephrine; (R)-(-)-Epirenamine; (R)-(-)-Adnephrine; 4-[(1R)-1-Hydroxy-2-(methylamino)ethyl]-1,2-benzenediol
E62	row198	row198_M+H[1+]	C00380	Cytosine
E66	row209	row209_M+H[1+]	C03564	1-Pyrroline-2-carboxylate; 1-Pyrroline-2-carboxylic acid; delta1-Pyrroline 2-carboxylate
E68	row210	row210_M+H[1+]	C00791	
E71	row216;row319	row216_M+Na[1+];row319_M+HCOONa[1+]	C01019	6-Deoxy-L-galactose; L-Fucose
E72	row237	row237_M+H[1+]	C00581;gudac	Guanidinoacetate; Guanidinoacetic acid; Glycocyamine; N-Amidinoglycine; Guanidoacetic acid$Guanidinoacetate
E74	row245	row245_M+H[1+]	C00637	Indole-3-acetaldehyde
E75	row257	row257_M+H[1+]	C05829	
E77	row273	row273_M+H[1+]	C00601	Phenylacetaldehyde; alpha-Tolualdehyde
E78	row278;row279	row278_M+H[1+];row279_M+H[1+]	C00956	L-2-Aminoadipate; L-alpha-Aminoadipate; L-alpha-Aminoadipic acid; L-2-Aminoadipic acid; L-2-Aminohexanedioate
E79	row280	row280_M+H[1+]	C00956	L-2-Aminoadipate; L-alpha-Aminoadipate; L-alpha-Aminoadipic acid; L-2-Aminoadipic acid; L-2-Aminohexanedioate
E80	row298	row298_M+H[1+]	C00153	Nicotinamide
E84	row319	row319_M+Na[1+]	C02076	sedoheptulose
E85	row323	row323_M+Na[1+]	C00093	Glycerol 3-phosphate
E88	row345	row345_M+H[1+]	C16586;CE2173	2-Phenyl-1,3-propanediol monocarbamate$
E90	row350;row369	row350_M+H[1+];row369_M(C13)+H[1+]	CE5860	
E91	row351;row370;row371	row351_M+H[1+];row370_M(C13)+H[1+];row371_M(C13)+H[1+]	CE5860	
E93	row366	row366_M+Na[1+]	C00062;C00792	L-Arginine$D-Arginine; D-2-Amino-5-guanidinovaleric acid
E95	row377	row377_M+Na[1+]	C00954;C05634	Indole-3-acetate$5-Hydroxyindoleacetaldehyde
E96	row378	row378_M+H[1+]	C04692	Peptide 2-[3-carboxy-3-(methylammonio)propyl]-L-histidine; 2-[3-Carboxy-3-(methylammonio)propyl]-L-histidine; EF-2 2-[3-carboxy-3-(methylammonio)propyl]-L-histidine; Elongation factor 2 2-[3-carboxy-3-(methylammonio)propyl]-L-histidine
E98	row393	row393_M+H[1+]	C00268;C02953;C04244	6,7-Dihydrobiopterin$7,8-Dihydrobiopterin$6-Lactoyl-5,6,7,8-tetrahydropterin
E99	row379;row380	row379_M+H[1+];row380_M+H[1+]	C07501	Felbamate
E101	row383;row384	row383_M+H[1+];row384_M+H[1+]	C02934;C00319	3-Dehydrosphinganine$Sphingosine
E106	row410	row410_M+Na[1+]	CE5820	histidyl-prolinamide
E107	row411	row411_M+H[1+]	C12215	Iminoerythrose 4-phosphate; Imino-D-erythrose 4-phosphate
E108	row417;row685	row417_M+H[1+];row685_M+Na[1+]	CE5795	neuromedin B (1-3)
E109	row421	row421_M+H[1+]	C06114	gamma-Glutamyl-beta-aminopropiononitrile; gamma-Glutamyl-3-aminopropiononitrile
E110	row429	row429_M+Na[1+]	CE5588	deoxyhypusine
E112	row451;row580;row600	row451_M+Na[1+];row580_M+H[1+];row600_M(C13)+H[1+]	C00387	Guanosine
E113	row460;row481;row820	row460_M+H[1+];row481_M(C13)+H[1+];row820_M+Na[1+]	C05711;C00475	gamma-Glutamyl-beta-cyanoalanine$Cytidine
E116	row1287;row1288	row1287_M+H[1+];row1288_M(C13)+H[1+]	C00127	Oxidized glutathione
E117	row478	row478_M+Na[1+]	C00031;C00221;C02336;C00267;C00962;C00795;C00137;C00984;C00159	D-Glucose$beta-D-Glucose$beta-D-Fructose; beta-Fruit sugar; beta-D-arabino-Hexulose; beta-Levulose; Fructose$alpha-D-Glucose$beta-D-Galactose$D-Tagatose; lyxo-Hexulose$myo-Inositol$alpha-D-Galactose$D-Mannose
