EID	massfeature_rows	str_row_ion	compounds	compound_names
E3	row26	row26_M+Na[1+]	C01507;C00794;C01697	L-Iditol$D-Sorbitol$Galactitol
E4	row27	row27_M+Na[1+]	C01507;C00794;C01697	L-Iditol$D-Sorbitol$Galactitol
E8	row31;row58	row31_M+H[1+];row58_M(C13)+H[1+]	C00078;C00525	L-Tryptophan$D-Tryptophan
E11	row46	row46_M+H[1+]	C01732;C00490	Mesaconate; 2-Methylfumarate; Mesaconic acid; Methylfumaric acid$Itaconate; Itaconic acid; Methylenesuccinic acid
E12	row50	row50_M+H[1+]	C00233;C06102;C03465	4-Methyl-2-oxopentanoate$Adipate semialdehyde; Hexan-1-one-6-carboxylate; 6-Oxohexanoate$3-Methyl-2-oxopentanoate; 2-Oxo-3-methylvalerate
E13	row51	row51_M+H[1+]	C00233;C06102;C03465	4-Methyl-2-oxopentanoate$Adipate semialdehyde; Hexan-1-one-6-carboxylate; 6-Oxohexanoate$3-Methyl-2-oxopentanoate; 2-Oxo-3-methylvalerate
E14	row59;row69	row59_M+H[1+];row69_M(C13)+H[1+]	C02714	N-Acetylputrescine
E15	row61;row74	row61_M+H[1+];row74_M(C13)+H[1+]	C00250	Pyridoxal
E16	row64;row65;row76	row64_M+H[1+];row65_M+H[1+];row76_M(C13)+H[1+]	C01165;C01157;C00430;C03440;C01110	L-Glutamate 5-semialdehyde; L-Glutamate gamma-semialdehyde$trans-4-Hydroxy-L-proline$5-Aminolevulinate; 5-Amino-4-oxopentanoate; 5-Amino-4-oxovaleric acid$cis-4-Hydroxy-D-proline$5-Amino-2-oxopentanoic acid; 5-Amino-2-oxopentanoate; 2-Oxo-5-amino-pentanoate; 2-Oxo-5-aminopentanoate; alpha-Keto-delta-aminopentanoate; 2-Oxo-5-aminovalerate
E17	row66	row66_M+H[1+]	C01165;C01157;C00430;C03440;C01110	L-Glutamate 5-semialdehyde; L-Glutamate gamma-semialdehyde$trans-4-Hydroxy-L-proline$5-Aminolevulinate; 5-Amino-4-oxopentanoate; 5-Amino-4-oxovaleric acid$cis-4-Hydroxy-D-proline$5-Amino-2-oxopentanoic acid; 5-Amino-2-oxopentanoate; 2-Oxo-5-amino-pentanoate; 2-Oxo-5-aminopentanoate; alpha-Keto-delta-aminopentanoate; 2-Oxo-5-aminovalerate
E18	row67;row78	row67_M+H[1+];row78_M(C13)+H[1+]	C00300	Creatine; alpha-Methylguanidino acetic acid; Methylglycocyamine
E25	row111	row111_M+H[1+]	C02505	2-Phenylacetamide
E26	row115;row382	row115_M+Na[1+];row382_M(C13)+H[1+]	C01029;C00612	$N1-Acetylspermidine
E27	row123	row123_M+H[1+]	C07086;C03765	Phenylacetic acid; Benzylformic acid; Phenylacetate; Benzeneacetiic acid$4-Hydroxyphenylacetaldehyde
E29	row128;row299;row311	row128_M+Na[1+];row299_M+H[1+];row311_M(C13)+H[1+]	C00242	Guanine
E30	row300;row312	row300_M+H[1+];row312_M(C13)+H[1+]	C00242	Guanine
E31	row130;row143	row130_M+H[1+];row143_M(C13)+H[1+]	C00108	Anthranilate
E32	row144	row144_M+H[1+]	C02693	Indole-3-acetamide
E34	row147;row158	row147_M+H[1+];row158_M(C13)+H[1+]	C00437	N2-Acetyl-L-ornithine
E36	row155;row397	row155_M+Na[1+];row397_M(C13)+H[1+]	C00719;C00431;C00183	Glycine betaine$5-Aminopentanoate; 5-Aminopentanoic acid; 5-Aminovaleric acid$L-Valine
E37	row156	row156_M+Na[1+]	C00719;C00431;C00183	Glycine betaine$5-Aminopentanoate; 5-Aminopentanoic acid; 5-Aminovaleric acid$L-Valine
E43	row167	row167_M+H[1+]	C00227	Acetyl phosphate
E44	row168	row168_M+H[1+]	C00227	Acetyl phosphate
E45	row170	row170_M+H[1+]	C00292	Aniline; Phenylamine; Benzenamine; Arylamine
E47	row1458	row1458_M+Na[1+]	C06196	2'-Deoxyinosine 5'-phosphate; dIMP
E51	row200	row200_M+Na[1+]	C16595;C16587	4-Hydroxy-5-phenyltetrahydro-1,3-oxazin-2-one$3-Carbamoyl-2-phenylpropionaldehyde
E52	row200;row210;row571	row200_M+H[1+];row210_M(C13)+H[1+];row571_M+Na[1+]	C01233	sn-Glycero-3-phosphoethanolamine
E57	row223	row223_M+H[1+]	C01035	4-Guanidinobutanoate
E58	row220;row237	row220_M+H[1+];row237_M(C13)+H[1+]	C09642	(-)-Salsolinol; 6,7-Isoquinolinediol, 1,2,3,4-tetrahydro-1-methyl-, (S)-; Salsolinol
E60	row224;row246	row224_M+H[1+];row246_M(C13)+H[1+]	C05543	3-Dehydroxycarnitine
E61	row225	row225_M+H[1+]	C05543	3-Dehydroxycarnitine
E64	row228;row249	row228_M+H[1+];row249_M(C13)+H[1+]	CE5586;C00315	dehydrospermidine$Spermidine
