input_row	EID	str_row_ion	compounds	compound_names	input_row	m/z	retention_time	p_value	statistic	CompoundID_from_user
row26	E3	row26_M+Na[1+]	C01507;C00794;C01697	L-Iditol$D-Sorbitol$Galactitol	row26	205.0682	197.55	0.5299513456910387	1.2078623326004028	
row27	E4	row27_M+Na[1+]	C01507;C00794;C01697	L-Iditol$D-Sorbitol$Galactitol	row27	205.0682	215.86	0.9246922949022663	0.21152369482458555	
row31	E8	row31_M+H[1+];row58_M(C13)+H[1+]	C00078;C00525	L-Tryptophan$D-Tryptophan	row31	205.0971	166.16	0.9060163192635957	-0.2594225665926514	C11H12N2O2
row46	E11	row46_M+H[1+]	C01732;C00490	Mesaconate; 2-Methylfumarate; Mesaconic acid; Methylfumaric acid$Itaconate; Itaconic acid; Methylenesuccinic acid	row46	131.0338	324.4	0.19845665638871093	3.511801006930139	C5H6O4
row50	E12	row50_M+H[1+]	C00233;C06102;C03465	4-Methyl-2-oxopentanoate$Adipate semialdehyde; Hexan-1-one-6-carboxylate; 6-Oxohexanoate$3-Methyl-2-oxopentanoate; 2-Oxo-3-methylvalerate	row50	131.0702	27.67	0.40667531575728577	-1.643540111198149	
row51	E13	row51_M+H[1+]	C00233;C06102;C03465	4-Methyl-2-oxopentanoate$Adipate semialdehyde; Hexan-1-one-6-carboxylate; 6-Oxohexanoate$3-Methyl-2-oxopentanoate; 2-Oxo-3-methylvalerate	row51	131.0702	272.39	0.04328615270374183	12.080468353226717	
row58	E8	row31_M+H[1+];row58_M(C13)+H[1+]	C00078;C00525	L-Tryptophan$D-Tryptophan	row58	206.1004	166.03	0.9060163192635957	-0.258582197328544	C11H12N2O2
row59	E14	row59_M+H[1+];row69_M(C13)+H[1+]	C02714	N-Acetylputrescine	row59	131.1179	273.04	0.09652460808565075	-7.400067870395546	C6H14N2O
row61	E15	row61_M+H[1+];row74_M(C13)+H[1+]	C00250	Pyridoxal	row61	168.0655	47.5	0.9129215712379207	0.24275765478004194	C8H9NO3
row64	E16	row64_M+H[1+];row65_M+H[1+];row76_M(C13)+H[1+]	C01165;C01157;C00430;C03440;C01110	L-Glutamate 5-semialdehyde; L-Glutamate gamma-semialdehyde$trans-4-Hydroxy-L-proline$5-Aminolevulinate; 5-Amino-4-oxopentanoate; 5-Amino-4-oxovaleric acid$cis-4-Hydroxy-D-proline$5-Amino-2-oxopentanoic acid; 5-Amino-2-oxopentanoate; 2-Oxo-5-amino-pentanoate; 2-Oxo-5-aminopentanoate; alpha-Keto-delta-aminopentanoate; 2-Oxo-5-aminovalerate	row64	132.0655	251.56	0.11144992442179001	6.0906755270779005	
