input_row	EID	str_row_ion	compounds	compound_names	input_row	m/z	retention_time	p_value	statistic	CompoundID_from_user
row8	E1	row8_M+H[1+]	C00366	Urate	row8	169.0363	191.84	0.41063693881448965	-1.267389203450625	
row9	E2	row9_M+H[1+]	C00366	Urate	row9	169.0363	210.84	0.7877924542165596	-0.4255416139371586	
row10	E6	row10_M+H[1+]	C00472	p-Benzoquinone; Quinone; Chinone; 2,5-Cyclohexadiene-1,4-dione; 1,4-Benzoquinone	row10	109.0285	24.93	0.03209653260755966	-5.262228592258816	
row11	E7	row11_M+H[1+];row12_M+H[1+]	C00472	p-Benzoquinone; Quinone; Chinone; 2,5-Cyclohexadiene-1,4-dione; 1,4-Benzoquinone	row11	109.0285	163.28	0.28149889173937576	1.722569444656644	
row12	E7	row11_M+H[1+];row12_M+H[1+]	C00472	p-Benzoquinone; Quinone; Chinone; 2,5-Cyclohexadiene-1,4-dione; 1,4-Benzoquinone	row12	109.0285	165.25	0.5780638942290172	0.8541121439070607	
row51	E16	row51_M+H[1+];row74_M(C13)+H[1+]	C05576	3,4-Dihydroxyphenylethyleneglycol	row51	171.0657	191.97	0.9792047238396657	-0.043498094784475305	C8H12O4
row71	E17	row71_M+Na[1+]	C00073	L-Methionine	row71	172.0398	28.62	0.08360650052338864	-3.523181100857837	
row74	E16	row51_M+H[1+];row74_M(C13)+H[1+]	C05576	3,4-Dihydroxyphenylethyleneglycol	row74	172.069	192.36	0.42491610379941697	-1.2275721532905355	C8H12O4
row88	E21	row88_M+Na[1+]	C00292	Aniline; Phenylamine; Benzenamine; Arylamine	row88	116.0469	209.92	0.03604414604698382	-5.013008946808467	
row92	E23	row92_M+H[1+]	C03239;C02946;C04076	6-Amino-2-oxohexanoate; 2-Oxo-6-aminocaproate$4-Acetamidobutanoate$L-2-Aminoadipate 6-semialdehyde; 2-Aminoadipate 6-semialdehyde	row92	146.0814	180.11	0.11692203295960917	-3.0021911069715856	
