input_row	EID	str_row_ion	compounds	compound_names	input_row	m/z	retention_time	p_value	statistic	CompoundID_from_user
row4	E1	row4_M+H[1+]	C00472	p-Benzoquinone; Quinone; Chinone; 2,5-Cyclohexadiene-1,4-dione; 1,4-Benzoquinone	row4	109.0285	24.93	0.8968629174015973	0.31777028980239075	C3H8NO,CH6N4,C4H3N3O
row5	E2	row5_M+H[1+]	C00472	p-Benzoquinone; Quinone; Chinone; 2,5-Cyclohexadiene-1,4-dione; 1,4-Benzoquinone	row5	109.0285	165.25	0.8487530773120249	0.5202002060196561	C3H8NO,CH6N4,C4H3N3O
row33	E11	row33_M+H[1+];row49_M(C13)+H[1+]	C05576	3,4-Dihydroxyphenylethyleneglycol	row33	171.0657	191.97	0.8317917955341579	0.9681502516665401	C8H14O5,C8H12O4,C6H9N3O3
row47	E15	row47_M+Na[1+]	C00073	L-Methionine	row47	172.0398	28.62	0.8317917955341579	-1.0254741704216865	C5H8ClN5,C5H7N5,C7H9N2O,C10H9NO3,C10H7NO2
row49	E11	row33_M+H[1+];row49_M(C13)+H[1+]	C05576	3,4-Dihydroxyphenylethyleneglycol	row49	172.069	192.36	0.8317917955341579	0.8520684902151962	C8H12O4
row60	E19	row60_M+Na[1+]	C00292	Aniline; Phenylamine; Benzenamine; Arylamine	row60	116.0469	209.92	0.8475816948811488	-0.5311579773819172	C3H7N3O2
row66	E21	row66_M+H[1+]	C03239;C02946;C04076	6-Amino-2-oxohexanoate; 2-Oxo-6-aminocaproate$4-Acetamidobutanoate$L-2-Aminoadipate 6-semialdehyde; 2-Aminoadipate 6-semialdehyde	row66	146.0814	180.11	0.910652789716816	0.2635272918457342	
row74	E22	row74_M+Na[1+]	C16631	alpha-Fluoro-beta-ureidopropionic acid; 2-Fluoro-3-ureidopropionic acid	row74	173.0333	267.43	0.8317917955341579	0.9750501822927075	
row100	E29	row100_M+H[1+]	C01250	N-Acetyl-L-glutamate 5-semialdehyde; 2-Acetamido-5-oxopentanoate	row100	174.0766	222.52	0.8317917955341579	1.6617495954318875	C7H13NO4,C7H15NO5
row108	E12	row108_M+Na[1+];row109_M+Na[1+]	C01119	Oxidized dithiothreitol	row108	174.9865	25.73	0.8317917955341579	-1.4774190364980893	
row109	E12	row108_M+Na[1+];row109_M+Na[1+]	C01119	Oxidized dithiothreitol	row109	174.9865	27.57	0.8317917955341579	-2.164156339917512	
row122	E34	row122_M+H[1+]	C00439	N-Formimidoyl-L-glutamate	row122	175.0718	305.9	0.8317917955341579	-1.6379540612654007	C6H12N2O4
row131	E36	row131_M+H[1+]	C05527	3-Sulfinopyruvate	row131	152.9855	283.31	0.8825153540704791	-0.4089962598587415	
row138	E38	row138_M+Na[1+]	C01732;C00490	Mesaconate; 2-Methylfumarate; Mesaconic acid; Methylfumaric acid$Itaconate; Itaconic acid; Methylenesuccinic acid	row138	153.016	216.35	0.8317917955341579	1.7319588536679427	
row141	E39	row141_M+H[1+]	C08276		row141	121.0312	243.2	0.92121324361481	0.23012720798424147	
row144	E40	row144_M+H[1+]	C04043;C00642;C05852	3,4-Dihydroxyphenylacetaldehyde; Protocatechuatealdehyde$4-Hydroxyphenylacetate$2-Hydroxyphenylacetate	row144	153.0548	34.95	0.8589847208757997	0.48135000851564685	C6H7N3O2
row146	E41	row146_M+H[1+]	C09815	Benzamide	row146	122.0601	49.85	0.8317917955341579	-2.072860921705285	
row194	E44	row194_M+Na[1+]	C00049;C00402	L-Aspartate$D-Aspartate	row194	156.0269	266.24	0.8589847208757997	-0.4789822014512922	
row199	E45	row199_M+H[1+]	C04092;C00450	delta1-Piperideine-2-carboxylate; 1,2-Didehydropiperidine-2-carboxylate$2,3,4,5-Tetrahydropyridine-2-carboxylate; delta1-Piperideine-6-L-carboxylate	row199	128.0708	36.53	0.896745613094518	-0.320127331459048	
row218	E49	row218_M+H[1+]	C01879;C04281;C04282	5-Oxoproline$L-1-Pyrroline-3-hydroxy-5-carboxylate$1-Pyrroline-4-hydroxy-2-carboxylate	row218	130.05	182.35	0.9938886392094741	-0.03290059383220363	
row220	E52	row220_M+H[1+]	C00590	Coniferyl alcohol; Coniferol; 4-(3-Hydroxy-1-propenyl)-2-methoxyphenol	row220	181.0864	32.19	0.8317917955341579	1.0590208758525264	C10H16O4,C7H16NO2,C10H14O3,C10H13O3
row243	E59	row243_M+Na[1+];row244_M+Na[1+];row291_M+H[1+]	C00956	L-2-Aminoadipate; L-alpha-Aminoadipate; L-alpha-Aminoadipic acid; L-2-Aminoadipic acid; L-2-Aminohexanedioate	row243	184.0585	210.31	0.8317917955341579	0.9004340122612823	C6H13NO4
row244	E59	row243_M+Na[1+];row244_M+Na[1+];row291_M+H[1+]	C00956	L-2-Aminoadipate; L-alpha-Aminoadipate; L-alpha-Aminoadipic acid; L-2-Aminoadipic acid; L-2-Aminohexanedioate	row244	184.0585	215.17	0.8317917955341579	-1.5062869384461415	
row274	E62	row274_M+Na[1+]	1mncam;C02918	1-Methylnicotinamide$1-Methylnicotinamide	row274	160.0608	191.71	0.8824828368668927	-0.41205654462533253	C6H11NO4,C6H13NO5
row280	E64	row280_M+Na[1+]	C00791		row280	136.0478	35.74	0.9804346096684076	0.08890885885801524	
row290	E65	row290_M+H[1+]	C00631;C00197	D-Glycerate 2-phosphate$3-Phospho-D-glycerate	row290	187.0009	201.48	0.8825153540704791	-0.4092698599520557	C8H5F3O3,C6H10N2O2S2
row291	E59	row243_M+Na[1+];row244_M+Na[1+];row291_M+H[1+]	C00956	L-2-Aminoadipate; L-alpha-Aminoadipate; L-alpha-Aminoadipic acid; L-2-Aminoadipic acid; L-2-Aminohexanedioate	row291	162.0765	209.92	0.9980861220889673	-0.017661822588601207	C6H13NO4,C6H15NO5
row321	E68	row321_M+H[1+]	C05585;C00156	Gentisate aldehyde$4-Hydroxybenzoate	row321	139.0392	154.03	0.846958890390926	0.5342576806495816	C5H5N3O2
row340	E69	row340_M+H[1+]	C12215	Iminoerythrose 4-phosphate; Imino-D-erythrose 4-phosphate	row340	200.0326	202.4	0.8317917955341579	0.9120006864572341	C8H8O6
