pathway	overlap_size	pathway_size	p-value	overlap_EmpiricalCompounds (id)	overlap_features (id)	overlap_features (name)
Pyruvate Metabolism	1	1	0.003949247962356105	E202	C03451	(R)-S-Lactoylglutathione
C5-Branched dibasic acid metabolism	1	2	0.012435929753802201	E8	C01732/C00490	Mesaconate; 2-Methylfumarate; Mesaconic acid; Methylfumaric acid/Itaconate; Itaconic acid; Methylenesuccinic acid
Phosphatidylinositol phosphate metabolism	1	8	0.06402823292160323	E231		
Glycine, serine, alanine and threonine metabolism	1	11	0.0844466851525082	E202	C03451	(R)-S-Lactoylglutathione
Aspartate and asparagine metabolism	1	17	0.12167044786152424	E65		
Vitamin D3 (cholecalciferol) metabolism	0	1	0.15376859087471642			
Hyaluronan Metabolism	0	4	0.15376859087471642			
N-Glycan biosynthesis	0	14	0.15376859087471642			
Glycolysis and Gluconeogenesis	0	5	0.15376859087471642			
Glycosphingolipid biosynthesis - ganglioseries	0	9	0.15376859087471642			
R Group Synthesis	0	1	0.15376859087471642			
Sialic acid metabolism	0	5	0.15376859087471642			
Chondroitin sulfate degradation	0	0	0.15376859087471642			
Di-unsaturated fatty acid beta-oxidation	0	1	0.15376859087471642			
Putative anti-Inflammatory metabolites formation from EPA	0	1	0.15376859087471642			
Linoleate metabolism	0	4	0.15376859087471642			
Hexose phosphorylation	0	4	0.15376859087471642			
Vitamin B2 (riboflavin) metabolism	0	1	0.15376859087471642			
Squalene and cholesterol biosynthesis	0	1	0.15376859087471642			
Galactose metabolism	0	9	0.15376859087471642			
Keratan sulfate degradation	0	4	0.15376859087471642			
Glycerolipid metabolism	0	0	0.15376859087471642			
Carnitine shuttle	0	4	0.15376859087471642			
3-oxo-10R-octadecatrienoate beta-oxidation	0	0	0.15376859087471642			
Alkaloid biosynthesis II	0	0	0.15376859087471642			
Vitamin B1 (thiamin) metabolism	0	1	0.15376859087471642			
Glycosphingolipid biosynthesis - globoseries	0	11	0.15376859087471642			
Histidine metabolism	0	4	0.15376859087471642			
Vitamin B5 - CoA biosynthesis from pantothenate	0	1	0.15376859087471642			
Glycosylphosphatidylinositol(GPI)-anchor biosynthesis	0	0	0.15376859087471642			
Glycosphingolipid biosynthesis - lactoseries	0	9	0.15376859087471642			
Bile acid biosynthesis	0	2	0.15376859087471642			
Parathio degradation	0	0	0.15376859087471642			
Propanoate metabolism	0	1	0.15376859087471642			
Blood Group Biosynthesis	0	9	0.15376859087471642			
Electron transport chain	0	0	0.15376859087471642			
Vitamin H (biotin) metabolism	0	1	0.15376859087471642			
Biopterin metabolism	0	1	0.15376859087471642			
Vitamin E metabolism	0	1	0.15376859087471642			
Androgen and estrogen biosynthesis and metabolism	0	5	0.15376859087471642			
Caffeine metabolism	0	0	0.15376859087471642			
Lipoate metabolism	0	0	0.15376859087471642			
Heparan sulfate biosynthesis	0	0	0.15376859087471642			
Drug metabolism - cytochrome P450	0	3	0.15376859087471642			
Vitamin B9 (folate) metabolism	0	3	0.15376859087471642			
Tryptophan metabolism	0	10	0.15376859087471642			
Glyoxylate and Dicarboxylate Metabolism	0	0	0.15376859087471642			
Urea cycle/amino group metabolism	0	16	0.15376859087471642			
De novo fatty acid biosynthesis	0	0	0.15376859087471642			
Vitamin A (retinol) metabolism	0	3	0.15376859087471642			
Valine, leucine and isoleucine degradation	0	6	0.15376859087471642			
Fatty Acid Metabolism	0	0	0.15376859087471642			
Glycosaminoglycan degradation	0	0	0.15376859087471642			
Fatty acid oxidation	0	1	0.15376859087471642			
Fructose and mannose metabolism	0	8	0.15376859087471642			
ROS Detoxification	0	0	0.15376859087471642			
Xenobiotics metabolism	0	4	0.15376859087471642			
Saturated fatty acids beta-oxidation	0	1	0.15376859087471642			
CoA Catabolism	0	1	0.15376859087471642			
Omega-3 fatty acid metabolism	0	0	0.15376859087471642			
Butanoate metabolism	0	4	0.15376859087471642			
Mono-unsaturated fatty acid beta-oxidation	0	1	0.15376859087471642			
Glycosphingolipid biosynthesis - neolactoseries	0	9	0.15376859087471642			
Vitamin B3 (nicotinate and nicotinamide) metabolism	0	3	0.15376859087471642			
Ascorbate (Vitamin C) and Aldarate Metabolism	0	2	0.15376859087471642			
Geraniol degradation	0	0	0.15376859087471642			
D4&E4-neuroprostanes formation	0	0	0.15376859087471642			
Vitamin D	0	0	0.15376859087471642			
Dynorphin metabolism	0	0	0.15376859087471642			
Heparan sulfate degradation	0	0	0.15376859087471642			
Fatty acid oxidation, peroxisome	0	0	0.15376859087471642			
Polyunsaturated fatty acid biosynthesis	0	0	0.15376859087471642			
Purine metabolism	0	8	0.15376859087471642			
Alanine and Aspartate Metabolism	0	1	0.15376859087471642			
Glutathione Metabolism	0	4	0.15376859087471642			
Keratan sulfate biosynthesis	0	7	0.15376859087471642			
TCA cycle	0	2	0.15376859087471642			
3-Chloroacrylic acid degradation	0	0	0.15376859087471642			
Arachidonic acid metabolism	0	4	0.15376859087471642			
Sphingolipid metabolism	0	0	0.15376859087471642			
O-Glycan biosynthesis	0	7	0.15376859087471642			
Glycosphingolipid metabolism	0	13	0.15376859087471642			
Limonene and pinene degradation	0	0	0.15376859087471642			
Arginine and Proline Metabolism	0	7	0.15376859087471642			
Proteoglycan biosynthesis	0	5	0.15376859087471642			
Vitamin K metabolism	0	0	0.15376859087471642			
Glycerophospholipid metabolism	0	10	0.15376859087471642			
Glutamate metabolism	0	3	0.15376859087471642			
Porphyrin metabolism	0	6	0.15376859087471642			
Benzoate degradation via CoA ligation	0	0	0.15376859087471642			
Prostaglandin formation from arachidonate	0	0	0.15376859087471642			
Dimethyl-branched-chain fatty acid mitochondrial beta-oxidation	0	1	0.15376859087471642			
Vitamin B6 (pyridoxine) metabolism	0	1	0.15376859087471642			
Pentose and Glucuronate Interconversions	0	5	0.15376859087471642			
Atrazine degradation	0	0	0.15376859087471642			
N-Glycan Degradation	0	4	0.15376859087471642			
Leukotriene metabolism	0	2	0.15376859087471642			
Vitamin B12 (cyanocobalamin) metabolism	0	1	0.15376859087471642			
Fatty acid activation	0	1	0.15376859087471642			
Carbon fixation	0	0	0.15376859087471642			
Nucleotide Sugar Metabolism	0	1	0.15376859087471642			
Ubiquinone Biosynthesis	0	1	0.15376859087471642			
1- and 2-Methylnaphthalene degradation	0	0	0.15376859087471642			
Pyrimidine metabolism	0	11	0.15376859087471642			
Nitrogen metabolism	0	0	0.15376859087471642			
Drug metabolism - other enzymes	0	0	0.15376859087471642			
Aminosugars metabolism	0	7	0.15376859087471642			
Tyrosine metabolism	0	16	0.15376859087471642			
Beta-Alanine metabolism	0	5	0.15376859087471642			
Prostaglandin formation from dihomo gama-linoleic acid	0	0	0.15376859087471642			
C21-steroid hormone biosynthesis and metabolism	0	4	0.15376859087471642			
Starch and Sucrose Metabolism	0	8	0.15376859087471642			
Trihydroxycoprostanoyl-CoA beta-oxidation	0	0	0.15376859087471642			
Omega-6 fatty acid metabolism	0	0	0.15376859087471642			
Phytanic acid peroxisomal oxidation	0	0	0.15376859087471642			
Pentose phosphate pathway	0	3	0.15376859087471642			
Methionine and cysteine metabolism	0	4	0.15376859087471642			
Lysine metabolism	0	6	0.15376859087471642			
Selenoamino acid metabolism	0	0	0.15376859087471642			
