input_row	EID	str_row_ion	compounds	compound_names	input_row	m/z	retention_time	p_value	statistic	CompoundID_from_user
row3	E3	row27_M(C13)+H[1+];row3_M+H[1+]	C00300	Creatine; alpha-Methylguanidino acetic acid; Methylglycocyamine	row3	132.0769	252.96	0.7367501802311887	-1.0751195792009605	C4H9N3O2
row27	E3	row27_M(C13)+H[1+];row3_M+H[1+]	C00300	Creatine; alpha-Methylguanidino acetic acid; Methylglycocyamine	row27	133.0801	252.83	0.7800064527755745	-0.8192691056569619	C4H9N3O2
row29	E6	row29_M+H[1+]	C06103	6-Hydroxyhexanoic acid; 6-Hydroxyhexanoate	row29	133.0861	26.79	0.6339691978411168	1.8290258662000425	
row41	E7	row41_M+Na[1+]	C00257;C00800	D-Gluconate$L-Gulonate	row41	219.0476	192.56	0.40680497509212	4.190872139517753	
row63	E10	row382_M+Na[1+];row63_M+H[1+];row93_M(C13)+H[1+]	C00864	(R)-Pantothenate	row63	220.1181	179.0	0.8637482093494927	0.5144985442239132	C9H17NO5
row90	E16	row106_M(C13)+H[1+];row90_M+H[1+]	C00643	5-Hydroxy-L-tryptophan	row90	221.0922	191.51	0.1677471191433591	6.844007335507753	C11H12N2O3
row93	E10	row382_M+Na[1+];row63_M+H[1+];row93_M(C13)+H[1+]	C00864	(R)-Pantothenate	row93	221.1214	178.87	0.846380925216216	0.5643857064561347	C9H17NO5
row106	E16	row106_M(C13)+H[1+];row90_M+H[1+]	C00643	5-Hydroxy-L-tryptophan	row106	222.0956	191.25	0.33988382851281185	4.761671871688877	C11H12N2O3
row123	E21	row123_M+H[1+]	C07086;C03765	Phenylacetic acid; Benzylformic acid; Phenylacetate; Benzeneacetiic acid$4-Hydroxyphenylacetaldehyde	row123	137.0598	204.41	0.6867737106934609	1.3602071786493963	C8H8O2
row132	E24	row132_M+Na[1+]	CE4788;C00763;C00148	acetamidopropanal$D-Proline$L-Proline	row132	138.0526	222.17	0.6339691978411168	2.187109239434166	
row139	E26	row139_M+H[1+]	C00785	Urocanate	row139	139.0503	182.68	0.8385430581333475	0.5852432300368511	C6H6N2O2
row163	E29	row163_M+Na[1+]	CE2949		row163	226.0107	388.93	0.9262142472409811	-0.30646515907382765	
row172	E31	row172_M(C13)+H[1+];row597_M+Na[1+];row598_M+Na[1+]	C00082;CE2174	L-Tyrosine$	row172	183.0844	204.27	0.6637394177011632	1.4891007095249154	C9H11NO3
row176	E32	row176_M+H[1+]	C06486;C00386	(6R)-6-(L-erythro-1,2-Dihydroxypropyl)-5,6,7,8-tetrahydro-4a-$Carnosine; Nalpha-(beta-alanyl)-L-histidine	row176	227.114	355.12	0.6339691978411168	1.7958656858968325	
row176	E33	row176_M+Na[1+]	C02571	O-Acetylcarnitine	row176	227.114	355.12	0.6339691978411168	1.7958656858968325	
row182	E35	row182_M+H[1+]	C05589;C00788	L-Normetanephrine$L-Adrenaline; (R)-(-)-Adrenaline; (R)-(-)-Epinephrine; (R)-(-)-Epirenamine; (R)-(-)-Adnephrine; 4-[(1R)-1-Hydroxy-2-(methylamino)ethyl]-1,2-benzenediol	row182	184.097	30.07	0.8513920454845175	0.5457055114424227	
row183	E36	row183_M+H[1+]	C05589;C00788	L-Normetanephrine$L-Adrenaline; (R)-(-)-Adrenaline; (R)-(-)-Epinephrine; (R)-(-)-Epirenamine; (R)-(-)-Adnephrine; 4-[(1R)-1-Hydroxy-2-(methylamino)ethyl]-1,2-benzenediol	row183	184.097	161.51	0.706523794143689	1.232626342016195	
row188	E39	row188_M+Na[1+]	C02470	Xanthurenic acid	row188	228.0266	370.94	0.8677533361609545	0.5042501920706438	
row188	E40	row188_M+H[1+]	C03287	L-Glutamyl 5-phosphate; L-Glutamate 5-phosphate	row188	228.0266	370.94	0.8677533361609545	0.5042501920706438	
row195	E42	row195_M+Na[1+]	C00503	Erythritol; Erythrol; Phycitol; Phycite; Erythrite	row195	145.0474	197.29	0.7626744730095922	0.9623435935039882	
row213	E45	row213_M+H[1+]	C01035	4-Guanidinobutanoate	row213	146.0925	254.67	0.6339691978411168	-2.655861764987073	C5H11N3O2
row224	E49	row224_M+Na[1+]	C00328;C05647	L-Kynurenine$Formyl-5-hydroxykynurenamine	row224	231.0741	159.27	0.6339691978411168	2.634433752232548	
row238	E52	row238_M+Na[1+];row250_M+HCOONa[1+]	C01019	6-Deoxy-L-galactose; L-Fucose	row238	187.0578	191.12	0.7706036877714139	0.8503122655181851	
row250	E52	row238_M+Na[1+];row250_M+HCOONa[1+]	C01019	6-Deoxy-L-galactose; L-Fucose	row250	233.0632	190.85	0.5242371894758596	-3.7712084951180027	
row250	E54	row250_M+Na[1+]	C02076	sedoheptulose	row250	233.0632	190.85	0.5242371894758596	-3.7712084951180027	
row251	E55	row251_M+H[1+]	C05579	Indole-5,6-quinone	row251	148.0393	27.97	0.9713996104750202	-0.15920919168878736	C8H5NO2
row252	E56	row252_M+H[1+]	C05579	Indole-5,6-quinone	row252	148.0393	204.41	0.6507317444530483	1.6335674226772816	
row272	E59	row272_M+H[1+]	CE4888;C05578	dopaminochrome$5,6-Dihydroxyindole; DHI	row272	150.0551	47.77	0.7718263848130349	0.8431668604152728	C8H7NO2
row308	E66	row308_M+Na[1+]	C00547;C00314	Norepinephrine$Pyridoxine	row308	192.0627	50.0	0.7367501802311887	-1.0742002044252643	
row315	E68	row315_M+H[1+];row332_M(C13)+H[1+];row797_M+Na[1+]	C00242	Guanine	row315	152.0568	135.54	0.8035715210716422	0.7409368323632433	C5H5N5O,C5H13NS2
row324	E72	row324_M+Na[1+];row914_M+H[1+]	C01233	sn-Glycero-3-phosphoethanolamine	row324	238.0452	294.25	0.3727757054626483	-4.533488969155856	C5H14NO6P
row332	E68	row315_M+H[1+];row332_M(C13)+H[1+];row797_M+Na[1+]	C00242	Guanine	row332	153.0601	135.54	0.8053272128105731	0.735051030961974	C5H5N5O,C5H13NS2
row343	E74	row343_M+H[1+]	C16595;C16587	4-Hydroxy-5-phenyltetrahydro-1,3-oxazin-2-one$3-Carbamoyl-2-phenylpropionaldehyde	row343	194.0813	28.24	0.6986865359708476	1.275348695373786	C10H11NO3
row353	E77	row353_M+Na[1+];row354_M+Na[1+]	C00077;C00515;C01602	Ornithine$D-Ornithine$Ornithine; 2,5-Diaminovaleric acid; 2,5-Diaminopentanoic acid; 2,5-Diaminopentanoate	row353	155.0789	380.53	0.6339691978411168	-2.9737787502881585	
row354	E77	row353_M+Na[1+];row354_M+Na[1+]	C00077;C00515;C01602	Ornithine$D-Ornithine$Ornithine; 2,5-Diaminovaleric acid; 2,5-Diaminopentanoic acid; 2,5-Diaminopentanoate	row354	155.0789	382.1	0.6339691978411168	-2.280020211951137	
