EID	massfeature_rows	str_row_ion	compounds	compound_names
E1	row2	row2_M+H[1+]	C00366	Urate
E2	row3	row3_M+H[1+]	C00366	Urate
E6	row4	row4_M+H[1+]	C00472	p-Benzoquinone; Quinone; Chinone; 2,5-Cyclohexadiene-1,4-dione; 1,4-Benzoquinone
E7	row5;row6	row5_M+H[1+];row6_M+H[1+]	C00472	p-Benzoquinone; Quinone; Chinone; 2,5-Cyclohexadiene-1,4-dione; 1,4-Benzoquinone
E10	row1035	row1035_M+Na[1+]	C01762	Xanthosine
E16	row42;row66	row42_M+H[1+];row66_M(C13)+H[1+]	C05576	3,4-Dihydroxyphenylethyleneglycol
E17	row63	row63_M+Na[1+]	C00073	L-Methionine
E21	row78	row78_M+Na[1+]	C00292	Aniline; Phenylamine; Benzenamine; Arylamine
E23	row82	row82_M+H[1+]	C03239;C02946;C04076	6-Amino-2-oxohexanoate; 2-Oxo-6-aminocaproate$4-Acetamidobutanoate$L-2-Aminoadipate 6-semialdehyde; 2-Aminoadipate 6-semialdehyde
E24	row90	row90_M+Na[1+]	C16631	alpha-Fluoro-beta-ureidopropionic acid; 2-Fluoro-3-ureidopropionic acid
E32	row121;row122	row121_M+Na[1+];row122_M+Na[1+]	C01119	Oxidized dithiothreitol
E33	row163	row163_M+H[1+]	C04043;C00642;C05852	3,4-Dihydroxyphenylacetaldehyde; Protocatechuatealdehyde$4-Hydroxyphenylacetate$2-Hydroxyphenylacetate
E34	row127	row127_M+Na[1+]	C04043;C00642;C05852	3,4-Dihydroxyphenylacetaldehyde; Protocatechuatealdehyde$4-Hydroxyphenylacetate$2-Hydroxyphenylacetate
E38	row132	row132_M+H[1+]	C00439	N-Formimidoyl-L-glutamate
E40	row149	row149_M+H[1+]	C05527	3-Sulfinopyruvate
E42	row155	row155_M+Na[1+]	C01732;C00490	Mesaconate; 2-Methylfumarate; Mesaconic acid; Methylfumaric acid$Itaconate; Itaconic acid; Methylenesuccinic acid
E43	row157	row157_M+H[1+]	C08276	
E44	row160	row160_M+H[1+]	C02045	
E45	row165	row165_M+H[1+]	C09815	Benzamide
E48	row204	row204_M+Na[1+]	C00049;C00402	L-Aspartate$D-Aspartate
E49	row210	row210_M+H[1+]	C04092;C00450	delta1-Piperideine-2-carboxylate; 1,2-Didehydropiperidine-2-carboxylate$2,3,4,5-Tetrahydropyridine-2-carboxylate; delta1-Piperideine-6-L-carboxylate
E53	row234	row234_M+H[1+]	C00031;C00221;C02336;C00267;C00962;C00795;C00137;C13747;C07480;C00984;C00159	D-Glucose$beta-D-Glucose$beta-D-Fructose; beta-Fruit sugar; beta-D-arabino-Hexulose; beta-Levulose; Fructose$alpha-D-Glucose$beta-D-Galactose$D-Tagatose; lyxo-Hexulose$myo-Inositol$1,7-Dimethylxanthine; Paraxanthine$$alpha-D-Galactose$D-Mannose
E54	row235	row235_M+H[1+]	C00031;C00221;C02336;C00267;C00962;C00795;C00137;C13747;C07480;C00984;C00159	D-Glucose$beta-D-Glucose$beta-D-Fructose; beta-Fruit sugar; beta-D-arabino-Hexulose; beta-Levulose; Fructose$alpha-D-Glucose$beta-D-Galactose$D-Tagatose; lyxo-Hexulose$myo-Inositol$1,7-Dimethylxanthine; Paraxanthine$$alpha-D-Galactose$D-Mannose
E55	row234	row234_M+Na[1+]	CE4970;CE4968	2-methylbutyrylglycine$isovalerylglycine
E56	row235	row235_M+Na[1+]	CE4970;CE4968	2-methylbutyrylglycine$isovalerylglycine
E57	row237	row237_M+H[1+]	C01879;C04281;C04282	5-Oxoproline$L-1-Pyrroline-3-hydroxy-5-carboxylate$1-Pyrroline-4-hydroxy-2-carboxylate
E59	row239	row239_M+H[1+]	C00590	Coniferyl alcohol; Coniferol; 4-(3-Hydroxy-1-propenyl)-2-methoxyphenol
E60	row240	row240_M+H[1+]	C00590	Coniferyl alcohol; Coniferol; 4-(3-Hydroxy-1-propenyl)-2-methoxyphenol
E61	row438	row438_M+Na[1+]	C00590	Coniferyl alcohol; Coniferol; 4-(3-Hydroxy-1-propenyl)-2-methoxyphenol
