EID	massfeature_rows	str_row_ion	compounds	compound_names
E1	row8	row8_M+H[1+]	C00366	Urate
E2	row9	row9_M+H[1+]	C00366	Urate
E6	row10	row10_M+H[1+]	C00472	p-Benzoquinone; Quinone; Chinone; 2,5-Cyclohexadiene-1,4-dione; 1,4-Benzoquinone
E7	row11;row12	row11_M+H[1+];row12_M+H[1+]	C00472	p-Benzoquinone; Quinone; Chinone; 2,5-Cyclohexadiene-1,4-dione; 1,4-Benzoquinone
E10	row1267	row1267_M+Na[1+]	C01762	Xanthosine
E16	row51;row74	row51_M+H[1+];row74_M(C13)+H[1+]	C05576	3,4-Dihydroxyphenylethyleneglycol
E17	row71	row71_M+Na[1+]	C00073	L-Methionine
E21	row88	row88_M+Na[1+]	C00292	Aniline; Phenylamine; Benzenamine; Arylamine
E23	row92	row92_M+H[1+]	C03239;C02946;C04076	6-Amino-2-oxohexanoate; 2-Oxo-6-aminocaproate$4-Acetamidobutanoate$L-2-Aminoadipate 6-semialdehyde; 2-Aminoadipate 6-semialdehyde
E24	row101	row101_M+Na[1+]	C16631	alpha-Fluoro-beta-ureidopropionic acid; 2-Fluoro-3-ureidopropionic acid
E32	row138;row139	row138_M+Na[1+];row139_M+Na[1+]	C01119	Oxidized dithiothreitol
E33	row208	row208_M+H[1+]	C04043;C00642;C05852	3,4-Dihydroxyphenylacetaldehyde; Protocatechuatealdehyde$4-Hydroxyphenylacetate$2-Hydroxyphenylacetate
E34	row162	row162_M+Na[1+]	C04043;C00642;C05852	3,4-Dihydroxyphenylacetaldehyde; Protocatechuatealdehyde$4-Hydroxyphenylacetate$2-Hydroxyphenylacetate
E36	row179	row179_M+H[1+]	C00439	N-Formimidoyl-L-glutamate
E38	row196	row196_M+H[1+]	C05527	3-Sulfinopyruvate
E40	row202	row202_M+Na[1+]	C01732;C00490	Mesaconate; 2-Methylfumarate; Mesaconic acid; Methylfumaric acid$Itaconate; Itaconic acid; Methylenesuccinic acid
E41	row204	row204_M+H[1+]	C08276	
E42	row205	row205_M+H[1+]	C02045	
E43	row210	row210_M+H[1+]	C09815	Benzamide
E46	row260	row260_M+Na[1+]	C00049;C00402	L-Aspartate$D-Aspartate
E47	row266	row266_M+H[1+]	C04092;C00450	delta1-Piperideine-2-carboxylate; 1,2-Didehydropiperidine-2-carboxylate$2,3,4,5-Tetrahydropyridine-2-carboxylate; delta1-Piperideine-6-L-carboxylate
E51	row289	row289_M+H[1+]	C00031;C00221;C02336;C00267;C00962;C00795;C00137;C13747;C07480;C00984;C00159	D-Glucose$beta-D-Glucose$beta-D-Fructose; beta-Fruit sugar; beta-D-arabino-Hexulose; beta-Levulose; Fructose$alpha-D-Glucose$beta-D-Galactose$D-Tagatose; lyxo-Hexulose$myo-Inositol$1,7-Dimethylxanthine; Paraxanthine$$alpha-D-Galactose$D-Mannose
E52	row289	row289_M+Na[1+]	CE4970;CE4968	2-methylbutyrylglycine$isovalerylglycine
E53	row291	row291_M+H[1+]	C01879;C04281;C04282	5-Oxoproline$L-1-Pyrroline-3-hydroxy-5-carboxylate$1-Pyrroline-4-hydroxy-2-carboxylate
E55	row292;row293	row292_M+H[1+];row293_M+H[1+]	C00590	Coniferyl alcohol; Coniferol; 4-(3-Hydroxy-1-propenyl)-2-methoxyphenol
E56	row294	row294_M+H[1+]	C00590	Coniferyl alcohol; Coniferol; 4-(3-Hydroxy-1-propenyl)-2-methoxyphenol
E57	row545	row545_M+Na[1+]	C00590	Coniferyl alcohol; Coniferol; 4-(3-Hydroxy-1-propenyl)-2-methoxyphenol
E61	row331;row332;row333	row331_M+Na[1+];row332_M+Na[1+];row333_M+Na[1+]	C00956	L-2-Aminoadipate; L-alpha-Aminoadipate; L-alpha-Aminoadipic acid; L-2-Aminoadipic acid; L-2-Aminohexanedioate
E63	row355	row355_M+H[1+]	C11821	5-Hydroxyisourate
E64	row356	row356_M+H[1+]	C11821	5-Hydroxyisourate
E67	row358	row358_M+H[1+]	C00822;C05604	Dopaquinone$2-Carboxy-2,3-dihydro-5,6-dihydroxyindole; Leucodopachrome
E69	row375	row375_M+Na[1+]	1mncam;C02918	1-Methylnicotinamide$1-Methylnicotinamide
E70	row386	row386_M+Na[1+]	C00791	
E71	row403;row438	row403_M+H[1+];row438_M(C13)+H[1+]	C00631;C00197	D-Glycerate 2-phosphate$3-Phospho-D-glycerate
