input_row	EID	str_row_ion	compounds	compound_names	input_row	m/z	retention_time	p_value	statistic	CompoundID_from_user
row3	E3	row23_M(C13)+H[1+];row3_M+H[1+]	C00300	Creatine; alpha-Methylguanidino acetic acid; Methylglycocyamine	row3	132.0769	252.96	0.6285995808809235	-0.8685519024346676	C4H9N3O2
row23	E3	row23_M(C13)+H[1+];row3_M+H[1+]	C00300	Creatine; alpha-Methylguanidino acetic acid; Methylglycocyamine	row23	133.0801	252.83	0.5753575930121891	-1.0098547532904665	C4H9N3O2
row25	E6	row25_M+H[1+]	C06103	6-Hydroxyhexanoic acid; 6-Hydroxyhexanoate	row25	133.0861	26.79	0.6586174133468697	-0.7978716276400902	
row31	E7	row31_M+Na[1+]	C00257;C00800	D-Gluconate$L-Gulonate	row31	219.0476	192.56	0.197114023268928	3.0642128438982588	
row41	E10	row41_M+Na[1+]	C00380	Cytosine	row41	134.0322	190.59	0.8690341585704877	-0.3221303992086798	
row50	E12	row404_M+Na[1+];row50_M+H[1+];row69_M(C13)+H[1+]	C00864	(R)-Pantothenate	row50	220.1181	179.0	0.8491271312247416	0.37180415615728674	C9H17NO5
row68	E17	row68_M+H[1+];row84_M(C13)+H[1+]	C00643	5-Hydroxy-L-tryptophan	row68	221.0922	191.51	0.018068384540303607	9.56040927766618	C11H12N2O3
row69	E12	row404_M+Na[1+];row50_M+H[1+];row69_M(C13)+H[1+]	C00864	(R)-Pantothenate	row69	221.1214	178.87	0.13869516476743682	-3.9034530847282216	C9H17NO5
row84	E17	row68_M+H[1+];row84_M(C13)+H[1+]	C00643	5-Hydroxy-L-tryptophan	row84	222.0956	191.25	0.03383185999202741	7.4962975691758835	C11H12N2O3
row103	E22	row103_M+H[1+]	C07086;C03765	Phenylacetic acid; Benzylformic acid; Phenylacetate; Benzeneacetiic acid$4-Hydroxyphenylacetaldehyde	row103	137.0598	204.41	0.1516927030217726	-3.7159781310099897	C8H8O2
row113	E27	row113_M+H[1+];row139_M(C13)+H[1+];row555_M+Na[1+]	C00329	D-Glucosamine	row113	180.0872	191.9	0.02189194169915843	8.833331495609015	C6H13NO5
row114	E28	row114_M+Na[1+]	CE4788;C00763;C00148	acetamidopropanal$D-Proline$L-Proline	row114	138.0526	222.17	0.16133925864367316	-3.575913703728828	
row127	E30	row127_M+H[1+]	C00785	Urocanate	row127	139.0503	182.68	0.34542600693200215	1.7875855578034177	C6H6N2O2
row139	E27	row113_M+H[1+];row139_M(C13)+H[1+];row555_M+Na[1+]	C00329	D-Glucosamine	row139	181.0904	191.77	0.32635558677325105	1.9821199335300557	C6H13NO5
row158	E34	row158_M+Na[1+]	CE2949		row158	226.0107	388.93	0.9249395791338116	0.18964677767561156	
row167	E36	row167_M(C13)+H[1+];row613_M+Na[1+];row614_M+Na[1+]	C00082;CE2174	L-Tyrosine$	row167	183.0844	204.27	0.1410222485899445	-3.8779125826657364	C9H11NO3
row182	E38	row182_M+HCOONa[1+];row470_M+H[1+];row494_M(C13)+H[1+]	C00637	Indole-3-acetaldehyde	row182	228.0633	27.32	0.32635558677325105	1.9978085437935855	C11H11NO3
row182	E40	row182_M+Na[1+]	C05660	5-Methoxyindoleacetate	row182	228.0633	27.32	0.32635558677325105	1.9978085437935855	C11H11NO3
row193	E46	row193_M+Na[1+]	C00503	Erythritol; Erythrol; Phycitol; Phycite; Erythrite	row193	145.0474	197.29	0.48778538030042856	-1.2544992616365378	
row219	E49	row219_M+H[1+];row244_M(C13)+H[1+]	C01035	4-Guanidinobutanoate	row219	146.0925	254.67	0.8320531642222655	-0.4078832007120226	C5H11N3O2
row242	E54	row242_M+Na[1+]	C01019	6-Deoxy-L-galactose; L-Fucose	row242	187.0578	191.12	0.45843732104440527	-1.357800586059856	
row244	E49	row219_M+H[1+];row244_M(C13)+H[1+]	C01035	4-Guanidinobutanoate	row244	147.0958	254.15	0.5252553504074686	-1.146978088949855	C5H11N3O2
row253	E56	row253_M+H[1+]	C05579	Indole-5,6-quinone	row253	148.0393	27.97	0.02513610399776509	8.374010620491049	C8H5NO2
row254	E57	row254_M+H[1+]	C05579	Indole-5,6-quinone	row254	148.0393	204.41	0.1379915340748172	-3.91597717421976	
row274	E59	row274_M+H[1+]	CE4888;C05578	dopaminochrome$5,6-Dihydroxyindole; DHI	row274	150.0551	47.77	0.002193795166893144	-23.5073168040555	C8H7NO2
row312	E65	row312_M+Na[1+]	C00547;C00314	Norepinephrine$Pyridoxine	row312	192.0627	50.0	0.3888123995567144	1.5911472278512682	
row327	E67	row327_M+H[1+];row341_M(C13)+H[1+];row798_M+Na[1+]	C00242	Guanine	row327	152.0568	135.54	0.009031081568496434	-12.459770994724746	C5H5N5O,C5H13NS2
row332	E71	row332_M+Na[1+];row923_M+H[1+]	C01233	sn-Glycero-3-phosphoethanolamine	row332	238.0452	294.25	0.2795009096393668	-2.412857584706438	
row341	E67	row327_M+H[1+];row341_M(C13)+H[1+];row798_M+Na[1+]	C00242	Guanine	row341	153.0601	135.54	0.009566470943605588	-12.225667803513566	C5H5N5O,C5H13NS2
row404	E12	row404_M+Na[1+];row50_M+H[1+];row69_M(C13)+H[1+]	C00864	(R)-Pantothenate	row404	242.0998	179.27	0.14204486926048704	-3.8519686395062465	C9H17NO5
row444	E81	row444_M+H[1+]	C04221	trans-1,2-Dihydrobenzene-1,2-diol	row444	113.0601	26.53	0.37483744907149547	-1.6461128479844789	C6H8O2,C6H8O2
row470	E38	row182_M+HCOONa[1+];row470_M+H[1+];row494_M(C13)+H[1+]	C00637	Indole-3-acetaldehyde	row470	160.0758	27.84	0.5821963166522237	0.9919717947214619	C8H6O
