massfeature_rows	m/z	retention_time	p_value	statistic	CompoundID_from_user
row1	191.0291	163.98	0.006403901047352069	6.677869668191921	
row2	159.9914	206.68	0.11686929226784246	2.36415995291683	
row3	159.9976	206.15	0.315432450354455	1.2850532861401989	
row4	159.9976	207.73	0.1270743345185056	2.2812910504182176	
row5	121.943	140.78	0.4037057907966686	1.0534444661078117	
row6	122.0213	219.81	0.19389377360025745	-1.7611041826386895	
row7	122.0213	226.24	0.001715252206036782	-10.486188047830815	
row8	191.0556	377.3	0.027861672954217064	4.053733692480887	
row9	160.0607	170.45	0.043145249950881565	3.472232710720223	
row10	160.0607	193.78	0.05458951560698928	3.189149934343071	
row11	160.0799	293.59	0.00040874255025932847	-18.28067865261806	
row12	191.0749	185.58	0.00027472334430619726	21.227081446665228	C7H13NO5
row13	122.8754	101.76	0.1646268813240895	1.9950554788930148	
row14	71.0127	301.08	0.19618701263742377	-1.7484600185147001	
row15	71.049	181.64	0.1646268813240895	1.9989120780720064	
row16	71.049	182.95	0.1646268813240895	1.9962515783206964	
row17	191.8657	1.7	0.35090654620317224	1.1849572011100271	
row18	160.9921	207.2	0.06113517211418922	3.0563762196659945	
row19	73.0273	92.11	0.745617992802077	0.40923217894964015	
row20	191.9942	218.63	0.0012514499641269345	11.809350763586933	
row21	191.9942	219.68	0.011495003105472803	5.481707687065466	
row22	161.0449	242.72	0.00268439602802511	8.988359337528372	C6H10O5
row23	161.0449	245.47	0.006304891269005014	6.722533688053951	C6H10O5
row24	123.98	218.49	0.0015903706205780536	10.780864232563795	
row25	161.056	314.86	0.1646268813240895	-1.9829938732068568	
row26	123.9819	218.36	0.001891128790390817	10.128259805529995	
row27	161.064	170.71	0.0031739192738125307	8.458266860855439	
row28	161.064	194.17	0.017493267136115827	4.767591607300619	
row29	192.0331	138.65	0.0034267413830766508	8.231942304620741	
row30	192.0331	141.7	0.0007776416130664924	14.197306588405125	
row31	124.0063	218.23	3.112856051854056e-05	49.59127486528391	
row32	124.0307	218.23	0.1646268813240895	1.9941521431157214	
row33	124.0316	218.36	0.028497949319347102	4.018662783666067	
row34	161.8749	39.71	0.19760109020493954	-1.7413506743630822	
row35	124.9904	152.13	0.0008835386128770725	13.452258370682905	
row36	125.0033	218.23	0.0014324691899342359	11.194216016141068	
row37	125.0057	218.1	0.0015728103008739475	10.826142064242926	
row38	125.0097	218.23	2.6838175231349853e-05	53.66726680066819	
row39	162.0222	144.98	0.06631234802836734	2.9650487034298667	
row40	162.0481	242.72	0.006973740627566227	6.488428156098254	C6H10O5
row41	162.0481	245.21	0.00812062713888444	6.174846276016193	C6H10O5
row42	162.0592	315.0	0.21321542649581843	-1.658728516406046	
row43	126.0021	218.23	8.145875230631547e-05	34.657378502203	C5H5NOS,C5H5NOS
row44	126.0105	218.23	0.0011682955643400289	12.142788069092164	
row45	193.0348	307.77	0.0023459741958212566	9.399372237724679	C6H10O7
row46	126.904	29.86	0.7879088825532272	0.3403551317671852	
row47	126.9862	34.19	0.1695713890893817	1.916821677639894	
row48	193.0504	61.57	0.9675897007966794	-0.05320444091385376	
row49	163.0604	194.57	0.4656469271167741	0.9172817959973575	
row50	163.0604	315.39	0.9629223243011623	0.06244853586834683	
row51	80.9641	180.98	0.254603882171367	1.4843089892762353	
row52	127.0028	162.14	0.9675897007966794	0.05355830893733328	
row53	127.0028	163.59	0.6073639916098624	-0.6435237919861287	
row54	193.0614	123.62	0.9618974329652912	0.06418640847523004	
row55	193.0647	275.21	0.00020096578173649726	24.07312508228895	
row56	81.952	218.1	0.18708792941630328	1.797593473664786	
row57	81.952	218.49	0.210341605968128	1.6727891087420195	
row58	127.0754	194.83	0.005386052376854427	-7.096735133337353	
row59	127.8692	1.7	0.5425239222727785	0.760104647147461	
row60	82.9531	34.59	0.3660769710253468	1.1452523088385527	
row61	163.8959	4.98	0.3652529618080564	1.147475681269648	
row62	163.8959	141.31	0.11604188905320513	-2.372330063152828	
row63	163.8959	152.92	0.6367389759576841	-0.5907526368149478	H2MoO4
row64	163.8959	154.76	0.7030825430176791	0.47804013423794306	
row65	193.8151	152.26	0.015413563305851936	-4.976682349646446	
row66	194.0122	319.46	0.0002883128823843189	20.796584358022958	
row67	194.0382	307.77	0.00169193424795077	10.54994347155762	C6H10O7
row68	128.0536	277.31	9.278143810689395e-05	32.67008107421423	
row69	128.8911	141.96	0.48600434753739596	0.8751800391973816	
row70	128.8911	152.0	0.7568858428664479	-0.3909553031756188	
row71	164.8384	141.96	0.15486661498094131	-2.087222909849782	
row72	164.8384	152.4	0.1747309588294511	-1.8753271090891883	
row73	128.9312	116.0	0.21751595524811568	1.639503297519918	
row74	128.9312	119.15	0.16797340045807568	1.9316210290598754	
row75	128.9585	206.68	0.4734813444191567	0.9007429649012914	C3H2N2S2
row76	128.9981	141.7	0.05931754885243708	-3.0913194368039623	
row77	194.0459	107.01	0.1646268813240895	1.9906913195750104	C9H9NO4
row78	194.0635	275.34	0.1659808578558793	1.9601093039743158	
row79	194.0681	275.47	0.00011591236965638247	29.87186420162985	
row80	84.0444	194.57	0.005044252790346771	-7.257431260542396	
row81	84.0444	277.18	8.085241681276199e-05	34.77344328385813	
row82	84.9501	34.59	0.36624559403036233	1.1445636364384517	
row83	164.9962	1.96	0.7459350655005997	0.4084575505634509	
row84	129.0377	324.84	0.001255531533712389	11.788637600403968	
row85	85.0284	194.83	0.7768622416824559	0.3588012119300882	
row86	129.0659	233.1	0.17247894576416237	1.8895609909396598	
row87	86.0061	23.16	0.00031196680194380954	20.257517099913013	
row88	129.1023	244.69	0.0029759057715212705	-8.645928945276685	
row89	129.1023	260.47	0.0015370336288296133	-10.917075166154282	
row90	194.9362	367.45	0.05694752822233063	-3.1369675115647078	
row91	87.0441	194.57	0.40089356047656877	-1.060369812796312	
row92	87.0553	309.88	0.1543129532651636	2.0915529040043066	
row93	87.0553	315.13	0.24542842443848398	-1.5202201874498513	
row94	88.0015	18.7	0.016432165353626255	4.875572083923867	
row95	88.0015	155.02	0.1695713890893817	1.9161765684146945	
row96	88.0015	199.82	0.17490546488993583	1.8734449751045243	
row97	129.9934	141.7	0.0557900614654026	-3.1638774505314484	
row98	88.0474	194.57	0.0024747627568206844	9.232699299374913	
row99	130.05	184.53	0.0005955731305005922	15.74174510494996	
row100	130.05	299.9	0.00021242998311776017	23.54209016864769	
row101	165.891	139.96	0.011139169773703508	-5.542001400675335	
row102	165.891	154.63	0.4574904642939295	-0.9361272535235349	
row103	194.9881	222.43	0.0015425492038503557	-10.89745252384404	
row104	130.0612	258.24	5.796420578689984e-05	40.04576557283326	
row105	195.0072	345.52	0.0008530862514363272	13.676169191281577	
row106	89.012	112.03	0.0027059906897025712	-8.963063151468655	
row107	130.9952	141.96	0.01963138039147395	-4.584624283215563	
row108	89.0363	252.57	0.16470803800516876	1.972228141183705	
row109	89.0363	253.88	0.27009214542758464	1.4298399379499172	
row110	89.0426	253.09	0.09775011438031739	2.5483593995049207	
row111	89.0557	176.49	0.17084160316510533	1.9049281902036033	
row112	89.0557	178.19	0.20407168239166154	1.7058456110519413	
