pathway	overlap_size	pathway_size	p-value	overlap_EmpiricalCompounds (id)	overlap_features (id)	overlap_features (name)
Arginine and Proline Metabolism	6	8	0.0017645576002016637	E22,E21,E45,E99,E263,E340	C01879/C04281/C04282,C01879/C04281/C04282,C01165/C01157/C00430/C03440/C01110,C03239/C02946/C04076,C03406,C00019	5-Oxoproline/L-1-Pyrroline-3-hydroxy-5-carboxylate/1-Pyrroline-4-hydroxy-2-carboxylate$5-Oxoproline/L-1-Pyrroline-3-hydroxy-5-carboxylate/1-Pyrroline-4-hydroxy-2-carboxylate$L-Glutamate 5-semialdehyde; L-Glutamate gamma-semialdehyde/trans-4-Hydroxy-L-proline/5-Aminolevulinate; 5-Amino-4-oxopentanoate; 5-Amino-4-oxovaleric acid/cis-4-Hydroxy-D-proline/5-Amino-2-oxopentanoic acid; 5-Amino-2-oxopentanoate; 2-Oxo-5-amino-pentanoate; 2-Oxo-5-aminopentanoate; alpha-Keto-delta-aminopentanoate; 2-Oxo-5-aminovalerate$6-Amino-2-oxohexanoate; 2-Oxo-6-aminocaproate/4-Acetamidobutanoate/L-2-Aminoadipate 6-semialdehyde; 2-Aminoadipate 6-semialdehyde$N-(L-Arginino)succinate; 2-(Nomega-L-Arginino)succinate; L-Argininosuccinate; L-Argininosuccinic acid; L-Arginosuccinic acid$S-Adenosyl-L-methionine
Aspartate and asparagine metabolism	6	9	0.0053776993529955465	E179,E22,E21,E45,E183,E99	CE1665,C01879/C04281/C04282,C01879/C04281/C04282,C01165/C01157/C00430/C03440/C01110,C00669,C03239/C02946/C04076	gama-glutamylglutathione$5-Oxoproline/L-1-Pyrroline-3-hydroxy-5-carboxylate/1-Pyrroline-4-hydroxy-2-carboxylate$5-Oxoproline/L-1-Pyrroline-3-hydroxy-5-carboxylate/1-Pyrroline-4-hydroxy-2-carboxylate$L-Glutamate 5-semialdehyde; L-Glutamate gamma-semialdehyde/trans-4-Hydroxy-L-proline/5-Aminolevulinate; 5-Amino-4-oxopentanoate; 5-Amino-4-oxovaleric acid/cis-4-Hydroxy-D-proline/5-Amino-2-oxopentanoic acid; 5-Amino-2-oxopentanoate; 2-Oxo-5-amino-pentanoate; 2-Oxo-5-aminopentanoate; alpha-Keto-delta-aminopentanoate; 2-Oxo-5-aminovalerate$gamma-L-Glutamyl-L-cysteine$6-Amino-2-oxohexanoate; 2-Oxo-6-aminocaproate/4-Acetamidobutanoate/L-2-Aminoadipate 6-semialdehyde; 2-Aminoadipate 6-semialdehyde
Urea cycle/amino group metabolism	7	13	0.01226787664902109	E6,E45,E362,E41,E99,E263,E340	C00624,C01165/C01157/C00430/C03440/C01110,C00143,C01250,C03239/C02946/C04076,C03406,C00019	N-Acetyl-L-glutamate; N-Acetyl-L-glutamic acid$L-Glutamate 5-semialdehyde; L-Glutamate gamma-semialdehyde/trans-4-Hydroxy-L-proline/5-Aminolevulinate; 5-Amino-4-oxopentanoate; 5-Amino-4-oxovaleric acid/cis-4-Hydroxy-D-proline/5-Amino-2-oxopentanoic acid; 5-Amino-2-oxopentanoate; 2-Oxo-5-amino-pentanoate; 2-Oxo-5-aminopentanoate; alpha-Keto-delta-aminopentanoate; 2-Oxo-5-aminovalerate$5,10-Methylenetetrahydrofolate$N-Acetyl-L-glutamate 5-semialdehyde; 2-Acetamido-5-oxopentanoate$6-Amino-2-oxohexanoate; 2-Oxo-6-aminocaproate/4-Acetamidobutanoate/L-2-Aminoadipate 6-semialdehyde; 2-Aminoadipate 6-semialdehyde$N-(L-Arginino)succinate; 2-(Nomega-L-Arginino)succinate; L-Argininosuccinate; L-Argininosuccinic acid; L-Arginosuccinic acid$S-Adenosyl-L-methionine
Glutathione Metabolism	3	4	0.023611461221746073	E22,E183,E21	C01879/C04281/C04282,C00669,C01879/C04281/C04282	5-Oxoproline/L-1-Pyrroline-3-hydroxy-5-carboxylate/1-Pyrroline-4-hydroxy-2-carboxylate$gamma-L-Glutamyl-L-cysteine$5-Oxoproline/L-1-Pyrroline-3-hydroxy-5-carboxylate/1-Pyrroline-4-hydroxy-2-carboxylate
Heparan sulfate degradation	2	2	0.02512393916477607	E112,E143	C00259/C00309/C00312/C00310/C00121/C00181,C01074/C00645/C00140	L-Arabinose/D-Ribulose; D-erythro-2-Pentulose; D-Arabinoketose; D-Arabinulose; D-Riboketose/L-Xylulose/D-Xylulose/D-Ribose/D-Xylose$N-Acetylgalactosamine; N-Acetylchondrosamine; 2-Acetamido-2-deoxygalactose; GalNAc/N-Acetyl-D-mannosamine; 2-Acetamido-2-deoxy-D-mannose/N-Acetyl-D-glucosamine
Glycine, serine, alanine and threonine metabolism	4	8	0.05318880766322158	E109,E340,E45,E362	,C00019,C01165/C01157/C00430/C03440/C01110,C00143	$S-Adenosyl-L-methionine$L-Glutamate 5-semialdehyde; L-Glutamate gamma-semialdehyde/trans-4-Hydroxy-L-proline/5-Aminolevulinate; 5-Amino-4-oxopentanoate; 5-Amino-4-oxovaleric acid/cis-4-Hydroxy-D-proline/5-Amino-2-oxopentanoic acid; 5-Amino-2-oxopentanoate; 2-Oxo-5-amino-pentanoate; 2-Oxo-5-aminopentanoate; alpha-Keto-delta-aminopentanoate; 2-Oxo-5-aminovalerate$5,10-Methylenetetrahydrofolate
Parathio degradation	2	3	0.05949079909251324	E184,E267	,	$
Propanoate metabolism	2	3	0.05949079909251324	E161,E345	,	$
Galactose metabolism	3	6	0.07806066717082598	E327,E143,E71	,C01074/C00645/C00140,	$N-Acetylgalactosamine; N-Acetylchondrosamine; 2-Acetamido-2-deoxygalactose; GalNAc/N-Acetyl-D-mannosamine; 2-Acetamido-2-deoxy-D-mannose/N-Acetyl-D-glucosamine$
Hyaluronan Metabolism	1	1	0.11150323502226704	E143	C01074/C00645/C00140	N-Acetylgalactosamine; N-Acetylchondrosamine; 2-Acetamido-2-deoxygalactose; GalNAc/N-Acetyl-D-mannosamine; 2-Acetamido-2-deoxy-D-mannose/N-Acetyl-D-glucosamine
