EID	massfeature_rows	str_row_ion	compounds	compound_names
E1	row7	row7_M+H[1+]	C00944	3-Dehydroquinate; 5-Dehydroquinate; 3-Dehydroquinic acid; 5-Dehydroquinic acid
E2	row8	row8_M+Na[1+]	1mncam;C02918	1-Methylnicotinamide$1-Methylnicotinamide
E3	row9	row9_M+Na[1+]	1mncam;C02918	1-Methylnicotinamide$1-Methylnicotinamide
E5	row11	row11_M+H[1+]	C00804	Propynoate; Propiolic acid; Acetylenecarboxylic acid; Acetylenemonocarboxylate
E6	row19;row20	row19_M+H[1+];row20_M+H[1+]	C00322	2-Oxoadipate
E8	row33	row33_M+H[1+]	C00158;C04575;C00311	Citrate$$Isocitrate
E12	row71;row79	row71_M+H[1+];row79_M(C13)+H[1+]	C01879;C04281;C04282	5-Oxoproline$L-1-Pyrroline-3-hydroxy-5-carboxylate$1-Pyrroline-4-hydroxy-2-carboxylate
E13	row72	row72_M+H[1+]	C01879;C04281;C04282	5-Oxoproline$L-1-Pyrroline-3-hydroxy-5-carboxylate$1-Pyrroline-4-hydroxy-2-carboxylate
E18	row78	row78_M+H[1+]	CE5538;C05653	noradrenochrome$N-Formylanthranilate
E20	row540	row540_M+Na[1+]	CE5542	noradrenochrome o-semiquinone
E28	row89	row89_M+Na[1+]	C01250	N-Acetyl-L-glutamate 5-semialdehyde; 2-Acetamido-5-oxopentanoate
E29	row215	row215_M+H[1+]	C01250	N-Acetyl-L-glutamate 5-semialdehyde; 2-Acetamido-5-oxopentanoate
E30	row90	row90_M+H[1+]	C00822;C05604	Dopaquinone$2-Carboxy-2,3-dihydro-5,6-dihydroxyindole; Leucodopachrome
E36	row136	row136_M+Na[1+]	C00217;C00025;C05938	D-Glutamate; D-Glutamic acid; D-Glutaminic acid; D-2-Aminoglutaric acid$L-Glutamate$L-4-Hydroxyglutamate semialdehyde
E37	row137	row137_M+Na[1+]	C00791	
E38	row144	row144_M+Na[1+]	C02670;C00072;glac	D-glucurono-6,3-lactone$L-Ascorbate$D-glucurono-6,3-lactone
E39	row145	row145_M+Na[1+]	C00438	N-Carbamoyl-L-aspartate
E42	row1118;row156	row1118_M+H[1+];row156_M+H+Na[2+]	C05606	Melanin
