EID	massfeature_rows	str_row_ion	compounds	compound_names
E1	row23	row23_M+H[1+]	C00944	3-Dehydroquinate; 5-Dehydroquinate; 3-Dehydroquinic acid; 5-Dehydroquinic acid
E2	row24	row24_M+Na[1+]	1mncam;C02918	1-Methylnicotinamide$1-Methylnicotinamide
E3	row25	row25_M+Na[1+]	1mncam;C02918	1-Methylnicotinamide$1-Methylnicotinamide
E4	row26	row26_M+Na[1+]	C00483;C01183;C02735	Tyramine$N,N-Dimethylaniline N-oxide$Phenylethanolamine; 2-Amino-1-phenylethanol
E6	row28	row28_M+H[1+]	C00804	Propynoate; Propiolic acid; Acetylenecarboxylic acid; Acetylenemonocarboxylate
E8	row33;row34	row33_M+H[1+];row34_M+H[1+]	C00322	2-Oxoadipate
E10	row52;row70	row52_M+H[1+];row70_M(C13)+H[1+]	C00158;C04575;C00311	Citrate$$Isocitrate
E14	row107;row96	row107_M(C13)+H[1+];row96_M+H[1+]	C01879;C04281;C04282	5-Oxoproline$L-1-Pyrroline-3-hydroxy-5-carboxylate$1-Pyrroline-4-hydroxy-2-carboxylate
E15	row97	row97_M+H[1+]	C01879;C04281;C04282	5-Oxoproline$L-1-Pyrroline-3-hydroxy-5-carboxylate$1-Pyrroline-4-hydroxy-2-carboxylate
E21	row106	row106_M+H[1+]	CE5538;C05653	noradrenochrome$N-Formylanthranilate
E23	row687	row687_M+Na[1+]	CE5542	noradrenochrome o-semiquinone
E32	row122	row122_M+Na[1+]	C01250	N-Acetyl-L-glutamate 5-semialdehyde; 2-Acetamido-5-oxopentanoate
E33	row123	row123_M+H[1+]	C00822;C05604	Dopaquinone$2-Carboxy-2,3-dihydro-5,6-dihydroxyindole; Leucodopachrome
E39	row163	row163_M+H[1+]	C00534	Pyridoxamine
E40	row164	row164_M+H[1+]	C00534	Pyridoxamine
E41	row172	row172_M+Na[1+]	C00217;C00025;C05938	D-Glutamate; D-Glutamic acid; D-Glutaminic acid; D-2-Aminoglutaric acid$L-Glutamate$L-4-Hydroxyglutamate semialdehyde
E44	row175	row175_M+Na[1+]	C00791	
E45	row182	row182_M+Na[1+]	C02670;C00072;glac	D-glucurono-6,3-lactone$L-Ascorbate$D-glucurono-6,3-lactone
E46	row196	row196_M+H[1+]	C07086;C03765	Phenylacetic acid; Benzylformic acid; Phenylacetate; Benzeneacetiic acid$4-Hydroxyphenylacetaldehyde
E50	row1425;row1463	row1425_M+H[1+];row1463_M(C13)+H[1+]	C05606	Melanin
E51	row202;row227	row202_M+H[1+];row227_M(C13)+H[1+]	C05576	3,4-Dihydroxyphenylethyleneglycol
E53	row209	row209_M+H[1+]	C00108	Anthranilate
E56	row483;row484	row483_M+Na[1+];row484_M+Na[1+]	C00900;C06010	2-Acetolactate$(S)-2-Acetolactate; (S)-2-Hydroxy-2-methyl-3-oxobutanoate
E57	row223;row224	row223_M+Na[1+];row224_M+Na[1+]	C01040;C05394;C00198	L-Gulono-1,4-lactone; L-Gulono-gamma-lactone; gamma-Gulonolactone; L-Gulonic acid gamma-lactone; L-Gulonolactone$3-Keto-beta-D-galactose$D-Glucono-1,5-lactone; Gluconic lactone; Gluconic acid lactone; 1,5-Gluconolactone; delta-Gluconolactone; D-Gluconolactone; Gluconolactone
E58	row409	row409_M+H[1+]	C01040;C05394;C00198	L-Gulono-1,4-lactone; L-Gulono-gamma-lactone; gamma-Gulonolactone; L-Gulonic acid gamma-lactone; L-Gulonolactone$3-Keto-beta-D-galactose$D-Glucono-1,5-lactone; Gluconic lactone; Gluconic acid lactone; 1,5-Gluconolactone; delta-Gluconolactone; D-Gluconolactone; Gluconolactone
E59	row230	row230_M+Na[1+]	C00122	Fumarate
E63	row260	row260_M+Na[1+]	C16631	alpha-Fluoro-beta-ureidopropionic acid; 2-Fluoro-3-ureidopropionic acid
E66	row282	row282_M+Na[1+]	C02442;C03711	N-Methyltyramine$N-Methylphenylethanolamine
E68	row306	row306_M+H[1+]	C00078;C00525	L-Tryptophan$D-Tryptophan
E72	row1776	row1776_M+H[1+]	C01346	dUDP
E74	row335	row335_M+H[1+]	C01045;C01042	N-Formyl-L-glutamate$N-Acetyl-L-aspartate
E75	row336	row336_M+Na[1+]	C03758	Dopamine
E76	row337	row337_M+Na[1+]	C03758	Dopamine
E80	row341	row341_M+H[1+]	C05130	Imidazole-4-acetaldehyde; Imidazole acetaldehyde
E83	row365;row386	row365_M[1+];row386_M+H[1+]	C06006	(S)-2-Aceto-2-hydroxybutanoate; (S)-2-Hydroxy-2-ethyl-3-oxobutanoate
E84	row368	row368_M+H[1+]	C03239;C02946;C04076	6-Amino-2-oxohexanoate; 2-Oxo-6-aminocaproate$4-Acetamidobutanoate$L-2-Aminoadipate 6-semialdehyde; 2-Aminoadipate 6-semialdehyde
E85	row385	row385_M+H[1+]	C02512;C00429	Beta cyanoalanine$5,6-dihydrouracil
E86	row394;row395	row394_M+Na[1+];row395_M+Na[1+]	C01029;C00612	$N1-Acetylspermidine
E87	row401;row420	row401_M+H[1+];row420_M(C13)+H[1+]	C01180	2-keto-4-methylthiobutyrate
E88	row409	row409_M+Na[1+]	CE2026	3-methylcrotonoylglycine
E91	row430	row430_M+H[1+]	C00259;C00309;C00312;C00310;C00121;C00181	L-Arabinose$D-Ribulose; D-erythro-2-Pentulose; D-Arabinoketose; D-Arabinulose; D-Riboketose$L-Xylulose$D-Xylulose$D-Ribose$D-Xylose
E92	row437;row725	row437_M+Na[1+];row725_M+H[1+]	C00624	N-Acetyl-L-glutamate; N-Acetyl-L-glutamic acid
E95	row450	row450_M+H[1+]	CE5665	leukoaminochrome
E96	row464;row481	row464_M+H[1+];row481_M(C13)+H[1+]	C00031;C00221;C02336;C00267;C00962;C00795;C00137;C00984;C00159	D-Glucose$beta-D-Glucose$beta-D-Fructose; beta-Fruit sugar; beta-D-arabino-Hexulose; beta-Levulose; Fructose$alpha-D-Glucose$beta-D-Galactose$D-Tagatose; lyxo-Hexulose$myo-Inositol$alpha-D-Galactose$D-Mannose
E98	row464	row464_M+Na[1+]	CE4970;CE4968	2-methylbutyrylglycine$isovalerylglycine
E99	row477	row477_M+Na[1+]	C05635;C16596	5-Hydroxyindoleacetate$5-Phenyl-1,3-oxazinane-2,4-dione
E100	row479	row479_M+Na[1+]	CE6205	5-methoxytryptophol
E104	row487	row487_M+H[1+]	C00082;CE2174	L-Tyrosine$
