CPD_ID	CPD_NAME	mz_row_Statistic	From_mz_row	From_EmpiricalCompound
C00153	Nicotinamide	4.961815970131489	row620	E106
C03150	N-Ribosylnicotinamide	8.817021267433477	row640	E116
C16602	3-Hydroxycarbamazepine	-16.267911125216106	row571	E104
C04874	Dihydroneopterin	3.4929290728283626	row1026	E116
C00387	Guanosine	-5.499428863411301	row832	E148
C00294	Inosine	-3.173085289456077	row813	E144
C00475	Cytidine	-10.076512435378028	row768	E140
C04874	Dihydroneopterin	8.817021267433477	row640	E116
C00242	Guanine	-6.7460979085431845	row798	E67
C03150	N-Ribosylnicotinamide	4.09036435788335	row1027	E116
C00082	L-Tyrosine	-3.8779125826657364	row167	E36
C00387	Guanosine	-5.291549589072666	row1207	E148
C00242	Guanine	-12.459770994724746	row327	E67
CE2174		-3.8779125826657364	row167	E36
C00242	Guanine	-12.225667803513566	row341	E67
C04874	Dihydroneopterin	4.09036435788335	row1027	E116
C00212	Adenosine	-3.043677755231182	row805	E142
C16587	3-Carbamoyl-2-phenylpropionaldehyde	-5.833939136970257	row923	E157
C00294	Inosine	-3.106553263297724	row834	E144
C16595	4-Hydroxy-5-phenyltetrahydro-1,3-oxazin-2-one	-5.833939136970257	row923	E157
C07496	Carbamazepine-10,11-epoxide; Carbamazepine epoxide	-16.267911125216106	row571	E104
C00153	Nicotinamide	4.681291010743861	row665	E106
C16601	2-Hydroxycarbamazepine	-16.267911125216106	row571	E104
C00330	Deoxyguanosine	-3.043677755231182	row805	E142
C03150	N-Ribosylnicotinamide	3.4929290728283626	row1026	E116
C16633	5-Fluorouridine	9.331160808313113	row745	E132
