EID	massfeature_rows	str_row_ion	compounds	compound_names
E2	row5	row5_M+H[1+]	C00472	p-Benzoquinone; Quinone; Chinone; 2,5-Cyclohexadiene-1,4-dione; 1,4-Benzoquinone
E3	row6;row7	row6_M+H[1+];row7_M+H[1+]	C00472	p-Benzoquinone; Quinone; Chinone; 2,5-Cyclohexadiene-1,4-dione; 1,4-Benzoquinone
E6	row1443	row1443_M+Na[1+]	C01762	Xanthosine
E8	row67	row67_M+Na[1+]	C00503	Erythritol; Erythrol; Phycitol; Phycite; Erythrite
E14	row45;row64	row45_M+H[1+];row64_M(C13)+H[1+]	C05576	3,4-Dihydroxyphenylethyleneglycol
E15	row144;row145	row144_M+Na[1+];row145_M+Na[1+]	C01119	Oxidized dithiothreitol
E18	row62	row62_M+Na[1+]	C00073	L-Methionine
E24	row84	row84_M+Na[1+]	C00292	Aniline; Phenylamine; Benzenamine; Arylamine
E26	row91	row91_M+H[1+]	C03239;C02946;C04076	6-Amino-2-oxohexanoate; 2-Oxo-6-aminocaproate$4-Acetamidobutanoate$L-2-Aminoadipate 6-semialdehyde; 2-Aminoadipate 6-semialdehyde
E27	row100	row100_M+Na[1+]	C16631	alpha-Fluoro-beta-ureidopropionic acid; 2-Fluoro-3-ureidopropionic acid
E36	row135	row135_M+H[1+]	C01250	N-Acetyl-L-glutamate 5-semialdehyde; 2-Acetamido-5-oxopentanoate
E41	row163	row163_M+H[1+]	C00439	N-Formimidoyl-L-glutamate
E43	row168	row168_M+H[1+]	C02646	4-Coumaryl alcohol; 4-Hydroxycinnamyl alcohol; p-Coumaryl alcohol
E46	row176	row176_M+H[1+]	CE5665	leukoaminochrome
E47	row180	row180_M+H[1+]	C05527	3-Sulfinopyruvate
E49	row187	row187_M+Na[1+]	C01732;C00490	Mesaconate; 2-Methylfumarate; Mesaconic acid; Methylfumaric acid$Itaconate; Itaconic acid; Methylenesuccinic acid
E50	row190	row190_M+H[1+]	C08276	
E51	row196	row196_M+H[1+]	C04043;C00642;C05852	3,4-Dihydroxyphenylacetaldehyde; Protocatechuatealdehyde$4-Hydroxyphenylacetate$2-Hydroxyphenylacetate
E52	row198	row198_M+H[1+]	C09815	Benzamide
E58	row254	row254_M+Na[1+]	C00049;C00402	L-Aspartate$D-Aspartate
E59	row262	row262_M+H[1+]	C04092;C00450	delta1-Piperideine-2-carboxylate; 1,2-Didehydropiperidine-2-carboxylate$2,3,4,5-Tetrahydropyridine-2-carboxylate; delta1-Piperideine-6-L-carboxylate
E63	row286	row286_M+H[1+]	C01879;C04281;C04282	5-Oxoproline$L-1-Pyrroline-3-hydroxy-5-carboxylate$1-Pyrroline-4-hydroxy-2-carboxylate
E66	row288	row288_M+H[1+]	C00590	Coniferyl alcohol; Coniferol; 4-(3-Hydroxy-1-propenyl)-2-methoxyphenol
E67	row547	row547_M+Na[1+]	C00590	Coniferyl alcohol; Coniferol; 4-(3-Hydroxy-1-propenyl)-2-methoxyphenol
E70	row612	row612_M+Na[1+]	C05583;C05582	3-Methoxy-4-hydroxyphenylglycolaldehyde$Homovanillate; Homovanillic acid
