input_row	EID	str_row_ion	compounds	compound_names	input_row	m/z	retention_time	p_value	statistic	CompoundID_from_user
row3	E1	row3_M+H[1+]	C00366	Urate	row3	169.0363	191.84	0.8747845465487014	0.6005116286836638	C5H8NNaO4
row4	E2	row4_M+H[1+]	C00366	Urate	row4	169.0363	210.84	0.8443303557064974	0.7883659926959294	C5H8NNaO4
row5	E6	row5_M+H[1+]	C00472	p-Benzoquinone; Quinone; Chinone; 2,5-Cyclohexadiene-1,4-dione; 1,4-Benzoquinone	row5	109.0285	24.93	0.6791729066220418	1.999491818537124	C3H8NO,CH6N4,C4H3N3O
row6	E7	row6_M+H[1+]	C00472	p-Benzoquinone; Quinone; Chinone; 2,5-Cyclohexadiene-1,4-dione; 1,4-Benzoquinone	row6	109.0285	165.25	0.47440154700060605	3.046564942138362	C3H8NO,CH6N4,C4H3N3O
row41	E16	row41_M+H[1+]	C05576	3,4-Dihydroxyphenylethyleneglycol	row41	171.0657	191.97	0.41349105484697174	-3.438704221578662	C8H14O5,C8H12O4,C6H9N3O3
row57	E17	row57_M+Na[1+]	C00073	L-Methionine	row57	172.0398	28.62	0.9510903178972425	-0.2972661649109016	C5H8ClN5,C5H7N5,C7H9N2O,C10H9NO3,C10H7NO2
row70	E20	row70_M+Na[1+]	C00292	Aniline; Phenylamine; Benzenamine; Arylamine	row70	116.0469	209.92	0.8913393687818769	-0.5248782567411808	C3H7N3O2
row75	E22	row75_M+H[1+]	C03239;C02946;C04076	6-Amino-2-oxohexanoate; 2-Oxo-6-aminocaproate$4-Acetamidobutanoate$L-2-Aminoadipate 6-semialdehyde; 2-Aminoadipate 6-semialdehyde	row75	146.0814	180.11	0.85161017786514	0.6907059606265069	
row82	E23	row82_M+Na[1+]	C16631	alpha-Fluoro-beta-ureidopropionic acid; 2-Fluoro-3-ureidopropionic acid	row82	173.0333	267.43	0.8205732860147046	1.0529822369080755	
row113	E31	row113_M+Na[1+];row114_M+Na[1+]	C01119	Oxidized dithiothreitol	row113	174.9865	25.73	0.2610728899926205	-4.4996626356678515	
row114	E31	row113_M+Na[1+];row114_M+Na[1+]	C01119	Oxidized dithiothreitol	row114	174.9865	27.57	0.9285502534007283	-0.39241172387689327	
row122	E33	row122_M+H[1+]	C00439	N-Formimidoyl-L-glutamate	row122	175.0718	305.9	0.04199071428954418	-12.875093367106837	C6H12N2O4
