massfeature_rows	m/z	retention_time	p_value	statistic	CompoundID_from_user
row1	108.9009	150.19	0.5466245803041105	-1.877972714369139	
row2	169.0363	191.84	0.6139431711505541	1.132532683555281	
row3	169.0363	210.84	0.8227373939730244	0.45027752761893514	
row4	109.0285	24.93	0.7346286671730676	0.6764048578501689	
row5	109.0285	163.28	0.6139431711505541	-1.1538401453936242	
row6	109.0285	165.25	0.7610533587764067	0.5867112707547437	
row7	169.0613	50.51	0.5994985707275887	-1.2964545941466565	
row8	169.0692	50.11	0.6174738997684476	-1.1096497012565225	C8H11NO3
row9	142.9433	201.48	0.7454312744150052	-0.6452510447567836	
row10	170.0286	192.23	0.5466245803041105	2.1102294901218284	C6H6N2O4
row11	170.0286	211.1	0.8482398366918541	0.3921818047698757	C6H6N2O4
row12	142.9743	201.75	0.5466741890946754	-1.63401804094587	
row13	110.8979	150.19	0.5466245803041105	-1.7528291408697851	
row14	170.0564	301.17	0.5466245803041105	2.3013460385381093	C7H8N2O3
row15	170.0564	309.57	0.5466245803041105	-1.8689217077671587	C6H9N3O3
row16	170.0701	49.85	0.7732470387417391	-0.5570551419612619	
row17	143.0055	201.35	0.8319775562657675	0.4316545439634961	
row18	143.0064	201.75	0.9642387753457652	-0.10125004546351844	
row19	170.8286	1.7	0.6351129693508689	1.018259943441714	
row20	170.8286	138.73	0.875843153398932	0.3222431857386655	
row21	170.8286	149.8	0.9002126156377709	-0.2589285254311066	
row22	143.0454	298.15	0.6689499718011934	-0.8816179022300793	
row23	143.0454	314.96	0.5466245803041105	-1.912528741767344	
row24	143.0535	147.17	0.6131716404200585	-1.168960683623468	
row25	143.0535	150.74	0.8331908764092013	-0.4261461758104992	
row26	143.0535	152.45	0.7445968010032448	-0.6541893731644982	
row27	143.0535	155.89	0.5466245803041105	2.00311718687311	
row28	112.9362	346.74	0.5466245803041105	1.8803706008324903	
row29	73.9954	116.41	0.9186997604252977	-0.22235280650565578	
row30	171.0195	164.46	0.9775522413251178	0.06600647552768418	
row31	171.0195	203.72	0.7725181274669493	0.5594664960771931	
row32	171.0195	227.54	0.5994985707275887	-1.2762134372900944	
row33	75.0066	102.1	0.6743554978195073	-0.8636522426700262	
row34	75.0066	501.63	0.5466245803041105	1.8501747388800502	
row35	143.9007	346.74	0.6519144084384756	-0.9634133550061214	
row36	171.0405	234.76	0.5466245803041105	3.1794340622539483	
row37	171.0405	239.91	0.8331908764092013	-0.42615389161693423	
row38	171.0479	32.33	0.7651265727543197	0.5807640737349213	
row39	113.9356	346.6	0.5466245803041105	2.2821341357297578	
row40	171.0558	26.91	0.5466245803041105	-2.608136823438963	
row41	143.9777	201.61	0.556664265382014	-1.5586361861119915	
row42	171.0657	191.97	0.6653641276870451	0.9057320374409287	C8H12O4
row43	143.9904	222.26	0.6880063685467797	-0.8227241210289078	
row44	171.0769	292.24	0.9339874423008396	0.16395303465932026	
row45	171.5435	297.23	0.754967747863498	-0.6071493222982572	
row46	171.8736	113.52	0.7878653870448593	-0.5090492250546219	
row47	171.8736	125.34	0.9538105041342305	-0.12608509842760612	
row48	114.932	346.87	0.5466245803041105	1.7283613341709694	
row49	144.0293	212.15	0.5488057877822267	1.5973277765804834	
row50	78.9565	322.84	0.5466245803041105	1.8076251085993569	
row51	78.9565	324.41	0.6368133738955529	1.0143704898765344	
row52	78.9565	326.65	0.630256359334938	1.0360821072676871	
row53	78.9565	329.4	0.9278010656426906	0.18477108297755132	
row54	144.0446	26.12	0.5466245803041105	-4.3796406623254684	
row55	144.0738	34.95	0.5731940085730916	1.4532150491799387	
row56	115.0027	297.76	0.7152241533311662	0.7323391216666196	
row57	144.8687	149.93	0.5466245803041105	-1.9537207913675352	
row58	115.0147	46.04	0.5466741890946754	1.6581426876484997	
row59	115.0147	49.06	0.5466245803041105	1.9791729705084342	
row60	115.0147	62.81	0.5466245803041105	1.943009634729015	
row61	172.0355	267.29	0.6076322728862787	1.192842831778307	C6H6N2O4
row62	144.9724	201.61	0.5613519188862097	-1.5064377727956393	
row63	172.0398	28.62	0.5466245803041105	-2.304491352714958	
row64	80.9641	34.43	0.5994985707275887	1.2891708550826149	
row65	144.9783	201.61	0.5466245803041105	-1.82975872955826	
row66	172.069	192.36	0.5466245803041105	2.45757445740169	C8H12O4
row67	82.9531	34.82	0.8298464242846125	-0.438017788520338	
row68	82.9531	191.71	0.8300482356500253	-0.435884761545211	
row69	172.5373	267.29	0.6076322728862787	1.1912904828818038	
row70	172.8276	1.56	0.857148056969604	0.36980682991893454	
row71	115.0584	222.26	0.5466245803041105	2.1380490983432354	C6H12S,C6H12S
row72	172.8417	150.06	0.5839497189493135	-1.4172478081960083	
row73	116.0028	149.8	0.7825437565836844	-0.5249626561677027	
row74	146.0531	210.97	0.6139431711505541	1.140386531571414	
row75	116.0061	297.63	0.9221805892404284	0.19634631610581044	
row76	84.0067	33.38	0.5466245803041105	1.828024572799171	
row77	84.0067	69.9	0.5466245803041105	1.9209070631765979	
row78	116.0469	209.92	0.6507741376224728	-0.9661740467817228	
row79	172.985	201.48	0.5593663088637376	-1.529241784724411	
row80	172.9907	25.73	0.007059181438448567	28.954376010592917	C6H6O4S,C6H6O4S
row81	172.9907	27.57	0.4510144386947867	5.781153389117709	C6H6O4S,C6H6O4S
row82	146.0814	180.11	0.7076963573797973	0.7585546551456165	
row83	146.8659	149.8	0.5466245803041105	-2.0012791410244337	
row84	116.0936	210.05	0.8943799186315499	0.2828970387804158	
row85	116.0945	210.18	0.7576474480490903	0.5984862754534821	
row86	84.9502	34.69	0.8043869854899823	-0.4822939807237875	
row87	84.9502	191.58	0.7076963573797973	-0.7479416683318895	
row88	173.0083	254.89	0.6249792855726471	1.0598208377005773	C7H7FO2S
row89	173.0083	259.39	0.7863177989000344	-0.5123877876067695	C7H7FO2S
row90	173.0333	267.43	0.6222166884956403	1.087229922936406	
row91	147.0176	270.31	0.5466741890946754	1.6228893117537149	
row92	173.0376	267.43	0.7068112278538357	0.7656758919773797	
row93	173.056	233.85	0.5466245803041105	2.632878706680717	
row94	147.0667	197.78	0.9836174415459141	-0.04940429832205056	
row95	147.0667	200.96	0.5466245803041105	1.985113111689519	
row96	173.0812	192.1	0.5665240705138741	1.4729118735422533	
row97	147.9204	2.75	0.5466741890946754	-1.6530774808167736	
row98	148.0063	273.99	0.5466245803041105	2.5283805034609323	
row99	87.0441	192.1	0.8363356573644212	0.41583801974271367	
row100	173.5351	267.43	0.6808685170573876	0.8435270451768444	
row101	173.8419	150.19	0.556664265382014	-1.566711970334711	
row102	117.0677	210.31	0.9339874423008396	-0.16362712215244055	
row103	117.074	210.31	0.9899875421091874	-0.030623865686164518	C6H14S
row104	173.994	25.59	0.04098309574200845	13.089404907178377	C6H6O4S,C6H6O4S
row105	173.994	27.44	0.1814988637220053	7.860522749930905	C6H6O4S,C6H6O4S
row106	174.0013	223.44	0.6063682355118388	-1.2066330827245197	
row107	174.0114	254.89	0.9218078103887809	-0.20220993962868217	C7H7FO2S
row108	174.0114	259.25	0.758630357033499	-0.5912423043513978	C7H7FO2S
row109	149.0001	28.22	0.8407848312071118	0.40809981783189575	
row110	149.0336	132.43	0.5466245803041105	-2.0904492891674398	
row111	118.0746	210.31	0.987664651224724	0.039369076900758256	
row112	149.0462	189.84	0.6525548956456125	0.9565558424907329	
row113	149.0462	191.05	0.5466245803041105	1.8618455583432587	
row114	174.0552	27.3	0.5466245803041105	-3.0505302645216377	
row115	89.0413	192.5	0.5866872166213538	1.3943972349382676	
row116	149.0599	34.69	0.8662050836568722	-0.3464180045500354	
row117	89.0427	249.11	0.5466245803041105	1.9634738079590086	
row118	174.8389	150.06	0.5902235772887404	-1.3345596712489962	
row119	174.8643	1.7	0.9736586342142534	0.0811037336762875	
row120	174.9637	145.86	0.6139431711505541	-1.142114988399478	
row121	174.9865	25.73	0.0032282968966378094	41.91474149790647	
row122	174.9865	27.57	0.41445160736429987	6.066215211175147	
row123	150.0221	265.85	0.6396514771562788	1.0024746363456818	
row124	175.0353	318.24	0.5466245803041105	4.305801045173982	
row125	119.0491	198.3	0.6030479862921359	1.228053252159883	
row126	119.0491	205.16	0.5466245803041105	1.9163031678166969	
row127	175.0372	297.23	0.5466741890946754	-1.6270693909899685	C8H10O3
row128	150.0301	270.84	0.6980835945281604	-0.7878067842627613	
row129	150.0413	135.98	0.556664265382014	-1.5643867635754778	C5H13NS2
row130	150.8858	150.45	0.5466245803041105	-1.8713170425380472	
row131	91.0202	24.67	0.5466245803041105	1.990991844956169	
row132	175.0718	305.9	0.5466245803041105	-2.194612326759255	
row133	175.8391	150.06	0.5466245803041105	-1.985433490184435	
row134	175.8824	3.53	0.5466245803041105	1.9228136261004976	K2O4S
row135	175.8824	11.87	0.556664265382014	1.5717425643391794	
row136	175.8824	13.31	0.5466741890946754	1.6994743031519166	
row137	175.8824	17.41	0.5466245803041105	1.7776574949088289	
row138	151.0447	136.11	0.5466245803041105	-2.3026814335220926	
row139	151.0447	139.13	0.6490215485670509	0.9816361465729322	
row140	119.0594	224.49	0.49030518376821225	5.207698934662643	
row141	151.0586	50.11	0.6176779524928199	-1.1042515519320137	
row142	151.8733	149.8	0.5466245803041105	2.373438126597784	
row143	119.9065	150.32	0.7076963573797973	-0.7509580543752956	
row144	119.9848	134.27	0.7076963573797973	-0.7467731101073203	
row145	176.0193	329.14	0.5983674516186694	-1.3057402006993541	
row146	176.0346	225.84	0.6544840834044686	0.9517958276552914	C9H7NO3
row147	152.8829	137.68	0.5466245803041105	1.7567678143764076	
row148	152.8829	150.45	0.5466245803041105	-1.809692064485541	
row149	152.9855	283.31	0.7076963573797973	-0.7554146672264068	
row150	152.995	191.97	0.7667866374955534	-0.5709776000913934	C3H7O5P
row151	152.995	210.97	0.857148056969604	0.3692486534030632	
row152	176.8359	135.85	0.5466245803041105	-2.0220696324766654	
row153	176.8359	150.06	0.5927562256838271	-1.3218994400154898	
row154	176.9162	364.07	0.568158827852196	-1.4690712755236235	
row155	153.016	216.35	0.8827282766696584	-0.30847948353094146	
row156	93.0335	204.63	0.5866872166213538	1.3640278382703481	
row157	121.0312	243.2	0.6686065107755886	-0.8933456522806126	
row158	176.9585	20.86	0.6235330332770769	1.0738006275656353	
row159	94.9161	1.56	0.5466245803041105	2.212213782200899	
row160	121.0496	118.25	0.5466245803041105	-2.0845172338372353	
row161	94.924	135.19	0.5466245803041105	-1.8905521296674095	
row162	94.924	150.19	0.5466245803041105	-2.005941959079976	
row163	153.0548	34.95	0.5466245803041105	-1.7303559838320648	
row164	153.8992	1.17	0.9896097405823036	-0.03340192657382685	
row165	122.0601	49.85	0.6808231245140383	-0.844407108341142	
row166	122.8932	39.81	0.5466245803041105	-2.6476469333321218	
row167	154.0138	37.32	0.7667866374955534	-0.5704412221827576	
row168	95.9751	191.05	0.7503499292384135	-0.6266915806068074	
row169	96.0274	32.85	0.5466245803041105	-2.738284369823227	
row170	154.0568	191.71	0.5466245803041105	2.5856115867663036	
row171	177.0915	25.32	0.9775522413251178	-0.06682208233116363	
row172	96.9211	149.93	0.5466245803041105	-2.3299852637383474	
row173	124.0063	212.41	0.8868964955830726	0.3010706026383006	
row174	177.9124	150.58	0.7503499292384135	-0.6275769788632755	
row175	154.868	149.8	0.5466245803041105	2.108606374823364	
row176	154.88	150.45	0.5466245803041105	-2.1393337815761253	
row177	178.8332	149.93	0.5466245803041105	-2.314930269655648	
row178	124.9904	34.3	0.5466245803041105	1.7743342645623092	
row179	125.0009	28.36	0.6258866897339356	1.0547049467534297	
row180	125.0347	34.95	0.5466245803041105	-3.8204776834994685	
row181	178.912	364.07	0.9481338369077155	0.13641647091489725	
row182	125.0425	225.15	0.8720615924411985	-0.32991507928770225	
row183	97.0648	27.04	0.7161250636750086	-0.7273079964586578	
row184	155.0089	172.5	0.6771095433367358	0.8558829932877884	
row185	125.8721	151.53	0.8363356573644212	-0.4180396674255247	
row186	97.9762	201.35	0.6174738997684476	1.1092982830109421	
row187	125.9898	34.43	0.8565132771740965	0.3739073250491285	
row188	125.9938	34.3	0.5466245803041105	1.781678420749352	
row189	126.9041	29.54	0.769251866923866	-0.5648558243620692	
row190	126.9862	34.3	0.5466245803041105	1.7800732798597132	C5H4O2S
