EID	massfeature_rows	str_row_ion	compounds	compound_names
E1	row399;row572	row399_M+Na[1+];row572_M+HCOONa[1+]	C01019	6-Deoxy-L-galactose; L-Fucose
E3	row2;row558	row2_M+H[1+];row558_M[1+]	C01019	6-Deoxy-L-galactose; L-Fucose
E5	row20	row20_M+Na[1+]	C01507;C00794;C01697	L-Iditol$D-Sorbitol$Galactitol
E6	row21	row21_M+Na[1+]	C01507;C00794;C01697	L-Iditol$D-Sorbitol$Galactitol
E10	row25;row444;row57	row25_M+H[1+];row444_M+Na[1+];row57_M(C13)+H[1+]	C00078;C00525	L-Tryptophan$D-Tryptophan
E12	row31;row335	row31_M(C13)+H[1+];row335_M+Na[1+]	C00906	5,6-Dihydrothymine
E13	row32;row33	row32_M+H[1+];row33_M+H[1+]	C02571	O-Acetylcarnitine
E14	row44	row44_M+H[1+]	C01732;C00490	Mesaconate; 2-Methylfumarate; Mesaconic acid; Methylfumaric acid$Itaconate; Itaconic acid; Methylenesuccinic acid
E15	row48	row48_M+H[1+]	C00233;C06102;C03465	4-Methyl-2-oxopentanoate$Adipate semialdehyde; Hexan-1-one-6-carboxylate; 6-Oxohexanoate$3-Methyl-2-oxopentanoate; 2-Oxo-3-methylvalerate
E16	row59;row74	row59_M+H[1+];row74_M(C13)+H[1+]	C02714	N-Acetylputrescine
E17	row60	row60_M+H[1+]	C00179	Agmatine; (4-Aminobutyl) guanidine
E18	row63;row79	row63_M+H[1+];row79_M(C13)+H[1+]	C00250	Pyridoxal
E22	row68;row69	row68_M+H[1+];row69_M+H[1+]	C01165;C01157;C00430;C03440;C01110	L-Glutamate 5-semialdehyde; L-Glutamate gamma-semialdehyde$trans-4-Hydroxy-L-proline$5-Aminolevulinate; 5-Amino-4-oxopentanoate; 5-Amino-4-oxovaleric acid$cis-4-Hydroxy-D-proline$5-Amino-2-oxopentanoic acid; 5-Amino-2-oxopentanoate; 2-Oxo-5-amino-pentanoate; 2-Oxo-5-aminopentanoate; alpha-Keto-delta-aminopentanoate; 2-Oxo-5-aminovalerate
E23	row70	row70_M+H[1+]	C01165;C01157;C00430;C03440;C01110	L-Glutamate 5-semialdehyde; L-Glutamate gamma-semialdehyde$trans-4-Hydroxy-L-proline$5-Aminolevulinate; 5-Amino-4-oxopentanoate; 5-Amino-4-oxovaleric acid$cis-4-Hydroxy-D-proline$5-Amino-2-oxopentanoic acid; 5-Amino-2-oxopentanoate; 2-Oxo-5-amino-pentanoate; 2-Oxo-5-aminopentanoate; alpha-Keto-delta-aminopentanoate; 2-Oxo-5-aminovalerate
E24	row71;row82	row71_M+H[1+];row82_M(C13)+H[1+]	C00300	Creatine; alpha-Methylguanidino acetic acid; Methylglycocyamine
E28	row90	row90_M+H[1+]	C00579	Dihydrolipoamide; Dihydrothioctamide
E32	row126	row126_M+H[1+]	C00093	Glycerol 3-phosphate
E33	row127;row577	row127_M+H[1+];row577_M+Na[1+]	C00093	Glycerol 3-phosphate
E35	row129	row129_M+H[1+]	C02505	2-Phenylacetamide
E36	row133;row437	row133_M+Na[1+];row437_M(C13)+H[1+]	C01029;C00612	$N1-Acetylspermidine
E37	row146	row146_M+H[1+]	C07086;C03765	Phenylacetic acid; Benzylformic acid; Phenylacetate; Benzeneacetiic acid$4-Hydroxyphenylacetaldehyde
E38	row147	row147_M+Na[1+]	C02727	N6-Acetyl-L-lysine
E40	row151;row351;row360	row151_M+Na[1+];row351_M+H[1+];row360_M(C13)+H[1+]	C00242	Guanine
E41	row352;row361	row352_M+H[1+];row361_M(C13)+H[1+]	C00242	Guanine
E42	row156	row156_M+H[1+]	C00108	Anthranilate
E43	row168	row168_M+H[1+]	C02693	Indole-3-acetamide
E45	row171;row189	row171_M+H[1+];row189_M(C13)+H[1+]	C00437	N2-Acetyl-L-ornithine
E47	row179;row454	row179_M+Na[1+];row454_M(C13)+H[1+]	C00719;C00431;C00183	Glycine betaine$5-Aminopentanoate; 5-Aminopentanoic acid; 5-Aminovaleric acid$L-Valine
E48	row180	row180_M+Na[1+]	C00719;C00431;C00183	Glycine betaine$5-Aminopentanoate; 5-Aminopentanoic acid; 5-Aminovaleric acid$L-Valine
E56	row196	row196_M+H[1+]	C00227	Acetyl phosphate
E57	row197	row197_M+H[1+]	C00227	Acetyl phosphate
E58	row198	row198_M+H[1+]	C00292	Aniline; Phenylamine; Benzenamine; Arylamine
E64	row1861	row1861_M+Na[1+]	C06196	2'-Deoxyinosine 5'-phosphate; dIMP
E68	row232	row232_M+Na[1+]	C16595;C16587	4-Hydroxy-5-phenyltetrahydro-1,3-oxazin-2-one$3-Carbamoyl-2-phenylpropionaldehyde
E69	row232;row249;row654	row232_M+H[1+];row249_M(C13)+H[1+];row654_M+Na[1+]	C01233	sn-Glycero-3-phosphoethanolamine
E75	row262;row276	row262_M+H[1+];row276_M(C13)+H[1+]	C01035	4-Guanidinobutanoate
E77	row260;row278	row260_M+H[1+];row278_M(C13)+H[1+]	C09642	(-)-Salsolinol; 6,7-Isoquinolinediol, 1,2,3,4-tetrahydro-1-methyl-, (S)-; Salsolinol
E78	row263;row289	row263_M+H[1+];row289_M(C13)+H[1+]	C05543	3-Dehydroxycarnitine
E79	row264	row264_M+H[1+]	C05543	3-Dehydroxycarnitine
E83	row269;row292	row269_M+H[1+];row292_M(C13)+H[1+]	CE5586;C00315	dehydrospermidine$Spermidine
E86	row281;row282;row313	row281_M+H[1+];row282_M+H[1+];row313_M(C13)+H[1+]	C03740	5-L-Glutamyl-L-alanine
E87	row283;row314;row745	row283_M+H[1+];row314_M(C13)+H[1+];row745_M+Na[1+]	C03740	5-L-Glutamyl-L-alanine
E88	row319	row319_M+H[1+]	C00864	(R)-Pantothenate
E91	row286;row318	row286_M+H[1+];row318_M(C13)+H[1+]	C00978	N-Acetylserotonin; N-Acetyl-5-hydroxytryptamine
E92	row293	row293_M+H[1+]	C02723;C01672	N-Methylputrescine$Cadaverine; 1,5-Pentanediamine; 1,5-Diaminopentane; Pentamethylenediamine
E93	row299;row311	row299_M+H[1+];row311_M(C13)+H[1+]	C02356;C01026;C00334;C05145;C01205;C03284	(S)-2-Aminobutanoate; (S)-2-Aminobutanoic acid; (S)-2-Aminobutyric acid$N,N-Dimethylglycine; Dimethylglycine$4-Aminobutanoate$3-Aminoisobutyric acid; 3-Aminoisobutanoate; 3-Amino-2-methylpropanoate$D-3-Amino-isobutanoate$L-3-Amino-isobutanoate
E95	row2576;row320	row2576_M+Na[1+];row320_M+2H[2+]	CE2054;CE5976	20-carboxy-leukotriene-B4$12-oxo-10,11-dihydro-20-COOH-LTB4
E96	row321	row321_M+H[1+]	CE4888;C05578	dopaminochrome$5,6-Dihydroxyindole; DHI
E99	row813	row813_M+H[1+]	C00449	N6-(L-1,3-Dicarboxypropyl)-L-lysine; Saccharopine; L-Saccharopine; N-[(S)-5-Amino-5-carboxypentyl]-L-glutamic acid
E101	row336	row336_M+H[1+]	C02646	4-Coumaryl alcohol; 4-Hydroxycinnamyl alcohol; p-Coumaryl alcohol
E102	row342	row342_M+Na[1+]	C05584	3-Methoxy-4-hydroxymandelate; Vanillylmandelic acid
E104	row357	row357_M+H[1+]	C04043;C00642;C05852	3,4-Dihydroxyphenylacetaldehyde; Protocatechuatealdehyde$4-Hydroxyphenylacetate$2-Hydroxyphenylacetate
E105	row358	row358_M+H[1+]	C04043;C00642;C05852	3,4-Dihydroxyphenylacetaldehyde; Protocatechuatealdehyde$4-Hydroxyphenylacetate$2-Hydroxyphenylacetate
E107	row347	row347_M+H[1+]	C00847	4-Pyridoxate; 4-Pyridoxic acid
E108	row823	row823_M+Na[1+]	C01239	N-Acetyl-beta-D-glucosaminylamine
E109	row349;row362;row363;row824	row349_M+H[1+];row362_M(C13)+H[1+];row363_M(C13)+H[1+];row824_M+Na[1+]	C01239	N-Acetyl-beta-D-glucosaminylamine
E111	row356	row356_M+H[1+]	C00385	Xanthine
E112	row366	row366_M+Na[1+]	C00279	D-Erythrose 4-phosphate
E117	row376;row381	row376_M+H[1+];row381_M(C13)+H[1+]	C00380	Cytosine
E123	row389	row389_M+H[1+]	C03564	1-Pyrroline-2-carboxylate; 1-Pyrroline-2-carboxylic acid; delta1-Pyrroline 2-carboxylate
E125	row390	row390_M+H[1+]	C00791	
E126	row2792;row2793	row2792_M+Na[1+];row2793_M+Na[1+]	CE0955;CE6232;CE5945	$prostaglandin G1$10,11-dihydro-20-dihydroxy-LTB4
E133	row412	row412_M+H[1+]	C00141	3-Methyl-2-oxobutanoate
E135	row435	row435_M+H[1+]	C00581;gudac	Guanidinoacetate; Guanidinoacetic acid; Glycocyamine; N-Amidinoglycine; Guanidoacetic acid$Guanidinoacetate
E137	row447	row447_M+H[1+]	C00637	Indole-3-acetaldehyde
E138	row468	row468_M+H[1+]	C05829	
