input_row	EID	str_row_ion	compounds	compound_names	input_row	m/z	retention_time	p_value	statistic	CompoundID_from_user
row6	E1	row6_M+Na[1+]	1mncam;C02918	1-Methylnicotinamide$1-Methylnicotinamide	row6	160.0607	170.45	0.5443057922671148	-0.8425890333183949	C6H13NO5
row7	E2	row7_M+Na[1+]	1mncam;C02918	1-Methylnicotinamide$1-Methylnicotinamide	row7	160.0607	193.78	0.08340997530934925	-3.4751603934707607	C6H13NO5
row9	E3	row10_M+H[1+];row9_M+H[1+]	C09815	Benzamide	row9	122.06	53.66	0.22229783504153655	1.9935059477397614	
row10	E3	row10_M+H[1+];row9_M+H[1+]	C09815	Benzamide	row10	122.06	70.53	0.3097375550023101	1.4851624731791915	
row18	E5	row18_M+H[1+]	C00804	Propynoate; Propiolic acid; Acetylenecarboxylic acid; Acetylenemonocarboxylate	row18	71.0127	301.08	0.7656532987737201	0.40882890987224185	
row22	E6	row22_M+H[1+]	C00180;C00633	Benzoate; Benzoic acid; Benzenecarboxylic acid; Phenylformic acid; Dracylic acid$4-Hydroxybenzaldehyde; p-Hydroxybenzaldehyde	row22	123.0442	203.26	0.5960693882015693	0.7287193655263482	C5H5N3O
row23	E7	row23_M+H[1+];row24_M+H[1+]	C00322	2-Oxoadipate	row23	161.0449	242.72	0.049434241554851426	4.44422874559333	C6H12O6,C6H10O5
row24	E7	row23_M+H[1+];row24_M+H[1+]	C00322	2-Oxoadipate	row24	161.0449	245.47	0.030451883746627578	5.919249800955467	C6H12O6,C6H10O5
row32	E9	row32_M+H[1+]	C00158;C04575;C00311	Citrate$$Isocitrate	row32	193.0348	307.77	0.5888346216681295	-0.748171299418863	C6H10O7
row75	E14	row75_M+H[1+];row83_M(C13)+H[1+]	C01879;C04281;C04282	5-Oxoproline$L-1-Pyrroline-3-hydroxy-5-carboxylate$1-Pyrroline-4-hydroxy-2-carboxylate	row75	130.05	184.53	0.3160354746043115	-1.4601589585772088	
row76	E15	row76_M+H[1+]	C01879;C04281;C04282	5-Oxoproline$L-1-Pyrroline-3-hydroxy-5-carboxylate$1-Pyrroline-4-hydroxy-2-carboxylate	row76	130.05	299.9	0.019013608101847178	8.56640622999719	
row82	E19	row82_M+H[1+]	CE5538;C05653	noradrenochrome$N-Formylanthranilate	row82	166.0502	47.59	0.3175822255962688	-1.4546918293057678	C6H6N4O2,C8H9NO3,C8H8NO3,C8H11NO4
row83	E14	row75_M+H[1+];row83_M(C13)+H[1+]	C01879;C04281;C04282	5-Oxoproline$L-1-Pyrroline-3-hydroxy-5-carboxylate$1-Pyrroline-4-hydroxy-2-carboxylate	row83	131.0533	184.13	0.3009482243404372	-1.5236984624206544	C6H12OS
row94	E28	row94_M+Na[1+]	C01250	N-Acetyl-L-glutamate 5-semialdehyde; 2-Acetamido-5-oxopentanoate	row94	196.0585	225.32	0.21840896274749816	-2.1075523057331433	C6H12O7
row95	E29	row95_M+H[1+]	C00822;C05604	Dopaquinone$2-Carboxy-2,3-dihydro-5,6-dihydroxyindole; Leucodopachrome	row95	196.0612	380.45	0.6213094999180259	0.6784499022335528	C9H11NO4,C5H13N2O4P,C9H13NO5
row154	E36	row154_M+Na[1+]	C00217;C00025;C05938	D-Glutamate; D-Glutamic acid; D-Glutaminic acid; D-2-Aminoglutaric acid$L-Glutamate$L-4-Hydroxyglutamate semialdehyde	row154	170.0426	254.8	0.872350614241845	-0.22164734406102898	
row155	E37	row155_M+Na[1+]	C00791		row155	136.0477	48.64	0.8806369344222957	-0.20781193953387586	C8H8O2
row162	E38	row162_M+Na[1+]	C02670;C00072;glac	D-glucurono-6,3-lactone$L-Ascorbate$D-glucurono-6,3-lactone	row162	199.0219	241.27	0.002037335353256011	24.48485021593543	C12H10O2S,C6H8NaO6,C6H11NaO7
row178	E42	row178_M+H[1+];row193_M(C13)+H[1+]	C05576	3,4-Dihydroxyphenylethyleneglycol	row178	171.0656	194.57	0.8660830952429799	0.2342235719709422	C8H14O5,C8H12O4,C6H9N3O3
