input_row	EID	str_row_ion	compounds	compound_names	input_row	m/z	retention_time	p_value	statistic	CompoundID_from_user
row3	E4	row3_M+H[1+]	C00300	Creatine; alpha-Methylguanidino acetic acid; Methylglycocyamine	row3	132.0769	252.96	0.21817630706399008	-3.8834546905406113	C4H9N3O2
row34	E7	row34_M+H[1+]	C06103	6-Hydroxyhexanoic acid; 6-Hydroxyhexanoate	row34	133.0861	26.79	0.8382489679239504	0.4671066383732657	
row40	E8	row40_M+Na[1+]	C00257;C00800	D-Gluconate$L-Gulonate	row40	219.0476	192.56	0.5497659936130651	-1.2521717196590036	
row60	E11	row429_M+Na[1+];row60_M+H[1+]	C00864	(R)-Pantothenate	row60	220.1181	179.0	0.8608326755537238	0.4085913503328293	C9H17NO5
row81	E16	row81_M+H[1+];row99_M(C13)+H[1+]	C00643	5-Hydroxy-L-tryptophan	row81	221.0922	191.51	0.9424601547345384	0.19949537438245202	C11H12N2O3
row99	E16	row81_M+H[1+];row99_M(C13)+H[1+]	C00643	5-Hydroxy-L-tryptophan	row99	222.0956	191.25	0.9613677623180382	-0.12259119067094029	C11H12N2O3
row119	E21	row119_M+H[1+]	C07086;C03765	Phenylacetic acid; Benzylformic acid; Phenylacetate; Benzeneacetiic acid$4-Hydroxyphenylacetaldehyde	row119	137.0598	204.41	0.9128289448977319	-0.2853176975291448	C8H8O2
row121	E23	row121_M+H[1+]	C02291;C00542	L-Cystathionine$Cystathionine	row121	223.0749	25.33	0.9613677623180382	0.11806418457569152	
row131	E28	row131_M+Na[1+]	CE4788;C00763;C00148	acetamidopropanal$D-Proline$L-Proline	row131	138.0526	222.17	0.7557896299930532	0.6928601975244544	
row143	E30	row143_M+H[1+]	C00785	Urocanate	row143	139.0503	182.68	0.2031975223591158	-4.04199644752887	C6H6N2O2
row174	E33	row174_M+Na[1+]	CE2949		row174	226.0107	388.93	0.39224881461948924	-2.296309157042654	
row180	E35	row180_M(C13)+H[1+];row684_M+Na[1+];row685_M+Na[1+]	C00082;CE2174	L-Tyrosine$	row180	183.0844	204.27	0.9613677623180382	-0.11277154770180202	C9H11NO3
row193	E37	row193_M+H[1+]	C05589;C00788	L-Normetanephrine$L-Adrenaline; (R)-(-)-Adrenaline; (R)-(-)-Epinephrine; (R)-(-)-Epirenamine; (R)-(-)-Adnephrine; 4-[(1R)-1-Hydroxy-2-(methylamino)ethyl]-1,2-benzenediol	row193	184.097	30.07	0.36860502400626505	-2.407692071181321	
row194	E38	row194_M+H[1+]	C05589;C00788	L-Normetanephrine$L-Adrenaline; (R)-(-)-Adrenaline; (R)-(-)-Epinephrine; (R)-(-)-Epirenamine; (R)-(-)-Adnephrine; 4-[(1R)-1-Hydroxy-2-(methylamino)ethyl]-1,2-benzenediol	row194	184.097	161.51	0.895941790067828	-0.32279381999390033	
row205	E41	row205_M+Na[1+]	C00503	Erythritol; Erythrol; Phycitol; Phycite; Erythrite	row205	145.0474	197.29	0.624422306330057	1.0516068582714175	
