EID	massfeature_rows	str_row_ion	compounds	compound_names
E1	row512	row512_M+Na[1+]	C00944	3-Dehydroquinate; 5-Dehydroquinate; 3-Dehydroquinic acid; 5-Dehydroquinic acid
E3	row8	row8_M+H[1+]	C00944	3-Dehydroquinate; 5-Dehydroquinate; 3-Dehydroquinic acid; 5-Dehydroquinic acid
E4	row9	row9_M+Na[1+]	1mncam;C02918	1-Methylnicotinamide$1-Methylnicotinamide
E5	row10	row10_M+Na[1+]	1mncam;C02918	1-Methylnicotinamide$1-Methylnicotinamide
E6	row12;row488;row794	row12_M(C13)+H[1+];row488_M+Na[1+];row794_M+H[1+]	C00624	N-Acetyl-L-glutamate; N-Acetyl-L-glutamic acid
E8	row13	row13_M+H[1+]	C00804	Propynoate; Propiolic acid; Acetylenecarboxylic acid; Acetylenemonocarboxylate
E9	row17;row18	row17_M+Na[1+];row18_M+Na[1+]	C00506	L-Cysteate
E10	row25;row26;row49;row50	row25_M+H[1+];row26_M+H[1+];row49_M(C13)+H[1+];row50_M(C13)+H[1+]	C00322	2-Oxoadipate
E13	row63;row85	row63_M+H[1+];row85_M(C13)+H[1+]	C00158;C04575;C00311	Citrate$$Isocitrate
E18	row112;row124	row112_M+H[1+];row124_M(C13)+H[1+]	C01879;C04281;C04282	5-Oxoproline$L-1-Pyrroline-3-hydroxy-5-carboxylate$1-Pyrroline-4-hydroxy-2-carboxylate
E19	row113;row125	row113_M+H[1+];row125_M(C13)+H[1+]	C01879;C04281;C04282	5-Oxoproline$L-1-Pyrroline-3-hydroxy-5-carboxylate$1-Pyrroline-4-hydroxy-2-carboxylate
E25	row123;row137	row123_M+H[1+];row137_M(C13)+H[1+]	CE5538;C05653	noradrenochrome$N-Formylanthranilate
E27	row750	row750_M+Na[1+]	CE5542	noradrenochrome o-semiquinone
E33	row165	row165_M+H[1+]	C00257;C00800	D-Gluconate$L-Gulonate
E36	row1330;row315	row1330_M+HCOONa[1+];row315_M+H[1+]	C01250	N-Acetyl-L-glutamate 5-semialdehyde; 2-Acetamido-5-oxopentanoate
E37	row138	row138_M+Na[1+]	C01250	N-Acetyl-L-glutamate 5-semialdehyde; 2-Acetamido-5-oxopentanoate
E38	row316	row316_M+H[1+]	C01250	N-Acetyl-L-glutamate 5-semialdehyde; 2-Acetamido-5-oxopentanoate
E40	row139;row164	row139_M+H[1+];row164_M(C13)+H[1+]	C00822;C05604	Dopaquinone$2-Carboxy-2,3-dihydro-5,6-dihydroxyindole; Leucodopachrome
E41	row140	row140_M+H[1+]	C01165;C01157;C00430;C03440;C01110	L-Glutamate 5-semialdehyde; L-Glutamate gamma-semialdehyde$trans-4-Hydroxy-L-proline$5-Aminolevulinate; 5-Amino-4-oxopentanoate; 5-Amino-4-oxovaleric acid$cis-4-Hydroxy-D-proline$5-Amino-2-oxopentanoic acid; 5-Amino-2-oxopentanoate; 2-Oxo-5-amino-pentanoate; 2-Oxo-5-aminopentanoate; alpha-Keto-delta-aminopentanoate; 2-Oxo-5-aminovalerate
E49	row199	row199_M+Na[1+]	C00217;C00025;C05938	D-Glutamate; D-Glutamic acid; D-Glutaminic acid; D-2-Aminoglutaric acid$L-Glutamate$L-4-Hydroxyglutamate semialdehyde
E52	row204	row204_M+Na[1+]	C00791	
