pathway	overlap_size	pathway_size	p-value	overlap_EmpiricalCompounds (id)	overlap_features (id)	overlap_features (name)
Methionine and cysteine metabolism	6	9	0.0026888496764977733	E1,E302,E220,E469,E160,E223	C00245,C00127,C02712,C00440,C00519,C00021	Taurine$Oxidized glutathione$N-Acetylmethionine$5-Methyltetrahydrofolate$Hypotaurine$S-Adenosyl-L-homocysteine
Pyrimidine metabolism	7	15	0.022855222250231073	E355,E362,E16,E210,E490,E132,E310	C00364,C00105/C01368,C00906,C00881,C00029/C00052,C02356/C01026/C00334/C05145/C01205/C03284,C00299	dTMP$UMP/3'-UMP; Uridine 3'-monophosphate; Uridine 3'-phosphate$5,6-Dihydrothymine$Deoxycytidine$UDPglucose/UDPgalactose$(S)-2-Aminobutanoate; (S)-2-Aminobutanoic acid; (S)-2-Aminobutyric acid/N,N-Dimethylglycine; Dimethylglycine/4-Aminobutanoate/3-Aminoisobutyric acid; 3-Aminoisobutanoate; 3-Amino-2-methylpropanoate/D-3-Amino-isobutanoate/L-3-Amino-isobutanoate$Uridine
Glycosphingolipid biosynthesis - ganglioseries	5	11	0.05150827661541047	E491,E439,E438,E490,E501	,,,C00029/C00052,	$$$UDPglucose/UDPgalactose$
Glutamate metabolism	2	3	0.06713721536005378	E132,E302	C02356/C01026/C00334/C05145/C01205/C03284,C00127	(S)-2-Aminobutanoate; (S)-2-Aminobutanoic acid; (S)-2-Aminobutyric acid/N,N-Dimethylglycine; Dimethylglycine/4-Aminobutanoate/3-Aminoisobutyric acid; 3-Aminoisobutanoate; 3-Amino-2-methylpropanoate/D-3-Amino-isobutanoate/L-3-Amino-isobutanoate$Oxidized glutathione
Urea cycle/amino group metabolism	9	25	0.07394336610368876	E34,E217,E307,E35,E216,E183,E223,E132,E246	,,,,,,C00021,C02356/C01026/C00334/C05145/C01205/C03284,	$$$$$$S-Adenosyl-L-homocysteine$(S)-2-Aminobutanoate; (S)-2-Aminobutanoic acid; (S)-2-Aminobutyric acid/N,N-Dimethylglycine; Dimethylglycine/4-Aminobutanoate/3-Aminoisobutyric acid; 3-Aminoisobutanoate; 3-Amino-2-methylpropanoate/D-3-Amino-isobutanoate/L-3-Amino-isobutanoate$
Tyrosine metabolism	10	30	0.13452651037727922	E55,E197,E302,E217,E216,E236,E223,E483,E331,E282	,,C00127,,,,C00021,,,	$$Oxidized glutathione$$$$S-Adenosyl-L-homocysteine$$$
Starch and Sucrose Metabolism	4	10	0.14679438702630032	E490,E483,E470,E362	C00029/C00052,,,C00105/C01368	UDPglucose/UDPgalactose$$$UMP/3'-UMP; Uridine 3'-monophosphate; Uridine 3'-phosphate
Pyruvate Metabolism	1	1	0.15292832535081086	E405		
Glyoxylate and Dicarboxylate Metabolism	1	1	0.15292832535081086	E97		
Fatty Acid Metabolism	1	1	0.15292832535081086	E17		
Vitamin B12 (cyanocobalamin) metabolism	1	1	0.15292832535081086	E223	C00021	S-Adenosyl-L-homocysteine
Nucleotide Sugar Metabolism	1	1	0.15292832535081086	E483		
Ubiquinone Biosynthesis	1	1	0.15292832535081086	E223	C00021	S-Adenosyl-L-homocysteine
Selenoamino acid metabolism	1	1	0.15292832535081086	E469	C00440	5-Methyltetrahydrofolate
Aspartate and asparagine metabolism	8	24	0.16712881270481472	E34,E302,E26,E127,E17,E155,E132,E78	,C00127,,,,,C02356/C01026/C00334/C05145/C01205/C03284,	$Oxidized glutathione$$$$$(S)-2-Aminobutanoate; (S)-2-Aminobutanoic acid; (S)-2-Aminobutyric acid/N,N-Dimethylglycine; Dimethylglycine/4-Aminobutanoate/3-Aminoisobutyric acid; 3-Aminoisobutanoate; 3-Amino-2-methylpropanoate/D-3-Amino-isobutanoate/L-3-Amino-isobutanoate$
Vitamin B9 (folate) metabolism	2	4	0.16956558272414082	E469,E73	C00440,	5-Methyltetrahydrofolate$
