EID	massfeature_rows	str_row_ion	compounds	compound_names
E1	row3;row460;row902	row3_M(C13)+H[1+];row460_M+Na[1+];row902_M+H[1+]	C00245	Taurine
E2	row640;row909	row640_M+Na[1+];row909_M+HCOONa[1+]	C01019	6-Deoxy-L-galactose; L-Fucose
E4	row7;row891	row7_M+H[1+];row891_M[1+]	C01019	6-Deoxy-L-galactose; L-Fucose
E6	row29	row29_M+H[1+]	CE5538;C05653	noradrenochrome$N-Formylanthranilate
E10	row35	row35_M+Na[1+]	C01507;C00794;C01697	L-Iditol$D-Sorbitol$Galactitol
E11	row36	row36_M+Na[1+]	C01507;C00794;C01697	L-Iditol$D-Sorbitol$Galactitol
E14	row56	row56_M+H[1+]	C00233;C06102;C03465	4-Methyl-2-oxopentanoate$Adipate semialdehyde; Hexan-1-one-6-carboxylate; 6-Oxohexanoate$3-Methyl-2-oxopentanoate; 2-Oxo-3-methylvalerate
E15	row38;row57	row38_M[1+];row57_M+H[1+]	C00233;C06102;C03465	4-Methyl-2-oxopentanoate$Adipate semialdehyde; Hexan-1-one-6-carboxylate; 6-Oxohexanoate$3-Methyl-2-oxopentanoate; 2-Oxo-3-methylvalerate
E16	row1393	row1393_M+Na[1+]	C00670	sn-Glycero-3-phosphocholine
E19	row42;row718;row76	row42_M+H[1+];row718_M+Na[1+];row76_M(C13)+H[1+]	C00078;C00525	L-Tryptophan$D-Tryptophan
E22	row49;row530	row49_M(C13)+H[1+];row530_M+Na[1+]	C00906	5,6-Dihydrothymine
E23	row52	row52_M+H[1+]	C01732;C00490	Mesaconate; 2-Methylfumarate; Mesaconic acid; Methylfumaric acid$Itaconate; Itaconic acid; Methylenesuccinic acid
E24	row564	row564_M+H[1+]	C05589;C00788	L-Normetanephrine$L-Adrenaline; (R)-(-)-Adrenaline; (R)-(-)-Epinephrine; (R)-(-)-Epirenamine; (R)-(-)-Adnephrine; 4-[(1R)-1-Hydroxy-2-(methylamino)ethyl]-1,2-benzenediol
E25	row68;row69	row68_M+Na[1+];row69_M+Na[1+]	C05589;C00788	L-Normetanephrine$L-Adrenaline; (R)-(-)-Adrenaline; (R)-(-)-Epinephrine; (R)-(-)-Epirenamine; (R)-(-)-Adnephrine; 4-[(1R)-1-Hydroxy-2-(methylamino)ethyl]-1,2-benzenediol
E26	row70	row70_M+Na[1+]	C05589;C00788	L-Normetanephrine$L-Adrenaline; (R)-(-)-Adrenaline; (R)-(-)-Epinephrine; (R)-(-)-Epirenamine; (R)-(-)-Adnephrine; 4-[(1R)-1-Hydroxy-2-(methylamino)ethyl]-1,2-benzenediol
E29	row100;row77	row100_M(C13)+H[1+];row77_M+H[1+]	C02714	N-Acetylputrescine
E30	row78	row78_M+H[1+]	C00179	Agmatine; (4-Aminobutyl) guanidine
E31	row107;row82	row107_M(C13)+H[1+];row82_M+H[1+]	C00250	Pyridoxal
E34	row1097;row1147	row1097_M[1+];row1147_M+H[1+]	CE2705;CE5236	quinonoid dihydrobiopterin$O2'-4a-cyclic-tetrahydrobiopterin
E35	row1148	row1148_M+H[1+]	CE2705;CE5236	quinonoid dihydrobiopterin$O2'-4a-cyclic-tetrahydrobiopterin
E36	row109;row89;row90	row109_M(C13)+H[1+];row89_M+H[1+];row90_M+H[1+]	C01165;C01157;C00430;C03440;C01110	L-Glutamate 5-semialdehyde; L-Glutamate gamma-semialdehyde$trans-4-Hydroxy-L-proline$5-Aminolevulinate; 5-Amino-4-oxopentanoate; 5-Amino-4-oxovaleric acid$cis-4-Hydroxy-D-proline$5-Amino-2-oxopentanoic acid; 5-Amino-2-oxopentanoate; 2-Oxo-5-amino-pentanoate; 2-Oxo-5-aminopentanoate; alpha-Keto-delta-aminopentanoate; 2-Oxo-5-aminovalerate
E37	row91	row91_M+H[1+]	C01165;C01157;C00430;C03440;C01110	L-Glutamate 5-semialdehyde; L-Glutamate gamma-semialdehyde$trans-4-Hydroxy-L-proline$5-Aminolevulinate; 5-Amino-4-oxopentanoate; 5-Amino-4-oxovaleric acid$cis-4-Hydroxy-D-proline$5-Amino-2-oxopentanoic acid; 5-Amino-2-oxopentanoate; 2-Oxo-5-amino-pentanoate; 2-Oxo-5-aminopentanoate; alpha-Keto-delta-aminopentanoate; 2-Oxo-5-aminovalerate
E38	row112;row592;row92	row112_M(C13)+H[1+];row592_M+Na[1+];row92_M+H[1+]	C00300	Creatine; alpha-Methylguanidino acetic acid; Methylglycocyamine
E45	row115	row115_M+Na[1+]	C01005	O-Phospho-L-serine
E46	row129	row129_M+H[1+]	C00579	Dihydrolipoamide; Dihydrothioctamide
E52	row206;row628	row206_M+Na[1+];row628_M+H[1+]	C00791	
E53	row914	row914_M+Na[1+]	C00093	Glycerol 3-phosphate
E54	row207	row207_M+H[1+]	C00093	Glycerol 3-phosphate
E55	row208;row915	row208_M+H[1+];row915_M+Na[1+]	C00093	Glycerol 3-phosphate
E57	row223	row223_M+H[1+]	C02505	2-Phenylacetamide
E58	row240	row240_M+H[1+]	C07086;C03765	Phenylacetic acid; Benzylformic acid; Phenylacetate; Benzeneacetiic acid$4-Hydroxyphenylacetaldehyde
E59	row241	row241_M+Na[1+]	C02727	N6-Acetyl-L-lysine
E62	row246;row531;row554;row573	row246_M+Na[1+];row531_M[1+];row554_M+H[1+];row573_M(C13)+H[1+]	C00242	Guanine
E63	row532;row555;row574	row532_M[1+];row555_M+H[1+];row574_M(C13)+H[1+]	C00242	Guanine
E64	row253;row271	row253_M+H[1+];row271_M(C13)+H[1+]	C00108	Anthranilate
E65	row263;row715	row263_M+Na[1+];row715_M+H[1+]	C00624	N-Acetyl-L-glutamate; N-Acetyl-L-glutamic acid
E66	row268	row268_M+Na[1+]	CE2153	
E67	row268	row268_M+H[1+]	CE2176	3-O-methyldopa
E69	row276	row276_M+H[1+]	C02693	Indole-3-acetamide
E70	row279;row302	row279_M+H[1+];row302_M(C13)+H[1+]	C00437	N2-Acetyl-L-ornithine
E72	row1045;row288	row1045_M+Na[1+];row288_M+H[1+]	C01045;C01042	N-Formyl-L-glutamate$N-Acetyl-L-aspartate
E73	row289;row732	row289_M+Na[1+];row732_M(C13)+H[1+]	C00719;C00431;C00183	Glycine betaine$5-Aminopentanoate; 5-Aminopentanoic acid; 5-Aminovaleric acid$L-Valine
