EID	massfeature_rows	str_row_ion	compounds	compound_names
E1	row2;row445;row885	row2_M(C13)+H[1+];row445_M+Na[1+];row885_M+H[1+]	C00245	Taurine
E4	row7;row872	row7_M+H[1+];row872_M[1+]	C01019	6-Deoxy-L-galactose; L-Fucose
E6	row27	row27_M+H[1+]	CE5538;C05653	noradrenochrome$N-Formylanthranilate
E10	row35	row35_M+Na[1+]	C01507;C00794;C01697	L-Iditol$D-Sorbitol$Galactitol
E11	row36	row36_M+Na[1+]	C01507;C00794;C01697	L-Iditol$D-Sorbitol$Galactitol
E15	row43;row709;row75	row43_M+H[1+];row709_M+Na[1+];row75_M(C13)+H[1+]	C00078;C00525	L-Tryptophan$D-Tryptophan
E16	row49;row515	row49_M(C13)+H[1+];row515_M+Na[1+]	C00906	5,6-Dihydrothymine
E17	row50;row51	row50_M+H[1+];row51_M+H[1+]	C02571	O-Acetylcarnitine
E18	row53	row53_M+H[1+]	C01732;C00490	Mesaconate; 2-Methylfumarate; Mesaconic acid; Methylfumaric acid$Itaconate; Itaconic acid; Methylenesuccinic acid
E19	row56	row56_M+H[1+]	C00233;C06102;C03465	4-Methyl-2-oxopentanoate$Adipate semialdehyde; Hexan-1-one-6-carboxylate; 6-Oxohexanoate$3-Methyl-2-oxopentanoate; 2-Oxo-3-methylvalerate
E20	row57	row57_M+H[1+]	C00233;C06102;C03465	4-Methyl-2-oxopentanoate$Adipate semialdehyde; Hexan-1-one-6-carboxylate; 6-Oxohexanoate$3-Methyl-2-oxopentanoate; 2-Oxo-3-methylvalerate
E21	row547	row547_M+H[1+]	C05589;C00788	L-Normetanephrine$L-Adrenaline; (R)-(-)-Adrenaline; (R)-(-)-Epinephrine; (R)-(-)-Epirenamine; (R)-(-)-Adnephrine; 4-[(1R)-1-Hydroxy-2-(methylamino)ethyl]-1,2-benzenediol
E22	row67;row68	row67_M+Na[1+];row68_M+Na[1+]	C05589;C00788	L-Normetanephrine$L-Adrenaline; (R)-(-)-Adrenaline; (R)-(-)-Epinephrine; (R)-(-)-Epirenamine; (R)-(-)-Adnephrine; 4-[(1R)-1-Hydroxy-2-(methylamino)ethyl]-1,2-benzenediol
E23	row69	row69_M+Na[1+]	C05589;C00788	L-Normetanephrine$L-Adrenaline; (R)-(-)-Adrenaline; (R)-(-)-Epinephrine; (R)-(-)-Epirenamine; (R)-(-)-Adnephrine; 4-[(1R)-1-Hydroxy-2-(methylamino)ethyl]-1,2-benzenediol
E26	row76;row98	row76_M+H[1+];row98_M(C13)+H[1+]	C02714	N-Acetylputrescine
E27	row77	row77_M+H[1+]	C00179	Agmatine; (4-Aminobutyl) guanidine
E28	row105;row81	row105_M(C13)+H[1+];row81_M+H[1+]	C00250	Pyridoxal
E31	row1088;row1143	row1088_M[1+];row1143_M+H[1+]	CE2705;CE5236	quinonoid dihydrobiopterin$O2'-4a-cyclic-tetrahydrobiopterin
E32	row1144	row1144_M+H[1+]	CE2705;CE5236	quinonoid dihydrobiopterin$O2'-4a-cyclic-tetrahydrobiopterin
E33	row107;row88;row89	row107_M(C13)+H[1+];row88_M+H[1+];row89_M+H[1+]	C01165;C01157;C00430;C03440;C01110	L-Glutamate 5-semialdehyde; L-Glutamate gamma-semialdehyde$trans-4-Hydroxy-L-proline$5-Aminolevulinate; 5-Amino-4-oxopentanoate; 5-Amino-4-oxovaleric acid$cis-4-Hydroxy-D-proline$5-Amino-2-oxopentanoic acid; 5-Amino-2-oxopentanoate; 2-Oxo-5-amino-pentanoate; 2-Oxo-5-aminopentanoate; alpha-Keto-delta-aminopentanoate; 2-Oxo-5-aminovalerate
E34	row90	row90_M+H[1+]	C01165;C01157;C00430;C03440;C01110	L-Glutamate 5-semialdehyde; L-Glutamate gamma-semialdehyde$trans-4-Hydroxy-L-proline$5-Aminolevulinate; 5-Amino-4-oxopentanoate; 5-Amino-4-oxovaleric acid$cis-4-Hydroxy-D-proline$5-Amino-2-oxopentanoic acid; 5-Amino-2-oxopentanoate; 2-Oxo-5-amino-pentanoate; 2-Oxo-5-aminopentanoate; alpha-Keto-delta-aminopentanoate; 2-Oxo-5-aminovalerate
E35	row110;row571;row91	row110_M(C13)+H[1+];row571_M+Na[1+];row91_M+H[1+]	C00300	Creatine; alpha-Methylguanidino acetic acid; Methylglycocyamine
E42	row113	row113_M+Na[1+]	C01005	O-Phospho-L-serine
E43	row600	row600_M+H[1+]	C01005	O-Phospho-L-serine
E44	row601;row602;row603	row601_M+H[1+];row602_M+H[1+];row603_M+H[1+]	C01005	O-Phospho-L-serine
E45	row120	row120_M+H[1+]	C00579	Dihydrolipoamide; Dihydrothioctamide
E51	row898	row898_M+Na[1+]	C00093	Glycerol 3-phosphate
E52	row185	row185_M+H[1+]	C00093	Glycerol 3-phosphate
E53	row186;row899	row186_M+H[1+];row899_M+Na[1+]	C00093	Glycerol 3-phosphate
E55	row197	row197_M+H[1+]	C02505	2-Phenylacetamide
E57	row213	row213_M+H[1+]	C07086;C03765	Phenylacetic acid; Benzylformic acid; Phenylacetate; Benzeneacetiic acid$4-Hydroxyphenylacetaldehyde
E58	row214	row214_M+Na[1+]	C02727	N6-Acetyl-L-lysine
E61	row219;row516;row540;row556	row219_M+Na[1+];row516_M[1+];row540_M+H[1+];row556_M(C13)+H[1+]	C00242	Guanine
