EID	massfeature_rows	str_row_ion	compounds	compound_names
E4	row33;row6	row33_M(C13)+H[1+];row6_M+H[1+]	C00300	Creatine; alpha-Methylguanidino acetic acid; Methylglycocyamine
E7	row35	row35_M+H[1+]	C06103	6-Hydroxyhexanoic acid; 6-Hydroxyhexanoate
E8	row41	row41_M+Na[1+]	C00257;C00800	D-Gluconate$L-Gulonate
E10	row44;row45	row44_M+H[1+];row45_M+H[1+]	C00978	N-Acetylserotonin; N-Acetyl-5-hydroxytryptamine
E13	row445;row63	row445_M+Na[1+];row63_M+H[1+]	C00864	(R)-Pantothenate
E18	row107;row84	row107_M(C13)+H[1+];row84_M+H[1+]	C00643	5-Hydroxy-L-tryptophan
E23	row133	row133_M+H[1+]	C07086;C03765	Phenylacetic acid; Benzylformic acid; Phenylacetate; Benzeneacetiic acid$4-Hydroxyphenylacetaldehyde
E25	row135	row135_M+H[1+]	C02291;C00542	L-Cystathionine$Cystathionine
E29	row559	row559_M+Na[1+]	CE5920	
E30	row143	row143_M+Na[1+]	CE4788;C00763;C00148	acetamidopropanal$D-Proline$L-Proline
E32	row152	row152_M+H[1+]	C00785	Urocanate
E33	row584	row584_M+Na[1+]	C00785	Urocanate
E35	row180	row180_M+Na[1+]	CE2949	
E37	row186;row719;row720	row186_M(C13)+H[1+];row719_M+Na[1+];row720_M+Na[1+]	C00082;CE2174	L-Tyrosine$
E38	row202	row202_M+H[1+]	C05589;C00788	L-Normetanephrine$L-Adrenaline; (R)-(-)-Adrenaline; (R)-(-)-Epinephrine; (R)-(-)-Epirenamine; (R)-(-)-Adnephrine; 4-[(1R)-1-Hydroxy-2-(methylamino)ethyl]-1,2-benzenediol
E39	row203	row203_M+H[1+]	C05589;C00788	L-Normetanephrine$L-Adrenaline; (R)-(-)-Adrenaline; (R)-(-)-Epinephrine; (R)-(-)-Epirenamine; (R)-(-)-Adnephrine; 4-[(1R)-1-Hydroxy-2-(methylamino)ethyl]-1,2-benzenediol
E44	row216	row216_M+Na[1+]	C00503	Erythritol; Erythrol; Phycitol; Phycite; Erythrite
E47	row260	row260_M+H[1+]	C01035	4-Guanidinobutanoate
E52	row281	row281_M+H[1+]	C05579	Indole-5,6-quinone
E53	row282	row282_M+H[1+]	C05579	Indole-5,6-quinone
E57	row304	row304_M+H[1+]	CE4888;C05578	dopaminochrome$5,6-Dihydroxyindole; DHI
E63	row334	row334_M+H[1+]	CE5860	
E64	row338	row338_M+Na[1+]	C00547;C00314	Norepinephrine$Pyridoxine
