pathway	overlap_size	pathway_size	p-value	overlap_EmpiricalCompounds (id)	overlap_features (id)	overlap_features (name)
Fructose and mannose metabolism	3	3	0.003193008990841106	E75,E218,E103	C00031/C00221/C02336/C00267/C00962/C00795/C00137/C00984/C00159,C14830/C01222,C02985	D-Glucose/beta-D-Glucose/beta-D-Fructose; beta-Fruit sugar; beta-D-arabino-Hexulose; beta-Levulose; Fructose/alpha-D-Glucose/beta-D-Galactose/D-Tagatose; lyxo-Hexulose/myo-Inositol/alpha-D-Galactose/D-Mannose$GDP-4-keto-6-L-deoxygalactose/GDP-4-dehydro-6-deoxy-D-mannose$L-Fucose 1-phosphate; 6-Deoxy-L-galactose 1-phosphate; beta-L-Fucose 1-phosphate
Drug metabolism - cytochrome P450	4	5	0.0035291152004033274	E155,E170,E78,E92	C16576/C01516,C06174/C05176,C05635/C16596,C16586/CE2173	Norcodeine; N-Desmethylcodeine/Morphine$Codeine; (5alpha,6alpha)-7,8-Didehydro-4,5-epoxy-3-methoxy-17-methylmorphinan-6-ol/(S)-N-Methylcoclaurine; (S)-1,2,3,4-Tetrahydro-1-[(4-hydroxyphenyl)methyl]-6-methoxy-2-methyl-7-isoquinolinol$5-Hydroxyindoleacetate/5-Phenyl-1,3-oxazinane-2,4-dione$2-Phenyl-1,3-propanediol monocarbamate/
Tryptophan metabolism	6	11	0.01487269977312831	E8,E174,E203,E94,E142,E78	C00322,C04148/C05642,C00019,C00643,CE5860,C05635/C16596	2-Oxoadipate$alpha-N-Phenylacetyl-L-glutamine/Formyl-N-acetyl-5-methoxykynurenamine$S-Adenosyl-L-methionine$5-Hydroxy-L-tryptophan$$5-Hydroxyindoleacetate/5-Phenyl-1,3-oxazinane-2,4-dione
Heparan sulfate degradation	2	2	0.01487269977312831	E98,E72	C01074/C00645/C00140,C00259/C00309/C00312/C00310/C00121/C00181	N-Acetylgalactosamine; N-Acetylchondrosamine; 2-Acetamido-2-deoxygalactose; GalNAc/N-Acetyl-D-mannosamine; 2-Acetamido-2-deoxy-D-mannose/N-Acetyl-D-glucosamine$L-Arabinose/D-Ribulose; D-erythro-2-Pentulose; D-Arabinoketose; D-Arabinulose; D-Riboketose/L-Xylulose/D-Xylulose/D-Ribose/D-Xylose
Glycerophospholipid metabolism	2	2	0.01487269977312831	E75,E203	C00031/C00221/C02336/C00267/C00962/C00795/C00137/C00984/C00159,C00019	D-Glucose/beta-D-Glucose/beta-D-Fructose; beta-Fruit sugar; beta-D-arabino-Hexulose; beta-Levulose; Fructose/alpha-D-Glucose/beta-D-Galactose/D-Tagatose; lyxo-Hexulose/myo-Inositol/alpha-D-Galactose/D-Mannose$S-Adenosyl-L-methionine
N-Glycan Degradation	2	2	0.01487269977312831	E75,E98	C00031/C00221/C02336/C00267/C00962/C00795/C00137/C00984/C00159,C01074/C00645/C00140	D-Glucose/beta-D-Glucose/beta-D-Fructose; beta-Fruit sugar; beta-D-arabino-Hexulose; beta-Levulose; Fructose/alpha-D-Glucose/beta-D-Galactose/D-Tagatose; lyxo-Hexulose/myo-Inositol/alpha-D-Galactose/D-Mannose$N-Acetylgalactosamine; N-Acetylchondrosamine; 2-Acetamido-2-deoxygalactose; GalNAc/N-Acetyl-D-mannosamine; 2-Acetamido-2-deoxy-D-mannose/N-Acetyl-D-glucosamine
Tyrosine metabolism	6	13	0.0403327451474666	E92,E86,E203,E174,E41,E22	C16586/CE2173,CE4890/C09640,C00019,C04148/C05642,C05606,CE5542	2-Phenyl-1,3-propanediol monocarbamate/$N-methylsalsolinol/(-)-Salsoline$S-Adenosyl-L-methionine$alpha-N-Phenylacetyl-L-glutamine/Formyl-N-acetyl-5-methoxykynurenamine$Melanin$noradrenochrome o-semiquinone
Histidine metabolism	2	3	0.06705318880766323	E203,E62	C00019,	S-Adenosyl-L-methionine$
Methionine and cysteine metabolism	2	3	0.06705318880766323	E203,E69	C00019,	S-Adenosyl-L-methionine$
Hyaluronan Metabolism	1	1	0.11847743887068314	E98	C01074/C00645/C00140	N-Acetylgalactosamine; N-Acetylchondrosamine; 2-Acetamido-2-deoxygalactose; GalNAc/N-Acetyl-D-mannosamine; 2-Acetamido-2-deoxy-D-mannose/N-Acetyl-D-glucosamine
N-Glycan biosynthesis	1	1	0.11847743887068314	E75	C00031/C00221/C02336/C00267/C00962/C00795/C00137/C00984/C00159	D-Glucose/beta-D-Glucose/beta-D-Fructose; beta-Fruit sugar; beta-D-arabino-Hexulose; beta-Levulose; Fructose/alpha-D-Glucose/beta-D-Galactose/D-Tagatose; lyxo-Hexulose/myo-Inositol/alpha-D-Galactose/D-Mannose
Chondroitin sulfate degradation	1	1	0.11847743887068314	E72	C00259/C00309/C00312/C00310/C00121/C00181	L-Arabinose/D-Ribulose; D-erythro-2-Pentulose; D-Arabinoketose; D-Arabinulose; D-Riboketose/L-Xylulose/D-Xylulose/D-Ribose/D-Xylose
Hexose phosphorylation	1	1	0.11847743887068314	E75	C00031/C00221/C02336/C00267/C00962/C00795/C00137/C00984/C00159	D-Glucose/beta-D-Glucose/beta-D-Fructose; beta-Fruit sugar; beta-D-arabino-Hexulose; beta-Levulose; Fructose/alpha-D-Glucose/beta-D-Galactose/D-Tagatose; lyxo-Hexulose/myo-Inositol/alpha-D-Galactose/D-Mannose
Keratan sulfate degradation	1	1	0.11847743887068314	E98	C01074/C00645/C00140	N-Acetylgalactosamine; N-Acetylchondrosamine; 2-Acetamido-2-deoxygalactose; GalNAc/N-Acetyl-D-mannosamine; 2-Acetamido-2-deoxy-D-mannose/N-Acetyl-D-glucosamine
Vitamin B1 (thiamin) metabolism	1	1	0.11847743887068314	E8	C00322	2-Oxoadipate
Glycosphingolipid biosynthesis - globoseries	1	1	0.11847743887068314	E75	C00031/C00221/C02336/C00267/C00962/C00795/C00137/C00984/C00159	D-Glucose/beta-D-Glucose/beta-D-Fructose; beta-Fruit sugar; beta-D-arabino-Hexulose; beta-Levulose; Fructose/alpha-D-Glucose/beta-D-Galactose/D-Tagatose; lyxo-Hexulose/myo-Inositol/alpha-D-Galactose/D-Mannose
Androgen and estrogen biosynthesis and metabolism	1	1	0.11847743887068314	E203	C00019	S-Adenosyl-L-methionine
Glyoxylate and Dicarboxylate Metabolism	1	1	0.11847743887068314	E72	C00259/C00309/C00312/C00310/C00121/C00181	L-Arabinose/D-Ribulose; D-erythro-2-Pentulose; D-Arabinoketose; D-Arabinulose; D-Riboketose/L-Xylulose/D-Xylulose/D-Ribose/D-Xylose
Glycosphingolipid metabolism	1	1	0.11847743887068314	E75	C00031/C00221/C02336/C00267/C00962/C00795/C00137/C00984/C00159	D-Glucose/beta-D-Glucose/beta-D-Fructose; beta-Fruit sugar; beta-D-arabino-Hexulose; beta-Levulose; Fructose/alpha-D-Glucose/beta-D-Galactose/D-Tagatose; lyxo-Hexulose/myo-Inositol/alpha-D-Galactose/D-Mannose
Pentose and Glucuronate Interconversions	1	1	0.11847743887068314	E72	C00259/C00309/C00312/C00310/C00121/C00181	L-Arabinose/D-Ribulose; D-erythro-2-Pentulose; D-Arabinoketose; D-Arabinulose; D-Riboketose/L-Xylulose/D-Xylulose/D-Ribose/D-Xylose
Leukotriene metabolism	1	1	0.11847743887068314	E195		
Vitamin B12 (cyanocobalamin) metabolism	1	1	0.11847743887068314	E203	C00019	S-Adenosyl-L-methionine
Ubiquinone Biosynthesis	1	1	0.11847743887068314	E203	C00019	S-Adenosyl-L-methionine
Drug metabolism - other enzymes	1	1	0.11847743887068314	E184		
