input_row	EID	str_row_ion	compounds	compound_names	input_row	m/z	retention_time	p_value	statistic	CompoundID_from_user
row3	E3	row26_M(C13)+H[1+];row3_M+H[1+]	C00300	Creatine; alpha-Methylguanidino acetic acid; Methylglycocyamine	row3	132.0769	252.96	0.8948137490833771	-2.908809989517171	C4H9N3O2
row26	E3	row26_M(C13)+H[1+];row3_M+H[1+]	C00300	Creatine; alpha-Methylguanidino acetic acid; Methylglycocyamine	row26	133.0801	252.83	0.8948137490833771	-2.3996002436747976	C4H9N3O2
row28	E6	row28_M+H[1+]	C06103	6-Hydroxyhexanoic acid; 6-Hydroxyhexanoate	row28	133.0861	26.79	0.8948137490833771	1.5002266831785462	
row40	E7	row40_M+Na[1+]	C00257;C00800	D-Gluconate$L-Gulonate	row40	219.0476	192.56	0.8948137490833771	3.6126760097125783	
row60	E10	row367_M+Na[1+];row60_M+H[1+];row86_M(C13)+H[1+]	C00864	(R)-Pantothenate	row60	220.1181	179.0	0.9009101090648133	0.7265525142320017	C9H17NO5
row85	E15	row100_M(C13)+H[1+];row85_M+H[1+]	C00643	5-Hydroxy-L-tryptophan	row85	221.0922	191.51	0.9961467994686428	0.08531767666293508	C11H12N2O3
row86	E10	row367_M+Na[1+];row60_M+H[1+];row86_M(C13)+H[1+]	C00864	(R)-Pantothenate	row86	221.1214	178.87	0.8948137490833771	1.2370722229715596	C9H17NO5
row100	E15	row100_M(C13)+H[1+];row85_M+H[1+]	C00643	5-Hydroxy-L-tryptophan	row100	222.0956	191.25	0.8948137490833771	1.13304049972728	C11H12N2O3
row117	E20	row117_M+H[1+]	C07086;C03765	Phenylacetic acid; Benzylformic acid; Phenylacetate; Benzeneacetiic acid$4-Hydroxyphenylacetaldehyde	row117	137.0598	204.41	0.8948137490833771	0.7676128993789757	C8H8O2
row126	E23	row126_M+Na[1+]	CE4788;C00763;C00148	acetamidopropanal$D-Proline$L-Proline	row126	138.0526	222.17	0.9073261797293827	0.6641249340640133	
row132	E25	row132_M+H[1+]	C00785	Urocanate	row132	139.0503	182.68	0.9916065367765177	-0.20921958208337169	C6H6N2O2
row156	E28	row156_M+Na[1+]	CE2949		row156	226.0107	388.93	0.8948137490833771	0.9285359113418555	
row164	E30	row164_M(C13)+H[1+];row548_M+Na[1+];row549_M+Na[1+]	C00082;CE2174	L-Tyrosine$	row164	183.0844	204.27	0.8948137490833771	0.8854034494956345	C9H11NO3
