EID	massfeature_rows	str_row_ion	compounds	compound_names
E3	row26;row3	row26_M(C13)+H[1+];row3_M+H[1+]	C00300	Creatine; alpha-Methylguanidino acetic acid; Methylglycocyamine
E6	row28	row28_M+H[1+]	C06103	6-Hydroxyhexanoic acid; 6-Hydroxyhexanoate
E7	row40	row40_M+Na[1+]	C00257;C00800	D-Gluconate$L-Gulonate
E10	row367;row60;row86	row367_M+Na[1+];row60_M+H[1+];row86_M(C13)+H[1+]	C00864	(R)-Pantothenate
E15	row100;row85	row100_M(C13)+H[1+];row85_M+H[1+]	C00643	5-Hydroxy-L-tryptophan
E20	row117	row117_M+H[1+]	C07086;C03765	Phenylacetic acid; Benzylformic acid; Phenylacetate; Benzeneacetiic acid$4-Hydroxyphenylacetaldehyde
E23	row126	row126_M+Na[1+]	CE4788;C00763;C00148	acetamidopropanal$D-Proline$L-Proline
E25	row132	row132_M+H[1+]	C00785	Urocanate
E26	row444	row444_M+Na[1+]	C00785	Urocanate
E28	row156	row156_M+Na[1+]	CE2949	
E30	row164;row548;row549	row164_M(C13)+H[1+];row548_M+Na[1+];row549_M+Na[1+]	C00082;CE2174	L-Tyrosine$
E32	row177	row177_M+H[1+]	C05589;C00788	L-Normetanephrine$L-Adrenaline; (R)-(-)-Adrenaline; (R)-(-)-Epinephrine; (R)-(-)-Epirenamine; (R)-(-)-Adnephrine; 4-[(1R)-1-Hydroxy-2-(methylamino)ethyl]-1,2-benzenediol
E33	row178	row178_M+H[1+]	C05589;C00788	L-Normetanephrine$L-Adrenaline; (R)-(-)-Adrenaline; (R)-(-)-Epinephrine; (R)-(-)-Epirenamine; (R)-(-)-Adnephrine; 4-[(1R)-1-Hydroxy-2-(methylamino)ethyl]-1,2-benzenediol
E36	row182;row418;row449	row182_M+HCOONa[1+];row418_M+H[1+];row449_M(C13)+H[1+]	C00637	Indole-3-acetaldehyde
E37	row419	row419_M+H[1+]	C00637	Indole-3-acetaldehyde
E38	row182	row182_M+Na[1+]	C05660	5-Methoxyindoleacetate
E39	row596	row596_M+H[1+]	C05660	5-Methoxyindoleacetate
E41	row188	row188_M+Na[1+]	C00503	Erythritol; Erythrol; Phycitol; Phycite; Erythrite
E44	row218	row218_M+H[1+]	C01035	4-Guanidinobutanoate
E48	row223	row223_M+Na[1+]	C00328;C05647	L-Kynurenine$Formyl-5-hydroxykynurenamine
E51	row236	row236_M+Na[1+]	C01019	6-Deoxy-L-galactose; L-Fucose
E53	row244	row244_M+H[1+]	C05579	Indole-5,6-quinone
E54	row245	row245_M+H[1+]	C05579	Indole-5,6-quinone
E56	row265	row265_M+H[1+]	CE4888;C05578	dopaminochrome$5,6-Dihydroxyindole; DHI
E62	row299	row299_M+Na[1+]	C00547;C00314	Norepinephrine$Pyridoxine
E64	row305;row319;row725	row305_M+H[1+];row319_M(C13)+H[1+];row725_M+Na[1+]	C00242	Guanine
E67	row1024;row731;row736	row1024_M+Na[1+];row731_M+H[1+];row736_M(C13)+H[1+]	CN0016	Dibenzo[a,l]pyrene
E68	row311;row837	row311_M+Na[1+];row837_M+H[1+]	C01233	sn-Glycero-3-phosphoethanolamine
E70	row330	row330_M+H[1+]	C16595;C16587	4-Hydroxy-5-phenyltetrahydro-1,3-oxazin-2-one$3-Carbamoyl-2-phenylpropionaldehyde
E71	row837	row837_M+Na[1+]	C16595;C16587	4-Hydroxy-5-phenyltetrahydro-1,3-oxazin-2-one$3-Carbamoyl-2-phenylpropionaldehyde
E78	row400	row400_M+H[1+]	C04221	trans-1,2-Dihydrobenzene-1,2-diol
E82	row432	row432_M+Na[1+]	CE5920	
E84	row441	row441_M+Na[1+]	C00292	Aniline; Phenylamine; Benzenamine; Arylamine
E85	row455	row455_M+H[1+]	C00141	3-Methyl-2-oxobutanoate
E91	row467;row468	row467_M+H[1+];row468_M+H[1+]	C05639	4,6-Dihydroxyquinoline; Quinoline-4,6-diol
E92	row469	row469_M+H[1+]	C05639	4,6-Dihydroxyquinoline; Quinoline-4,6-diol
E93	row470;row471;row484	row470_M+H[1+];row471_M+H[1+];row484_M(C13)+H[1+]	C01136;C16255	S-Acetyldihydrolipoamide; 6-S-Acetyldihydrolipoamide$[Dihydrolipoyllysine-residue acetyltransferase] S-acetyldihydrolipoyllysine; S-Acetyldihydrolipoamide-E
E95	row472	row472_M+H[1+]	C00956	L-2-Aminoadipate; L-alpha-Aminoadipate; L-alpha-Aminoadipic acid; L-2-Aminoadipic acid; L-2-Aminohexanedioate
E96	row473	row473_M+H[1+]	C00581;gudac	Guanidinoacetate; Guanidinoacetic acid; Glycocyamine; N-Amidinoglycine; Guanidoacetic acid$Guanidinoacetate
E100	row498	row498_M+Na[1+]	C00329	D-Glucosamine
E101	row514;row515	row514_M+H[1+];row515_M+H[1+]	C16602;C16601;C07496	3-Hydroxycarbamazepine$2-Hydroxycarbamazepine$Carbamazepine-10,11-epoxide; Carbamazepine epoxide
E102	row520	row520_M+H[1+]	C00601	Phenylacetaldehyde; alpha-Tolualdehyde
E103	row554;row592	row554_M+H[1+];row592_M(C13)+H[1+]	C00153	Nicotinamide
E106	row539;row580	row539_M+H[1+];row580_M(C13)+H[1+]	C05838;C00811;C02763;C00166	cis-2-Hydroxycinnamate; 2-Coumarinate$4-Coumarate; p-Coumaric acid; trans-4-Hydroxycinnamate; trans-p-Hydroxycinnamate; 4-Hydroxycinnamic acid; 4-Hydroxycinnamate$enol-Phenylpyruvate$Phenylpyruvate
E107	row550;row587	row550_M+H[1+];row587_M(C13)+H[1+]	C00180;C00633	Benzoate; Benzoic acid; Benzenecarboxylic acid; Phenylformic acid; Dracylic acid$4-Hydroxybenzaldehyde; p-Hydroxybenzaldehyde
