input_row	EID	str_row_ion	compounds	compound_names	input_row	m/z	retention_time	p_value	statistic	CompoundID_from_user
row8	E2	row8_M+H[1+]	C00944	3-Dehydroquinate; 5-Dehydroquinate; 3-Dehydroquinic acid; 5-Dehydroquinic acid	row8	191.0556	377.3	0.4866703839044313	1.6969676670349565	C7H12O6,C7H14O7
row9	E3	row9_M+Na[1+]	1mncam;C02918	1-Methylnicotinamide$1-Methylnicotinamide	row9	160.0607	170.45	0.30924395534022137	3.5053706963072284	C6H13NO5
row10	E4	row10_M+Na[1+]	1mncam;C02918	1-Methylnicotinamide$1-Methylnicotinamide	row10	160.0607	193.78	0.2701104089791837	4.131930140498218	C6H13NO5
row12	E5	row12_M(C13)+H[1+];row531_M+Na[1+];row862_M+H[1+]	C00624	N-Acetyl-L-glutamate; N-Acetyl-L-glutamic acid	row12	191.0749	185.58	0.9072621648353729	0.22646450373784052	C8H18O4S,C8H16O3S
row13	E7	row13_M+H[1+]	C00804	Propynoate; Propiolic acid; Acetylenecarboxylic acid; Acetylenemonocarboxylate	row13	71.0127	301.08	0.4034493054490703	2.585966623839156	
row26	E8	row26_M+Na[1+];row27_M+Na[1+]	C00506	L-Cysteate	row26	191.9942	218.63	0.9748070156456276	-0.06751912696385241	
row27	E8	row26_M+Na[1+];row27_M+Na[1+]	C00506	L-Cysteate	row27	191.9942	219.68	0.7097982633085963	0.7501074641161821	
row34	E9	row34_M+H[1+];row35_M+H[1+];row53_M(C13)+H[1+];row54_M(C13)+H[1+]	C00322	2-Oxoadipate	row34	161.0449	242.72	0.05517601837735631	10.156743092950663	C6H12O6,C6H10O5
row35	E9	row34_M+H[1+];row35_M+H[1+];row53_M(C13)+H[1+];row54_M(C13)+H[1+]	C00322	2-Oxoadipate	row35	161.0449	245.47	0.17390304760704103	5.493513724642131	C6H12O6,C6H10O5
row53	E9	row34_M+H[1+];row35_M+H[1+];row53_M(C13)+H[1+];row54_M(C13)+H[1+]	C00322	2-Oxoadipate	row53	162.0481	242.72	0.16218689355793048	5.727144542020897	C13H6
row54	E9	row34_M+H[1+];row35_M+H[1+];row53_M(C13)+H[1+];row54_M(C13)+H[1+]	C00322	2-Oxoadipate	row54	162.0481	245.21	0.19340991703264682	5.196235039866114	C13H6
row67	E13	row67_M+H[1+];row88_M(C13)+H[1+]	C00158;C04575;C00311	Citrate$$Isocitrate	row67	193.0348	307.77	0.6901653294169084	-0.8022010125714941	C6H10O7
