pathway	overlap_size	pathway_size	p-value	overlap_EmpiricalCompounds (id)	overlap_features (id)	overlap_features (name)
Drug metabolism - cytochrome P450	3	4	0.008654734896227208	E73,E143,E87	C05635/C16596,C16576/C01516,C16586/CE2173	5-Hydroxyindoleacetate/5-Phenyl-1,3-oxazinane-2,4-dione$Norcodeine; N-Desmethylcodeine/Morphine$2-Phenyl-1,3-propanediol monocarbamate/
Tryptophan metabolism	5	11	0.026468364003024956	E131,E73,E88,E159,E7	CE5860,C05635/C16596,C00643,C04148/C05642,C00322	$5-Hydroxyindoleacetate/5-Phenyl-1,3-oxazinane-2,4-dione$5-Hydroxy-L-tryptophan$alpha-N-Phenylacetyl-L-glutamine/Formyl-N-acetyl-5-methoxykynurenamine$2-Oxoadipate
Vitamin A (retinol) metabolism	2	3	0.031089824384505502	E117,E123	C00777/C15493,CE5932/C02075/C06428/CE5013	Retinoate/9-cis-Retinoic acid$13,14-epoxy-retinol/Retinyl ester; all-trans-Retinyl ester/(5Z,8Z,11Z,14Z,17Z)-Icosapentaenoic acid; (5Z,8Z,11Z,14Z,17Z)-Eicosapentaenoic acid; Eicosapentaenoic acid; 5,8,11,14,17-Icosapentaenoic acid; (5Z,8Z,11Z,14Z,17Z)-Eicosapentaenoate/
Hyaluronan Metabolism	1	1	0.06562473741702378	E94		
Keratan sulfate degradation	1	1	0.06562473741702378	E94		
3-oxo-10R-octadecatrienoate beta-oxidation	1	1	0.06562473741702378	E142		
Vitamin B1 (thiamin) metabolism	1	1	0.06562473741702378	E7	C00322	2-Oxoadipate
De novo fatty acid biosynthesis	1	1	0.06562473741702378	E123	CE5932/C02075/C06428/CE5013	13,14-epoxy-retinol/Retinyl ester; all-trans-Retinyl ester/(5Z,8Z,11Z,14Z,17Z)-Icosapentaenoic acid; (5Z,8Z,11Z,14Z,17Z)-Eicosapentaenoic acid; Eicosapentaenoic acid; 5,8,11,14,17-Icosapentaenoic acid; (5Z,8Z,11Z,14Z,17Z)-Eicosapentaenoate/
D4&E4-neuroprostanes formation	1	1	0.06562473741702378	E38		
Heparan sulfate degradation	1	1	0.06562473741702378	E94		
Porphyrin metabolism	1	1	0.06562473741702378	E38		
Prostaglandin formation from arachidonate	1	1	0.06562473741702378	E38		
Leukotriene metabolism	1	1	0.06562473741702378	E178		
Pyrimidine metabolism	3	7	0.08637929585749096	E109,E79,E157	,,	$$
Aspartate and asparagine metabolism	2	5	0.15578522813208975	E15,E59	,	$
Lysine metabolism	2	5	0.15578522813208975	E7,E59	C00322,	2-Oxoadipate$
Glycolysis and Gluconeogenesis	1	2	0.16822115788589195	E45		
N-Glycan Degradation	1	2	0.16822115788589195	E94		
Drug metabolism - other enzymes	1	2	0.16822115788589195	E168		
Aminosugars metabolism	1	2	0.16822115788589195	E94		
Tyrosine metabolism	4	13	0.17973279556339802	E38,E80,E87,E159	,,C16586/CE2173,C04148/C05642	$$2-Phenyl-1,3-propanediol monocarbamate/$alpha-N-Phenylacetyl-L-glutamine/Formyl-N-acetyl-5-methoxykynurenamine
Fructose and mannose metabolism	1	3	0.21233509789093352	E99		
Butanoate metabolism	1	3	0.21233509789093352	E45		
Glutathione Metabolism	1	3	0.21233509789093352	E15		
Arginine and Proline Metabolism	2	7	0.2133434165196202	E15,E59	,	$
Sialic acid metabolism	1	4	0.23863540878917738	E94		
Linoleate metabolism	1	4	0.23863540878917738	E38		
Galactose metabolism	1	4	0.23863540878917738	E94		
Ascorbate (Vitamin C) and Aldarate Metabolism	1	4	0.23863540878917738	E38		
Purine metabolism	1	5	0.26039828585833125	E38		
Urea cycle/amino group metabolism	2	10	0.2647676665826401	E112,E59	,	$
Vitamin D3 (cholecalciferol) metabolism	0	0	0.284261826737249			
N-Glycan biosynthesis	0	1	0.284261826737249			
Glycosphingolipid biosynthesis - ganglioseries	0	0	0.284261826737249			
R Group Synthesis	0	0	0.284261826737249			
C5-Branched dibasic acid metabolism	0	0	0.284261826737249			
Pyruvate Metabolism	0	0	0.284261826737249			
Chondroitin sulfate degradation	0	0	0.284261826737249			
Di-unsaturated fatty acid beta-oxidation	0	0	0.284261826737249			
Putative anti-Inflammatory metabolites formation from EPA	0	1	0.284261826737249			
Hexose phosphorylation	0	1	0.284261826737249			
Vitamin B2 (riboflavin) metabolism	0	0	0.284261826737249			
Squalene and cholesterol biosynthesis	0	0	0.284261826737249			
Glycerolipid metabolism	0	0	0.284261826737249			
Carnitine shuttle	0	0	0.284261826737249			
Alkaloid biosynthesis II	0	1	0.284261826737249			
Glycosphingolipid biosynthesis - globoseries	0	1	0.284261826737249			
Histidine metabolism	0	3	0.284261826737249			
Vitamin B5 - CoA biosynthesis from pantothenate	0	1	0.284261826737249			
Glycosylphosphatidylinositol(GPI)-anchor biosynthesis	0	0	0.284261826737249			
Glycosphingolipid biosynthesis - lactoseries	0	0	0.284261826737249			
Bile acid biosynthesis	0	0	0.284261826737249			
Parathio degradation	0	0	0.284261826737249			
Propanoate metabolism	0	2	0.284261826737249			
Blood Group Biosynthesis	0	0	0.284261826737249			
Electron transport chain	0	0	0.284261826737249			
Vitamin H (biotin) metabolism	0	0	0.284261826737249			
Biopterin metabolism	0	1	0.284261826737249			
Vitamin E metabolism	0	0	0.284261826737249			
Androgen and estrogen biosynthesis and metabolism	0	1	0.284261826737249			
Glycine, serine, alanine and threonine metabolism	0	5	0.284261826737249			
Caffeine metabolism	0	0	0.284261826737249			
Lipoate metabolism	0	0	0.284261826737249			
Heparan sulfate biosynthesis	0	0	0.284261826737249			
Vitamin B9 (folate) metabolism	0	1	0.284261826737249			
Glyoxylate and Dicarboxylate Metabolism	0	0	0.284261826737249			
Valine, leucine and isoleucine degradation	0	1	0.284261826737249			
Fatty Acid Metabolism	0	0	0.284261826737249			
Glycosaminoglycan degradation	0	0	0.284261826737249			
Fatty acid oxidation	0	0	0.284261826737249			
ROS Detoxification	0	0	0.284261826737249			
Xenobiotics metabolism	0	0	0.284261826737249			
Saturated fatty acids beta-oxidation	0	0	0.284261826737249			
CoA Catabolism	0	0	0.284261826737249			
Omega-3 fatty acid metabolism	0	0	0.284261826737249			
Mono-unsaturated fatty acid beta-oxidation	0	0	0.284261826737249			
Glycosphingolipid biosynthesis - neolactoseries	0	0	0.284261826737249			
Vitamin B3 (nicotinate and nicotinamide) metabolism	0	5	0.284261826737249			
Geraniol degradation	0	0	0.284261826737249			
Vitamin D	0	0	0.284261826737249			
Dynorphin metabolism	0	0	0.284261826737249			
Fatty acid oxidation, peroxisome	0	0	0.284261826737249			
Polyunsaturated fatty acid biosynthesis	0	0	0.284261826737249			
Alanine and Aspartate Metabolism	0	3	0.284261826737249			
Keratan sulfate biosynthesis	0	0	0.284261826737249			
TCA cycle	0	2	0.284261826737249			
3-Chloroacrylic acid degradation	0	0	0.284261826737249			
Arachidonic acid metabolism	0	1	0.284261826737249			
Sphingolipid metabolism	0	0	0.284261826737249			
O-Glycan biosynthesis	0	0	0.284261826737249			
Glycosphingolipid metabolism	0	1	0.284261826737249			
Limonene and pinene degradation	0	0	0.284261826737249			
Proteoglycan biosynthesis	0	0	0.284261826737249			
Vitamin K metabolism	0	0	0.284261826737249			
Glycerophospholipid metabolism	0	2	0.284261826737249			
Glutamate metabolism	0	1	0.284261826737249			
Phosphatidylinositol phosphate metabolism	0	2	0.284261826737249			
Benzoate degradation via CoA ligation	0	0	0.284261826737249			
Dimethyl-branched-chain fatty acid mitochondrial beta-oxidation	0	0	0.284261826737249			
Vitamin B6 (pyridoxine) metabolism	0	0	0.284261826737249			
Pentose and Glucuronate Interconversions	0	0	0.284261826737249			
Atrazine degradation	0	0	0.284261826737249			
Vitamin B12 (cyanocobalamin) metabolism	0	1	0.284261826737249			
Fatty acid activation	0	0	0.284261826737249			
Carbon fixation	0	0	0.284261826737249			
Nucleotide Sugar Metabolism	0	0	0.284261826737249			
Ubiquinone Biosynthesis	0	1	0.284261826737249			
1- and 2-Methylnaphthalene degradation	0	0	0.284261826737249			
Nitrogen metabolism	0	1	0.284261826737249			
Beta-Alanine metabolism	0	1	0.284261826737249			
Prostaglandin formation from dihomo gama-linoleic acid	0	0	0.284261826737249			
C21-steroid hormone biosynthesis and metabolism	0	0	0.284261826737249			
Starch and Sucrose Metabolism	0	1	0.284261826737249			
Trihydroxycoprostanoyl-CoA beta-oxidation	0	0	0.284261826737249			
Omega-6 fatty acid metabolism	0	0	0.284261826737249			
Phytanic acid peroxisomal oxidation	0	0	0.284261826737249			
Pentose phosphate pathway	0	5	0.284261826737249			
Methionine and cysteine metabolism	0	3	0.284261826737249			
Selenoamino acid metabolism	0	0	0.284261826737249			
