EID	massfeature_rows	str_row_ion	compounds	compound_names
E1	row6	row6_M+Na[1+]	1mncam;C02918	1-Methylnicotinamide$1-Methylnicotinamide
E2	row7	row7_M+Na[1+]	1mncam;C02918	1-Methylnicotinamide$1-Methylnicotinamide
E3	row10;row9	row10_M+H[1+];row9_M+H[1+]	C09815	Benzamide
E5	row18	row18_M+H[1+]	C00804	Propynoate; Propiolic acid; Acetylenecarboxylic acid; Acetylenemonocarboxylate
E6	row22	row22_M+H[1+]	C00180;C00633	Benzoate; Benzoic acid; Benzenecarboxylic acid; Phenylformic acid; Dracylic acid$4-Hydroxybenzaldehyde; p-Hydroxybenzaldehyde
E7	row23;row24	row23_M+H[1+];row24_M+H[1+]	C00322	2-Oxoadipate
E9	row32	row32_M+H[1+]	C00158;C04575;C00311	Citrate$$Isocitrate
E14	row75;row83	row75_M+H[1+];row83_M(C13)+H[1+]	C01879;C04281;C04282	5-Oxoproline$L-1-Pyrroline-3-hydroxy-5-carboxylate$1-Pyrroline-4-hydroxy-2-carboxylate
E15	row76	row76_M+H[1+]	C01879;C04281;C04282	5-Oxoproline$L-1-Pyrroline-3-hydroxy-5-carboxylate$1-Pyrroline-4-hydroxy-2-carboxylate
E19	row82	row82_M+H[1+]	CE5538;C05653	noradrenochrome$N-Formylanthranilate
E21	row565	row565_M+Na[1+]	CE5542	noradrenochrome o-semiquinone
E27	row235	row235_M+H[1+]	C01250	N-Acetyl-L-glutamate 5-semialdehyde; 2-Acetamido-5-oxopentanoate
E28	row94	row94_M+Na[1+]	C01250	N-Acetyl-L-glutamate 5-semialdehyde; 2-Acetamido-5-oxopentanoate
E29	row95	row95_M+H[1+]	C00822;C05604	Dopaquinone$2-Carboxy-2,3-dihydro-5,6-dihydroxyindole; Leucodopachrome
E36	row154	row154_M+Na[1+]	C00217;C00025;C05938	D-Glutamate; D-Glutamic acid; D-Glutaminic acid; D-2-Aminoglutaric acid$L-Glutamate$L-4-Hydroxyglutamate semialdehyde
E37	row155	row155_M+Na[1+]	C00791	
E38	row162	row162_M+Na[1+]	C02670;C00072;glac	D-glucurono-6,3-lactone$L-Ascorbate$D-glucurono-6,3-lactone
E41	row1098	row1098_M+H[1+]	C05606	Melanin
E42	row178;row193	row178_M+H[1+];row193_M(C13)+H[1+]	C05576	3,4-Dihydroxyphenylethyleneglycol
E43	row180	row180_M+H[1+]	C00108	Anthranilate
E45	row404;row405	row404_M+Na[1+];row405_M+Na[1+]	C00900;C06010	2-Acetolactate$(S)-2-Acetolactate; (S)-2-Hydroxy-2-methyl-3-oxobutanoate
E46	row190;row191	row190_M+Na[1+];row191_M+Na[1+]	C01040;C05394;C00198	L-Gulono-1,4-lactone; L-Gulono-gamma-lactone; gamma-Gulonolactone; L-Gulonic acid gamma-lactone; L-Gulonolactone$3-Keto-beta-D-galactose$D-Glucono-1,5-lactone; Gluconic lactone; Gluconic acid lactone; 1,5-Gluconolactone; delta-Gluconolactone; D-Gluconolactone; Gluconolactone
E47	row345	row345_M+H[1+]	C01040;C05394;C00198	L-Gulono-1,4-lactone; L-Gulono-gamma-lactone; gamma-Gulonolactone; L-Gulonic acid gamma-lactone; L-Gulonolactone$3-Keto-beta-D-galactose$D-Glucono-1,5-lactone; Gluconic lactone; Gluconic acid lactone; 1,5-Gluconolactone; delta-Gluconolactone; D-Gluconolactone; Gluconolactone
E48	row196	row196_M+Na[1+]	C00122	Fumarate
E57	row286	row286_M+H[1+]	C05130	Imidazole-4-acetaldehyde; Imidazole acetaldehyde
E59	row309	row309_M+H[1+]	C03239;C02946;C04076	6-Amino-2-oxohexanoate; 2-Oxo-6-aminocaproate$4-Acetamidobutanoate$L-2-Aminoadipate 6-semialdehyde; 2-Aminoadipate 6-semialdehyde
E60	row323	row323_M+H[1+]	C02512;C00429	Beta cyanoalanine$5,6-dihydrouracil
E61	row324	row324_M+H[1+]	C06006	(S)-2-Aceto-2-hydroxybutanoate; (S)-2-Hydroxy-2-ethyl-3-oxobutanoate
E62	row342;row352	row342_M+H[1+];row352_M(C13)+H[1+]	C01180	2-keto-4-methylthiobutyrate
E63	row345;row554	row345_M+Na[1+];row554_M+HCOONa[1+]	CE2026	3-methylcrotonoylglycine
E65	row363	row363_M+Na[1+]	C00624	N-Acetyl-L-glutamate; N-Acetyl-L-glutamic acid
E68	row373	row373_M+H[1+]	CE5665	leukoaminochrome
E69	row378	row378_M+Na[1+]	C00944	3-Dehydroquinate; 5-Dehydroquinate; 3-Dehydroquinic acid; 5-Dehydroquinic acid
E70	row385;row402	row385_M+H[1+];row402_M(C13)+H[1+]	C00031;C00221;C02336;C00267;C00962;C00795;C00137;C00984;C00159	D-Glucose$beta-D-Glucose$beta-D-Fructose; beta-Fruit sugar; beta-D-arabino-Hexulose; beta-Levulose; Fructose$alpha-D-Glucose$beta-D-Galactose$D-Tagatose; lyxo-Hexulose$myo-Inositol$alpha-D-Galactose$D-Mannose
E72	row385	row385_M+Na[1+]	CE4970;CE4968	2-methylbutyrylglycine$isovalerylglycine
E73	row397	row397_M+Na[1+]	C05635;C16596	5-Hydroxyindoleacetate$5-Phenyl-1,3-oxazinane-2,4-dione
E76	row407	row407_M+H[1+]	C00082;CE2174	L-Tyrosine$
E79	row430	row430_M+H[1+]	C00295	Orotate
E80	row438;row439;row960	row438_M+Na[1+];row439_M+Na[1+];row960_M+HCOONa[1+]	CE4890;C09640	N-methylsalsolinol$(-)-Salsoline
