EID	massfeature_rows	str_row_ion	compounds	compound_names
E3	row23;row3	row23_M(C13)+H[1+];row3_M+H[1+]	C00300	Creatine; alpha-Methylguanidino acetic acid; Methylglycocyamine
E6	row25	row25_M+H[1+]	C06103	6-Hydroxyhexanoic acid; 6-Hydroxyhexanoate
E7	row31	row31_M+Na[1+]	C00257;C00800	D-Gluconate$L-Gulonate
E10	row41	row41_M+Na[1+]	C00380	Cytosine
E12	row404;row50;row69	row404_M+Na[1+];row50_M+H[1+];row69_M(C13)+H[1+]	C00864	(R)-Pantothenate
E17	row68;row84	row68_M+H[1+];row84_M(C13)+H[1+]	C00643	5-Hydroxy-L-tryptophan
E22	row103	row103_M+H[1+]	C07086;C03765	Phenylacetic acid; Benzylformic acid; Phenylacetate; Benzeneacetiic acid$4-Hydroxyphenylacetaldehyde
E26	row478	row478_M+Na[1+]	CE5920	
E27	row113;row139;row555	row113_M+H[1+];row139_M(C13)+H[1+];row555_M+Na[1+]	C00329	D-Glucosamine
E28	row114	row114_M+Na[1+]	CE4788;C00763;C00148	acetamidopropanal$D-Proline$L-Proline
E30	row127	row127_M+H[1+]	C00785	Urocanate
E31	row490	row490_M+Na[1+]	C00785	Urocanate
E34	row158	row158_M+Na[1+]	CE2949	
E36	row167;row613;row614	row167_M(C13)+H[1+];row613_M+Na[1+];row614_M+Na[1+]	C00082;CE2174	L-Tyrosine$
E38	row182;row470;row494	row182_M+HCOONa[1+];row470_M+H[1+];row494_M(C13)+H[1+]	C00637	Indole-3-acetaldehyde
E39	row471	row471_M+H[1+]	C00637	Indole-3-acetaldehyde
E40	row182	row182_M+Na[1+]	C05660	5-Methoxyindoleacetate
E41	row670	row670_M+H[1+]	C05660	5-Methoxyindoleacetate
E46	row193	row193_M+Na[1+]	C00503	Erythritol; Erythrol; Phycitol; Phycite; Erythrite
E49	row219;row244	row219_M+H[1+];row244_M(C13)+H[1+]	C01035	4-Guanidinobutanoate
E54	row242	row242_M+Na[1+]	C01019	6-Deoxy-L-galactose; L-Fucose
E56	row253	row253_M+H[1+]	C05579	Indole-5,6-quinone
