pathway	overlap_size	pathway_size	p-value	overlap_EmpiricalCompounds (id)	overlap_features (id)	overlap_features (name)
Glutathione Metabolism	2	5	0.0029409293336694394	E21,E181	C01879/C04281/C04282,C00669	5-Oxoproline/L-1-Pyrroline-3-hydroxy-5-carboxylate/1-Pyrroline-4-hydroxy-2-carboxylate$gamma-L-Glutamyl-L-cysteine
Aspartate and asparagine metabolism	2	9	0.012772035963364424	E21,E181	C01879/C04281/C04282,C00669	5-Oxoproline/L-1-Pyrroline-3-hydroxy-5-carboxylate/1-Pyrroline-4-hydroxy-2-carboxylate$gamma-L-Glutamyl-L-cysteine
Urea cycle/amino group metabolism	2	13	0.023779514326527182	E37,E54	C01250,C00791	N-Acetyl-L-glutamate 5-semialdehyde; 2-Acetamido-5-oxopentanoate$
Vitamin B1 (thiamin) metabolism	1	3	0.02697252331736829	E10	C00322	2-Oxoadipate
Glutamate metabolism	1	3	0.02697252331736829	E181	C00669	gamma-L-Glutamyl-L-cysteine
Phosphatidylinositol phosphate metabolism	1	6	0.041929249642887155	E292	C01225	sn-glycero-3-Phospho-1-inositol; 1-(sn-glycero-3-Phospho)-1D-myo-inositol
Glycerophospholipid metabolism	1	7	0.044450046214603814	E292	C01225	sn-glycero-3-Phospho-1-inositol; 1-(sn-glycero-3-Phospho)-1D-myo-inositol
Lysine metabolism	1	7	0.044450046214603814	E10	C00322	2-Oxoadipate
Arginine and Proline Metabolism	1	8	0.04495420552894715	E21	C01879/C04281/C04282	5-Oxoproline/L-1-Pyrroline-3-hydroxy-5-carboxylate/1-Pyrroline-4-hydroxy-2-carboxylate
Tryptophan metabolism	1	12	0.04764305520544492	E10	C00322	2-Oxoadipate
Pyrimidine metabolism	1	15	0.0480631879673977	E56	C00438	N-Carbamoyl-L-aspartate
Vitamin D3 (cholecalciferol) metabolism	0	0	0.048147214519788255			
Hyaluronan Metabolism	0	1	0.048147214519788255			
N-Glycan biosynthesis	0	2	0.048147214519788255			
Glycolysis and Gluconeogenesis	0	5	0.048147214519788255			
Glycosphingolipid biosynthesis - ganglioseries	0	0	0.048147214519788255			
R Group Synthesis	0	0	0.048147214519788255			
C5-Branched dibasic acid metabolism	0	0	0.048147214519788255			
Pyruvate Metabolism	0	0	0.048147214519788255			
Sialic acid metabolism	0	7	0.048147214519788255			
Chondroitin sulfate degradation	0	1	0.048147214519788255			
Di-unsaturated fatty acid beta-oxidation	0	0	0.048147214519788255			
Putative anti-Inflammatory metabolites formation from EPA	0	1	0.048147214519788255			
Linoleate metabolism	0	5	0.048147214519788255			
Hexose phosphorylation	0	4	0.048147214519788255			
Vitamin B2 (riboflavin) metabolism	0	1	0.048147214519788255			
Squalene and cholesterol biosynthesis	0	0	0.048147214519788255			
Galactose metabolism	0	6	0.048147214519788255			
Keratan sulfate degradation	0	1	0.048147214519788255			
Glycerolipid metabolism	0	0	0.048147214519788255			
