pathway	overlap_size	pathway_size	p-value	overlap_EmpiricalCompounds (id)	overlap_features (id)	overlap_features (name)
Aspartate and asparagine metabolism	9	20	0.023611461221746073	E103,E276,E128,E104,E59,E26,E66,E105,E33	C03740,C00669,C01239,C03740,C00437,C02714,C05829,C03740,C01165/C01157/C00430/C03440/C01110	5-L-Glutamyl-L-alanine$gamma-L-Glutamyl-L-cysteine$N-Acetyl-beta-D-glucosaminylamine$5-L-Glutamyl-L-alanine$N2-Acetyl-L-ornithine$N-Acetylputrescine$$5-L-Glutamyl-L-alanine$L-Glutamate 5-semialdehyde; L-Glutamate gamma-semialdehyde/trans-4-Hydroxy-L-proline/5-Aminolevulinate; 5-Amino-4-oxopentanoate; 5-Amino-4-oxovaleric acid/cis-4-Hydroxy-D-proline/5-Amino-2-oxopentanoic acid; 5-Amino-2-oxopentanoate; 2-Oxo-5-amino-pentanoate; 2-Oxo-5-aminopentanoate; alpha-Keto-delta-aminopentanoate; 2-Oxo-5-aminovalerate
Glutathione Metabolism	4	7	0.035795311318376606	E105,E103,E104,E276	C03740,C03740,C03740,C00669	5-L-Glutamyl-L-alanine$5-L-Glutamyl-L-alanine$5-L-Glutamyl-L-alanine$gamma-L-Glutamyl-L-cysteine
Lysine metabolism	3	5	0.05167632972019158	E94,E114,E95	,,	$$
Urea cycle/amino group metabolism	8	21	0.07755650785648265	E34,E54,E42,E167,E135,E59,E33,E250	,,,,,C00437,C01165/C01157/C00430/C03440/C01110,	$$$$$N2-Acetyl-L-ornithine$L-Glutamate 5-semialdehyde; L-Glutamate gamma-semialdehyde/trans-4-Hydroxy-L-proline/5-Aminolevulinate; 5-Amino-4-oxopentanoate; 5-Amino-4-oxovaleric acid/cis-4-Hydroxy-D-proline/5-Amino-2-oxopentanoic acid; 5-Amino-2-oxopentanoate; 2-Oxo-5-amino-pentanoate; 2-Oxo-5-aminopentanoate; alpha-Keto-delta-aminopentanoate; 2-Oxo-5-aminovalerate$
Glycerophospholipid metabolism	6	15	0.08890009242920763	E362,E383,E82,E43,E19,E44	,C04230,C01233,C00093,C00670,C00093	$Lysophosphatidylcholine$sn-Glycero-3-phosphoethanolamine$Glycerol 3-phosphate$sn-Glycero-3-phosphocholine$Glycerol 3-phosphate
N-Glycan Degradation	3	6	0.09410973867742206	E341,E4,E408	,,	$$
Glyoxylate and Dicarboxylate Metabolism	1	1	0.1496512898075792	E80		
Selenoamino acid metabolism	1	1	0.1496512898075792	E379		
Carnitine shuttle	2	4	0.1637677506091925	E376,E389	,	$
Biopterin metabolism	2	4	0.1637677506091925	E222,E379	,	$
Vitamin B9 (folate) metabolism	2	4	0.1637677506091925	E61,E379	,	$
Glycine, serine, alanine and threonine metabolism	5	14	0.17427106965801192	E80,E34,E167,E330,E33	,,,,C01165/C01157/C00430/C03440/C01110	$$$$L-Glutamate 5-semialdehyde; L-Glutamate gamma-semialdehyde/trans-4-Hydroxy-L-proline/5-Aminolevulinate; 5-Amino-4-oxopentanoate; 5-Amino-4-oxovaleric acid/cis-4-Hydroxy-D-proline/5-Amino-2-oxopentanoic acid; 5-Amino-2-oxopentanoate; 2-Oxo-5-amino-pentanoate; 2-Oxo-5-aminopentanoate; alpha-Keto-delta-aminopentanoate; 2-Oxo-5-aminovalerate
Keratan sulfate degradation	2	5	0.21628434585328965	E4,E408	,	$
Methionine and cysteine metabolism	3	9	0.24098815225611292	E134,E183,E379	,,	$$
Pyruvate Metabolism	1	2	0.24460129400890682	E330		
Alanine and Aspartate Metabolism	1	3	0.3177884211410806	E61		
Glutamate metabolism	1	3	0.3177884211410806	E276	C00669	gamma-L-Glutamyl-L-cysteine
Arginine and Proline Metabolism	3	11	0.31913284597932945	E159,E33,E26	,C01165/C01157/C00430/C03440/C01110,C02714	$L-Glutamate 5-semialdehyde; L-Glutamate gamma-semialdehyde/trans-4-Hydroxy-L-proline/5-Aminolevulinate; 5-Amino-4-oxopentanoate; 5-Amino-4-oxovaleric acid/cis-4-Hydroxy-D-proline/5-Amino-2-oxopentanoic acid; 5-Amino-2-oxopentanoate; 2-Oxo-5-amino-pentanoate; 2-Oxo-5-aminopentanoate; alpha-Keto-delta-aminopentanoate; 2-Oxo-5-aminovalerate$N-Acetylputrescine
Fructose and mannose metabolism	2	9	0.39122762793042604	E4,E217	,	$
Tryptophan metabolism	4	18	0.40341147802705657	E158,E72,E222,E208	,,,	$$$
Linoleate metabolism	1	5	0.4113940005041593	E383	C04230	Lysophosphatidylcholine
Drug metabolism - cytochrome P450	1	5	0.4113940005041593	E81		
Vitamin B3 (nicotinate and nicotinamide) metabolism	1	5	0.4113940005041593	E398		
Xenobiotics metabolism	1	6	0.4313923199731115	E170		
Porphyrin metabolism	1	6	0.4313923199731115	E33	C01165/C01157/C00430/C03440/C01110	L-Glutamate 5-semialdehyde; L-Glutamate gamma-semialdehyde/trans-4-Hydroxy-L-proline/5-Aminolevulinate; 5-Amino-4-oxopentanoate; 5-Amino-4-oxovaleric acid/cis-4-Hydroxy-D-proline/5-Amino-2-oxopentanoic acid; 5-Amino-2-oxopentanoate; 2-Oxo-5-amino-pentanoate; 2-Oxo-5-aminopentanoate; alpha-Keto-delta-aminopentanoate; 2-Oxo-5-aminovalerate
Galactose metabolism	2	13	0.44786152424166037	E321,E341	,	$
Purine metabolism	2	13	0.44786152424166037	E159,E309	,	$
Valine, leucine and isoleucine degradation	1	8	0.45038232081337704	E17		
Aminosugars metabolism	1	8	0.45038232081337704	E341		
Glycosphingolipid biosynthesis - ganglioseries	1	11	0.4588690026048231	E357		
Tyrosine metabolism	3	24	0.46054953365263424	E222,E135,E273	,,	$$
Pyrimidine metabolism	1	15	0.46172590538610203	E253		
Vitamin D3 (cholecalciferol) metabolism	0	1	0.46214603814805477			
Hyaluronan Metabolism	0	4	0.46214603814805477			
N-Glycan biosynthesis	0	14	0.46214603814805477			
Glycolysis and Gluconeogenesis	0	5	0.46214603814805477			
R Group Synthesis	0	1	0.46214603814805477			
C5-Branched dibasic acid metabolism	0	2	0.46214603814805477			
Sialic acid metabolism	0	6	0.46214603814805477			
Chondroitin sulfate degradation	0	0	0.46214603814805477			
Di-unsaturated fatty acid beta-oxidation	0	1	0.46214603814805477			
Putative anti-Inflammatory metabolites formation from EPA	0	1	0.46214603814805477			
Hexose phosphorylation	0	4	0.46214603814805477			
Vitamin B2 (riboflavin) metabolism	0	1	0.46214603814805477			
Squalene and cholesterol biosynthesis	0	2	0.46214603814805477			
Glycerolipid metabolism	0	0	0.46214603814805477			
3-oxo-10R-octadecatrienoate beta-oxidation	0	0	0.46214603814805477			
Alkaloid biosynthesis II	0	0	0.46214603814805477			
Vitamin B1 (thiamin) metabolism	0	2	0.46214603814805477			
Glycosphingolipid biosynthesis - globoseries	0	11	0.46214603814805477			
Histidine metabolism	0	3	0.46214603814805477			
Vitamin B5 - CoA biosynthesis from pantothenate	0	3	0.46214603814805477			
Glycosylphosphatidylinositol(GPI)-anchor biosynthesis	0	0	0.46214603814805477			
Glycosphingolipid biosynthesis - lactoseries	0	9	0.46214603814805477			
Bile acid biosynthesis	0	2	0.46214603814805477			
Parathio degradation	0	0	0.46214603814805477			
Propanoate metabolism	0	2	0.46214603814805477			
Blood Group Biosynthesis	0	9	0.46214603814805477			
Electron transport chain	0	0	0.46214603814805477			
Vitamin H (biotin) metabolism	0	1	0.46214603814805477			
Vitamin E metabolism	0	1	0.46214603814805477			
Androgen and estrogen biosynthesis and metabolism	0	5	0.46214603814805477			
Caffeine metabolism	0	0	0.46214603814805477			
Lipoate metabolism	0	0	0.46214603814805477			
Heparan sulfate biosynthesis	0	0	0.46214603814805477			
De novo fatty acid biosynthesis	0	0	0.46214603814805477			
Vitamin A (retinol) metabolism	0	3	0.46214603814805477			
Fatty Acid Metabolism	0	0	0.46214603814805477			
Glycosaminoglycan degradation	0	0	0.46214603814805477			
Fatty acid oxidation	0	1	0.46214603814805477			
ROS Detoxification	0	0	0.46214603814805477			
Saturated fatty acids beta-oxidation	0	1	0.46214603814805477			
CoA Catabolism	0	3	0.46214603814805477			
Omega-3 fatty acid metabolism	0	0	0.46214603814805477			
Butanoate metabolism	0	6	0.46214603814805477			
