pathway	overlap_size	pathway_size	p-value	overlap_EmpiricalCompounds (id)	overlap_features (id)	overlap_features (name)
Glycine, serine, alanine and threonine metabolism	3	4	0.008150575581883875	E235,E105,E3	C15980/C02939/C01033,C00581/gudac,C00300	(S)-2-Methylbutanoyl-CoA/Isovaleryl-CoA/2-Methylbutanoyl-CoA; 2-Methylbutyryl-CoA$Guanidinoacetate; Guanidinoacetic acid; Glycocyamine; N-Amidinoglycine; Guanidoacetic acid/Guanidinoacetate$Creatine; alpha-Methylguanidino acetic acid; Methylglycocyamine
Drug metabolism - cytochrome P450	3	4	0.008150575581883875	E116,E111,E75	C16582/C16584,C16602/C16601/C07496,C16595/C16587	2-Hydroxyfelbamate/p-Hydroxyfelbamate$3-Hydroxycarbamazepine/2-Hydroxycarbamazepine/Carbamazepine-10,11-epoxide; Carbamazepine epoxide$4-Hydroxy-5-phenyltetrahydro-1,3-oxazin-2-one/3-Carbamoyl-2-phenylpropionaldehyde
Glycerophospholipid metabolism	3	4	0.008150575581883875	E72,E213,E121	C01233,C00307,C03150/C04874	sn-Glycero-3-phosphoethanolamine$CDPcholine$N-Ribosylnicotinamide/Dihydroneopterin
Fructose and mannose metabolism	2	2	0.009074867658179985	E123,E52	C01507/C00794/C01697,C01019	L-Iditol/D-Sorbitol/Galactitol$6-Deoxy-L-galactose; L-Fucose
Valine, leucine and isoleucine degradation	3	5	0.01890597428787497	E235,E93,E145	C15980/C02939/C01033,C00141,C00233/C06102/C03465	(S)-2-Methylbutanoyl-CoA/Isovaleryl-CoA/2-Methylbutanoyl-CoA; 2-Methylbutyryl-CoA$3-Methyl-2-oxobutanoate$4-Methyl-2-oxopentanoate/Adipate semialdehyde; Hexan-1-one-6-carboxylate; 6-Oxohexanoate/3-Methyl-2-oxopentanoate; 2-Oxo-3-methylvalerate
Pentose phosphate pathway	2	3	0.029409293336694394	E54,E7	C02076,C00257/C00800	sedoheptulose$D-Gluconate/L-Gulonate
Linoleate metabolism	1	1	0.06419628602638434	E90		
Galactose metabolism	1	1	0.06419628602638434	E123	C01507/C00794/C01697	L-Iditol/D-Sorbitol/Galactitol
Keratan sulfate degradation	1	1	0.06419628602638434	E52	C01019	6-Deoxy-L-galactose; L-Fucose
Fatty Acid Metabolism	1	1	0.06419628602638434	E33		
N-Glycan Degradation	1	1	0.06419628602638434	E52	C01019	6-Deoxy-L-galactose; L-Fucose
Hexose phosphorylation	2	5	0.12603982858583312	E110,E123	,C01507/C00794/C01697	$L-Iditol/D-Sorbitol/Galactitol
Aspartate and asparagine metabolism	2	5	0.12603982858583312	E33,E45	,	$
