EID	massfeature_rows	str_row_ion	compounds	compound_names
E1	row411	row411_M+Na[1+]	C00944	3-Dehydroquinate; 5-Dehydroquinate; 3-Dehydroquinic acid; 5-Dehydroquinic acid
E2	row8	row8_M+H[1+]	C00944	3-Dehydroquinate; 5-Dehydroquinate; 3-Dehydroquinic acid; 5-Dehydroquinic acid
E3	row9	row9_M+Na[1+]	1mncam;C02918	1-Methylnicotinamide$1-Methylnicotinamide
E4	row10	row10_M+Na[1+]	1mncam;C02918	1-Methylnicotinamide$1-Methylnicotinamide
E6	row12	row12_M+H[1+]	C00804	Propynoate; Propiolic acid; Acetylenecarboxylic acid; Acetylenemonocarboxylate
E8	row17;row18	row17_M+H[1+];row18_M+H[1+]	C00322	2-Oxoadipate
E9	row26;row43	row26_M+H[1+];row43_M(C13)+H[1+]	C00158;C04575;C00311	Citrate$$Isocitrate
E13	row66;row75	row66_M+H[1+];row75_M(C13)+H[1+]	C01879;C04281;C04282	5-Oxoproline$L-1-Pyrroline-3-hydroxy-5-carboxylate$1-Pyrroline-4-hydroxy-2-carboxylate
E14	row67	row67_M+H[1+]	C01879;C04281;C04282	5-Oxoproline$L-1-Pyrroline-3-hydroxy-5-carboxylate$1-Pyrroline-4-hydroxy-2-carboxylate
E19	row74;row95	row74_M+H[1+];row95_M(C13)+H[1+]	CE5538;C05653	noradrenochrome$N-Formylanthranilate
E21	row615	row615_M+Na[1+]	CE5542	noradrenochrome o-semiquinone
E30	row96	row96_M+Na[1+]	C01250	N-Acetyl-L-glutamate 5-semialdehyde; 2-Acetamido-5-oxopentanoate
E31	row97	row97_M+H[1+]	C00822;C05604	Dopaquinone$2-Carboxy-2,3-dihydro-5,6-dihydroxyindole; Leucodopachrome
E36	row134	row134_M+H[1+]	C00534	Pyridoxamine
E37	row135	row135_M+H[1+]	C00534	Pyridoxamine
E38	row146	row146_M+Na[1+]	C00217;C00025;C05938	D-Glutamate; D-Glutamic acid; D-Glutaminic acid; D-2-Aminoglutaric acid$L-Glutamate$L-4-Hydroxyglutamate semialdehyde
E41	row149	row149_M+Na[1+]	C00791	
