pathway	overlap_size	pathway_size	p-value	overlap_EmpiricalCompounds (id)	overlap_features (id)	overlap_features (name)
Drug metabolism - cytochrome P450	4	6	0.0008402655239055541	E297,E93,E211,E189	C16577,C05635/C16596,C06174/C05176,C16576/C01516	Codeine-6-glucuronide$5-Hydroxyindoleacetate/5-Phenyl-1,3-oxazinane-2,4-dione$Codeine; (5alpha,6alpha)-7,8-Didehydro-4,5-epoxy-3-methoxy-17-methylmorphinan-6-ol/(S)-N-Methylcoclaurine; (S)-1,2,3,4-Tetrahydro-1-[(4-hydroxyphenyl)methyl]-6-methoxy-2-methyl-7-isoquinolinol$Norcodeine; N-Desmethylcodeine/Morphine
Tryptophan metabolism	5	12	0.0036971683051844383	E177,E268,E112,E271,E93	C02406/C02700,CE3086,C00643,C00019,C05635/C16596	Formylkynurenine/L-Formylkynurenine$4-(2-amino-3-hydroxyphenyl)-4-oxobutanoic acid O-glucoside$5-Hydroxy-L-tryptophan$S-Adenosyl-L-methionine$5-Hydroxyindoleacetate/5-Phenyl-1,3-oxazinane-2,4-dione
Putative anti-Inflammatory metabolites formation from EPA	2	3	0.011259558020334426	E257,E255	CE7114/CE2053/CE5138/CE5661/CE7115/CE7113/CE7112/CE7088,CE7114/CE2053/CE5138/CE5661/CE7115/CE7113/CE7112/CE7088	/20-oxo-leukotriene B4/12-oxo-20-hydroxy-leukotriene B4/15-oxo-lipoxin A4/20-hydroxy-leukotriene B5/15-epi-lipoxin B5/15-epi-lipoxin A5/PGH3$/20-oxo-leukotriene B4/12-oxo-20-hydroxy-leukotriene B4/15-oxo-lipoxin A4/20-hydroxy-leukotriene B5/15-epi-lipoxin B5/15-epi-lipoxin A5/PGH3
Arachidonic acid metabolism	2	4	0.021846903621544407	E257,E255	CE7114/CE2053/CE5138/CE5661/CE7115/CE7113/CE7112/CE7088,CE7114/CE2053/CE5138/CE5661/CE7115/CE7113/CE7112/CE7088	/20-oxo-leukotriene B4/12-oxo-20-hydroxy-leukotriene B4/15-oxo-lipoxin A4/20-hydroxy-leukotriene B5/15-epi-lipoxin B5/15-epi-lipoxin A5/PGH3$/20-oxo-leukotriene B4/12-oxo-20-hydroxy-leukotriene B4/15-oxo-lipoxin A4/20-hydroxy-leukotriene B5/15-epi-lipoxin B5/15-epi-lipoxin A5/PGH3
Leukotriene metabolism	2	4	0.021846903621544407	E257,E255	CE7114/CE2053/CE5138/CE5661/CE7115/CE7113/CE7112/CE7088,CE7114/CE2053/CE5138/CE5661/CE7115/CE7113/CE7112/CE7088	/20-oxo-leukotriene B4/12-oxo-20-hydroxy-leukotriene B4/15-oxo-lipoxin A4/20-hydroxy-leukotriene B5/15-epi-lipoxin B5/15-epi-lipoxin A5/PGH3$/20-oxo-leukotriene B4/12-oxo-20-hydroxy-leukotriene B4/15-oxo-lipoxin A4/20-hydroxy-leukotriene B5/15-epi-lipoxin B5/15-epi-lipoxin A5/PGH3
Hyaluronan Metabolism	1	1	0.03218216956558272	E117	C01074/C00645/C00140	N-Acetylgalactosamine; N-Acetylchondrosamine; 2-Acetamido-2-deoxygalactose; GalNAc/N-Acetyl-D-mannosamine; 2-Acetamido-2-deoxy-D-mannose/N-Acetyl-D-glucosamine
Keratan sulfate degradation	1	1	0.03218216956558272	E117	C01074/C00645/C00140	N-Acetylgalactosamine; N-Acetylchondrosamine; 2-Acetamido-2-deoxygalactose; GalNAc/N-Acetyl-D-mannosamine; 2-Acetamido-2-deoxy-D-mannose/N-Acetyl-D-glucosamine
Androgen and estrogen biosynthesis and metabolism	1	1	0.03218216956558272	E271	C00019	S-Adenosyl-L-methionine
Vitamin B12 (cyanocobalamin) metabolism	1	1	0.03218216956558272	E271	C00019	S-Adenosyl-L-methionine
Tyrosine metabolism	4	14	0.04176119653810604	E46,E271,E104,E47	C05606,C00019,CE4890/C09640,C05576	Melanin$S-Adenosyl-L-methionine$N-methylsalsolinol/(-)-Salsoline$3,4-Dihydroxyphenylethyleneglycol
