pathway	overlap_size	pathway_size	p-value	overlap_EmpiricalCompounds (id)	overlap_features (id)	overlap_features (name)
Glycine, serine, alanine and threonine metabolism	5	11	0.009326947315351651	E238,E16,E18,E91,E114	C03451,C01165/C01157/C00430/C03440/C01110,C00300,C00581/gudac,C00062/C00792	(R)-S-Lactoylglutathione$L-Glutamate 5-semialdehyde; L-Glutamate gamma-semialdehyde/trans-4-Hydroxy-L-proline/5-Aminolevulinate; 5-Amino-4-oxopentanoate; 5-Amino-4-oxovaleric acid/cis-4-Hydroxy-D-proline/5-Amino-2-oxopentanoic acid; 5-Amino-2-oxopentanoate; 2-Oxo-5-amino-pentanoate; 2-Oxo-5-aminopentanoate; alpha-Keto-delta-aminopentanoate; 2-Oxo-5-aminovalerate$Creatine; alpha-Methylguanidino acetic acid; Methylglycocyamine$Guanidinoacetate; Guanidinoacetic acid; Glycocyamine; N-Amidinoglycine; Guanidoacetic acid/Guanidinoacetate$L-Arginine/D-Arginine; D-2-Amino-5-guanidinovaleric acid
Urea cycle/amino group metabolism	6	16	0.013024115620536089	E28,E16,E91,E18,E32,E114	C00242,C01165/C01157/C00430/C03440/C01110,C00581/gudac,C00300,C00437,C00062/C00792	Guanine$L-Glutamate 5-semialdehyde; L-Glutamate gamma-semialdehyde/trans-4-Hydroxy-L-proline/5-Aminolevulinate; 5-Amino-4-oxopentanoate; 5-Amino-4-oxovaleric acid/cis-4-Hydroxy-D-proline/5-Amino-2-oxopentanoic acid; 5-Amino-2-oxopentanoate; 2-Oxo-5-amino-pentanoate; 2-Oxo-5-aminopentanoate; alpha-Keto-delta-aminopentanoate; 2-Oxo-5-aminovalerate$Guanidinoacetate; Guanidinoacetic acid; Glycocyamine; N-Amidinoglycine; Guanidoacetic acid/Guanidinoacetate$Creatine; alpha-Methylguanidino acetic acid; Methylglycocyamine$N2-Acetyl-L-ornithine$L-Arginine/D-Arginine; D-2-Amino-5-guanidinovaleric acid
Proteoglycan biosynthesis	3	5	0.01411646080161331	E273,E267,E216	C00203/C00043/C01170,C00029/C00052,C00015	UDP-N-acetyl-D-galactosamine/UDP-N-acetyl-D-glucosamine/UDP-N-acetyl-D-mannosamine$UDPglucose/UDPgalactose$UDP
Keratan sulfate degradation	3	6	0.022183009831106628	E273,E271,E216	C00203/C00043/C01170,m2mn,C00015	UDP-N-acetyl-D-galactosamine/UDP-N-acetyl-D-glucosamine/UDP-N-acetyl-D-mannosamine$(alpha-D-mannosyl)2-beta-D-mannosyl-N-acetylglucosamine$UDP
Keratan sulfate biosynthesis	3	7	0.03167801025123939	E273,E267,E216	C00203/C00043/C01170,C00029/C00052,C00015	UDP-N-acetyl-D-galactosamine/UDP-N-acetyl-D-glucosamine/UDP-N-acetyl-D-mannosamine$UDPglucose/UDPgalactose$UDP
O-Glycan biosynthesis	3	7	0.03167801025123939	E216,E267,E273	C00015,C00029/C00052,C00203/C00043/C01170	UDP$UDPglucose/UDPgalactose$UDP-N-acetyl-D-galactosamine/UDP-N-acetyl-D-glucosamine/UDP-N-acetyl-D-mannosamine
Hyaluronan Metabolism	2	4	0.04487017897655659	E216,E273	C00015,C00203/C00043/C01170	UDP$UDP-N-acetyl-D-galactosamine/UDP-N-acetyl-D-glucosamine/UDP-N-acetyl-D-mannosamine
C21-steroid hormone biosynthesis and metabolism	2	4	0.04487017897655659	E216,E206	C00015,C04555	UDP$3beta-Hydroxyandrost-5-en-17-one 3-sulfate; Dehydroepiandrosterone sulfate
Aminosugars metabolism	3	8	0.04554239139568104	E273,E220,E216	C00203/C00043/C01170,mn/C00611,C00015	UDP-N-acetyl-D-galactosamine/UDP-N-acetyl-D-glucosamine/UDP-N-acetyl-D-mannosamine$beta-1,4-mannose-N-acetylglucosamine/N-Acetyllactosamine; beta-D-Galactosyl-1,4-N-acetyl-D-glucosamine; beta-D-Galactosyl-1,4-N-acetyl-beta-D-glucosamine$UDP
Pyruvate Metabolism	1	1	0.061171330140324345	E238	C03451	(R)-S-Lactoylglutathione
Alanine and Aspartate Metabolism	1	1	0.061171330140324345	E114	C00062/C00792	L-Arginine/D-Arginine; D-2-Amino-5-guanidinovaleric acid
