EID	massfeature_rows	str_row_ion	compounds	compound_names
E1	row294;row434	row294_M+Na[1+];row434_M+HCOONa[1+]	C01019	6-Deoxy-L-galactose; L-Fucose
E2	row1	row1_M+H[1+]	C01019	6-Deoxy-L-galactose; L-Fucose
E4	row19	row19_M+Na[1+]	C01507;C00794;C01697	L-Iditol$D-Sorbitol$Galactitol
E5	row20	row20_M+Na[1+]	C01507;C00794;C01697	L-Iditol$D-Sorbitol$Galactitol
E9	row24;row45	row24_M+H[1+];row45_M(C13)+H[1+]	C00078;C00525	L-Tryptophan$D-Tryptophan
E11	row32	row32_M+H[1+]	C01732;C00490	Mesaconate; 2-Methylfumarate; Mesaconic acid; Methylfumaric acid$Itaconate; Itaconic acid; Methylenesuccinic acid
E12	row36	row36_M+H[1+]	C00233;C06102;C03465	4-Methyl-2-oxopentanoate$Adipate semialdehyde; Hexan-1-one-6-carboxylate; 6-Oxohexanoate$3-Methyl-2-oxopentanoate; 2-Oxo-3-methylvalerate
E13	row37	row37_M+H[1+]	C00233;C06102;C03465	4-Methyl-2-oxopentanoate$Adipate semialdehyde; Hexan-1-one-6-carboxylate; 6-Oxohexanoate$3-Methyl-2-oxopentanoate; 2-Oxo-3-methylvalerate
E14	row46;row56	row46_M+H[1+];row56_M(C13)+H[1+]	C02714	N-Acetylputrescine
E15	row48	row48_M+H[1+]	C00250	Pyridoxal
E16	row51;row52	row51_M+H[1+];row52_M+H[1+]	C01165;C01157;C00430;C03440;C01110	L-Glutamate 5-semialdehyde; L-Glutamate gamma-semialdehyde$trans-4-Hydroxy-L-proline$5-Aminolevulinate; 5-Amino-4-oxopentanoate; 5-Amino-4-oxovaleric acid$cis-4-Hydroxy-D-proline$5-Amino-2-oxopentanoic acid; 5-Amino-2-oxopentanoate; 2-Oxo-5-amino-pentanoate; 2-Oxo-5-aminopentanoate; alpha-Keto-delta-aminopentanoate; 2-Oxo-5-aminovalerate
E17	row53	row53_M+H[1+]	C01165;C01157;C00430;C03440;C01110	L-Glutamate 5-semialdehyde; L-Glutamate gamma-semialdehyde$trans-4-Hydroxy-L-proline$5-Aminolevulinate; 5-Amino-4-oxopentanoate; 5-Amino-4-oxovaleric acid$cis-4-Hydroxy-D-proline$5-Amino-2-oxopentanoic acid; 5-Amino-2-oxopentanoate; 2-Oxo-5-amino-pentanoate; 2-Oxo-5-aminopentanoate; alpha-Keto-delta-aminopentanoate; 2-Oxo-5-aminovalerate
E18	row54;row62	row54_M+H[1+];row62_M(C13)+H[1+]	C00300	Creatine; alpha-Methylguanidino acetic acid; Methylglycocyamine
E24	row79	row79_M+Na[1+]	C00106	Uracil
E25	row88	row88_M+H[1+]	C02505	2-Phenylacetamide
E26	row98	row98_M+H[1+]	C07086;C03765	Phenylacetic acid; Benzylformic acid; Phenylacetate; Benzeneacetiic acid$4-Hydroxyphenylacetaldehyde
E28	row102;row254;row261	row102_M+Na[1+];row254_M+H[1+];row261_M(C13)+H[1+]	C00242	Guanine
E29	row255;row262	row255_M+H[1+];row262_M(C13)+H[1+]	C00242	Guanine
E30	row105;row114	row105_M+H[1+];row114_M(C13)+H[1+]	C00108	Anthranilate
E32	row117;row127	row117_M+H[1+];row127_M(C13)+H[1+]	C00437	N2-Acetyl-L-ornithine
E34	row125;row344	row125_M+Na[1+];row344_M(C13)+H[1+]	C00719;C00431;C00183	Glycine betaine$5-Aminopentanoate; 5-Aminopentanoic acid; 5-Aminovaleric acid$L-Valine
E35	row126	row126_M+Na[1+]	C00719;C00431;C00183	Glycine betaine$5-Aminopentanoate; 5-Aminopentanoic acid; 5-Aminovaleric acid$L-Valine
E41	row136	row136_M+H[1+]	C00227	Acetyl phosphate
E42	row137	row137_M+H[1+]	C00227	Acetyl phosphate
E43	row138	row138_M+H[1+]	C00292	Aniline; Phenylamine; Benzenamine; Arylamine
E44	row1262	row1262_M+Na[1+]	C06196	2'-Deoxyinosine 5'-phosphate; dIMP
E48	row167	row167_M+Na[1+]	C16595;C16587	4-Hydroxy-5-phenyltetrahydro-1,3-oxazin-2-one$3-Carbamoyl-2-phenylpropionaldehyde
E49	row167;row175;row501	row167_M+H[1+];row175_M(C13)+H[1+];row501_M+Na[1+]	C01233	sn-Glycero-3-phosphoethanolamine
E53	row186	row186_M+H[1+]	C01035	4-Guanidinobutanoate
E54	row185;row201	row185_M+H[1+];row201_M(C13)+H[1+]	C09642	(-)-Salsolinol; 6,7-Isoquinolinediol, 1,2,3,4-tetrahydro-1-methyl-, (S)-; Salsolinol
E55	row187;row210	row187_M+H[1+];row210_M(C13)+H[1+]	C05543	3-Dehydroxycarnitine
E56	row188	row188_M+H[1+]	C05543	3-Dehydroxycarnitine
E59	row191;row213	row191_M+H[1+];row213_M(C13)+H[1+]	CE5586;C00315	dehydrospermidine$Spermidine
E62	row203	row203_M+H[1+]	C03740	5-L-Glutamyl-L-alanine
E63	row204;row205	row204_M+H[1+];row205_M+H[1+]	C03740	5-L-Glutamyl-L-alanine
E64	row206	row206_M+H[1+]	C03740	5-L-Glutamyl-L-alanine
E65	row207	row207_M+H[1+]	C00978	N-Acetylserotonin; N-Acetyl-5-hydroxytryptamine
E66	row215;row430	row215_M+Na[1+];row430_M+H[1+]	C00245	Taurine
E67	row218;row227	row218_M+H[1+];row227_M(C13)+H[1+]	C02356;C01026;C00334;C05145;C01205;C03284	(S)-2-Aminobutanoate; (S)-2-Aminobutanoic acid; (S)-2-Aminobutyric acid$N,N-Dimethylglycine; Dimethylglycine$4-Aminobutanoate$3-Aminoisobutyric acid; 3-Aminoisobutanoate; 3-Amino-2-methylpropanoate$D-3-Amino-isobutanoate$L-3-Amino-isobutanoate
E68	row229	row229_M+H[1+]	C00864	(R)-Pantothenate
E69	row1603;row230	row1603_M+Na[1+];row230_M+2H[2+]	CE2054;CE5976	20-carboxy-leukotriene-B4$12-oxo-10,11-dihydro-20-COOH-LTB4
E70	row231	row231_M+H[1+]	CE4888;C05578	dopaminochrome$5,6-Dihydroxyindole; DHI
E73	row242	row242_M+H[1+]	C02646	4-Coumaryl alcohol; 4-Hydroxycinnamyl alcohol; p-Coumaryl alcohol
E74	row620	row620_M+Na[1+]	C01239	N-Acetyl-beta-D-glucosaminylamine
E75	row252;row263;row264;row621	row252_M+H[1+];row263_M(C13)+H[1+];row264_M(C13)+H[1+];row621_M+Na[1+]	C01239	N-Acetyl-beta-D-glucosaminylamine
E79	row274;row281	row274_M+H[1+];row281_M(C13)+H[1+]	C00380	Cytosine
E80	row275	row275_M+H[1+]	C00588;C05594	Choline phosphate$3-Methoxy-4-hydroxyphenylethyleneglycol
E83	row289	row289_M+H[1+]	C03564	1-Pyrroline-2-carboxylate; 1-Pyrroline-2-carboxylic acid; delta1-Pyrroline 2-carboxylate
E85	row290	row290_M+H[1+]	C00791	
E90	row308	row308_M+H[1+]	C00141	3-Methyl-2-oxobutanoate
E91	row329	row329_M+H[1+]	C00581;gudac	Guanidinoacetate; Guanidinoacetic acid; Glycocyamine; N-Amidinoglycine; Guanidoacetic acid$Guanidinoacetate
E93	row340	row340_M+H[1+]	C00637	Indole-3-acetaldehyde
E94	row354	row354_M+H[1+]	C05829	
E97	row377	row377_M+H[1+]	C00601	Phenylacetaldehyde; alpha-Tolualdehyde
E98	row384;row385	row384_M+H[1+];row385_M+H[1+]	C00956	L-2-Aminoadipate; L-alpha-Aminoadipate; L-alpha-Aminoadipic acid; L-2-Aminoadipic acid; L-2-Aminohexanedioate
E99	row386	row386_M+H[1+]	C00956	L-2-Aminoadipate; L-alpha-Aminoadipate; L-alpha-Aminoadipic acid; L-2-Aminoadipic acid; L-2-Aminohexanedioate
