input_row	EID	str_row_ion	compounds	compound_names	input_row	m/z	retention_time	p_value	statistic	CompoundID_from_user
row4	E1	row4_M+H[1+]	C00472	p-Benzoquinone; Quinone; Chinone; 2,5-Cyclohexadiene-1,4-dione; 1,4-Benzoquinone	row4	109.0285	24.93	0.9346666598275495	0.5689140867459787	
row5	E2	row5_M+H[1+];row6_M+H[1+]	C00472	p-Benzoquinone; Quinone; Chinone; 2,5-Cyclohexadiene-1,4-dione; 1,4-Benzoquinone	row5	109.0285	163.28	0.4560962520555829	5.384401463462604	
row6	E2	row5_M+H[1+];row6_M+H[1+]	C00472	p-Benzoquinone; Quinone; Chinone; 2,5-Cyclohexadiene-1,4-dione; 1,4-Benzoquinone	row6	109.0285	165.25	0.9348344813319838	-0.4477939212474908	
row34	E11	row34_M+H[1+];row51_M(C13)+H[1+]	C05576	3,4-Dihydroxyphenylethyleneglycol	row34	171.0657	191.97	0.933383957388087	0.6486259998928009	C8H12O4
row49	E15	row49_M+Na[1+]	C00073	L-Methionine	row49	172.0398	28.62	0.9338403347924766	0.5837807824086333	
row51	E11	row34_M+H[1+];row51_M(C13)+H[1+]	C05576	3,4-Dihydroxyphenylethyleneglycol	row51	172.069	192.36	0.9678892813819505	-0.1780782405873964	C8H12O4
row54	E18	row54_M+Na[1+]	C00503	Erythritol; Erythrol; Phycitol; Phycite; Erythrite	row54	145.0477	26.25	0.933383957388087	0.5892419770324715	
row63	E22	row63_M+Na[1+]	C00292	Aniline; Phenylamine; Benzenamine; Arylamine	row63	116.0469	209.92	0.9348344813319838	0.4272002866248906	
row69	E24	row69_M+H[1+]	C03239;C02946;C04076	6-Amino-2-oxohexanoate; 2-Oxo-6-aminocaproate$4-Acetamidobutanoate$L-2-Aminoadipate 6-semialdehyde; 2-Aminoadipate 6-semialdehyde	row69	146.0814	180.11	0.933383957388087	0.739577859184327	
row78	E25	row78_M+Na[1+]	C16631	alpha-Fluoro-beta-ureidopropionic acid; 2-Fluoro-3-ureidopropionic acid	row78	173.0333	267.43	0.9433299709269035	0.2987638159412999	
