input_row	EID	str_row_ion	compounds	compound_names	input_row	m/z	retention_time	p_value	statistic	CompoundID_from_user
row3	E4	row3_M+H[1+];row30_M(C13)+H[1+]	C00300	Creatine; alpha-Methylguanidino acetic acid; Methylglycocyamine	row3	132.0769	252.96	0.6808009559540515	-0.6254258318846896	C4H9N3O2
row30	E4	row3_M+H[1+];row30_M(C13)+H[1+]	C00300	Creatine; alpha-Methylguanidino acetic acid; Methylglycocyamine	row30	133.0801	252.83	0.38484954839920626	-1.399302159347227	C4H9N3O2
row32	E7	row32_M+H[1+]	C06103	6-Hydroxyhexanoic acid; 6-Hydroxyhexanoate	row32	133.0861	26.79	0.5302673321126731	0.9795261867208552	
row38	E8	row38_M+Na[1+]	C00257;C00800	D-Gluconate$L-Gulonate	row38	219.0476	192.56	0.8274956244375397	0.34267765706254694	
row40	E10	row40_M+H[1+];row41_M+H[1+]	C00978	N-Acetylserotonin; N-Acetyl-5-hydroxytryptamine	row40	219.1129	27.71	0.2143438262401009	2.188424570059294	
row41	E10	row40_M+H[1+];row41_M+H[1+]	C00978	N-Acetylserotonin; N-Acetyl-5-hydroxytryptamine	row41	219.1129	34.31	0.011171393636878899	12.257385087212176	C10H16O5
row71	E15	row71_M+H[1+];row83_M(C13)+H[1+]	C00643	5-Hydroxy-L-tryptophan	row71	221.0922	191.51	0.03657851775678567	6.4360276268470935	C11H12N2O3
row83	E15	row71_M+H[1+];row83_M(C13)+H[1+]	C00643	5-Hydroxy-L-tryptophan	row83	222.0956	191.25	0.04491622366302165	5.759680740513914	C11H12N2O3
row98	E20	row98_M+H[1+]	C07086;C03765	Phenylacetic acid; Benzylformic acid; Phenylacetate; Benzeneacetiic acid$4-Hydroxyphenylacetaldehyde	row98	137.0598	204.41	0.9690664505888809	0.06954970494990229	C8H8O2
row100	E22	row100_M+H[1+]	C02291;C00542	L-Cystathionine$Cystathionine	row100	223.0749	25.33	0.06566602141403871	4.652205391544439	
row110	E28	row110_M+Na[1+]	CE4788;C00763;C00148	acetamidopropanal$D-Proline$L-Proline	row110	138.0526	222.17	0.21378575499977728	2.1938054590269593	
row119	E30	row119_M+H[1+]	C00785	Urocanate	row119	139.0503	182.68	0.18433770867626564	-2.4359431847927735	C6H6N2O2
row143	E33	row143_M+Na[1+]	CE2949		row143	226.0107	388.93	0.021175756624853413	-8.714184340998202	
row149	E35	row149_M(C13)+H[1+];row553_M+Na[1+];row554_M+Na[1+]	C00082;CE2174	L-Tyrosine$	row149	183.0844	204.27	0.9101745707058035	0.17961336299524525	C9H11NO3
row160	E36	row160_M+H[1+]	C05589;C00788	L-Normetanephrine$L-Adrenaline; (R)-(-)-Adrenaline; (R)-(-)-Epinephrine; (R)-(-)-Epirenamine; (R)-(-)-Adnephrine; 4-[(1R)-1-Hydroxy-2-(methylamino)ethyl]-1,2-benzenediol	row160	184.097	30.07	0.20486980840479602	-2.263128615324611	
row161	E37	row161_M+H[1+]	C05589;C00788	L-Normetanephrine$L-Adrenaline; (R)-(-)-Adrenaline; (R)-(-)-Epinephrine; (R)-(-)-Epirenamine; (R)-(-)-Adnephrine; 4-[(1R)-1-Hydroxy-2-(methylamino)ethyl]-1,2-benzenediol	row161	184.097	161.51	0.9468191393063046	0.10866549574933441	
row168	E40	row168_M+Na[1+]	C00503	Erythritol; Erythrol; Phycitol; Phycite; Erythrite	row168	145.0474	197.29	0.9784948350720573	0.049829549752957156	
row200	E43	row200_M+H[1+]	C01035	4-Guanidinobutanoate	row200	146.0925	254.67	0.027039048590530516	-7.49665126058363	C5H11N3O2
row217	E47	row217_M+H[1+]	C05579	Indole-5,6-quinone	row217	148.0393	27.97	0.9673203861706634	0.0737444384921389	C8H5NO2
row218	E48	row218_M+H[1+]	C05579	Indole-5,6-quinone	row218	148.0393	204.41	0.96501431923686	0.07747111542611607	
row238	E51	row238_M+H[1+]	CE4888;C05578	dopaminochrome$5,6-Dihydroxyindole; DHI	row238	150.0551	47.77	0.010396115239561712	-12.867520412096965	C8H7NO2
row261	E55	row261_M+Na[1+]	C00547;C00314	Norepinephrine$Pyridoxine	row261	192.0627	50.0	0.926745289430896	-0.14348315312989518	
row271	E57	row271_M+H[1+];row283_M(C13)+H[1+];row731_M+Na[1+]	C00242	Guanine	row271	152.0568	135.54	0.7680491305336881	-0.4510256664944711	C5H5N5O,C5H13NS2
row275	E61	row275_M+Na[1+];row852_M+H[1+]	C01233	sn-Glycero-3-phosphoethanolamine	row275	238.0452	294.25	0.6261832194618036	-0.7450106630081552	C5H14NO6P
row283	E57	row271_M+H[1+];row283_M(C13)+H[1+];row731_M+Na[1+]	C00242	Guanine	row283	153.0601	135.54	0.7640035348148415	-0.45836639715803024	C5H5N5O,C5H13NS2
row327	E66	row327_M+Na[1+]	C00864	(R)-Pantothenate	row327	242.0998	179.27	0.47758920946752026	-1.119641735412033	C9H17NO5
row390	E70	row390_M+H[1+]	C04221	trans-1,2-Dihydrobenzene-1,2-diol	row390	113.0601	26.53	0.08985990074083278	3.8091237416459127	C6H8O2,C6H8O2
row414	E72	row414_M+H[1+];row448_M(C13)+H[1+]	C00637	Indole-3-acetaldehyde	row414	160.0758	27.84	0.9429863232961255	0.11502391254083658	C8H6O
row415	E73	row415_M+H[1+]	C00637	Indole-3-acetaldehyde	row415	160.0758	156.25	0.043861533097384935	5.842663649040641	
row428	E27	row428_M+Na[1+]	CE5920		row428	246.1238	155.99	0.06846435723171217	4.517059078690155	C11H12N2O2
row439	E76	row439_M+Na[1+]	C00292	Aniline; Phenylamine; Benzenamine; Arylamine	row439	116.0471	221.51	0.3509709138517096	1.514176799004243	
row444	E31	row444_M+Na[1+]	C00785	Urocanate	row444	161.0317	220.85	0.02814795576183145	7.305870975964496	
row448	E72	row414_M+H[1+];row448_M(C13)+H[1+]	C00637	Indole-3-acetaldehyde	row448	161.079	27.84	0.9690664505888809	0.06886168025482392	C8H6O
row457	E77	row457_M+H[1+]	C00141	3-Methyl-2-oxobutanoate	row457	117.055	25.87	0.20366219498802338	2.2727264014129256	
row468	E83	row468_M+H[1+];row469_M+H[1+]	C05639	4,6-Dihydroxyquinoline; Quinoline-4,6-diol	row468	162.0551	35.89	0.12637364966082573	3.109193086364974	
row469	E83	row468_M+H[1+];row469_M+H[1+]	C05639	4,6-Dihydroxyquinoline; Quinoline-4,6-diol	row469	162.0551	37.46	0.4705901055329472	1.1367024615298857	
row470	E84	row470_M+H[1+]	C05639	4,6-Dihydroxyquinoline; Quinoline-4,6-diol	row470	162.0551	56.5	0.024366389323326045	-7.956560544483528	
row471	E85	row471_M+H[1+];row492_M(C13)+H[1+]	C01136;C16255	S-Acetyldihydrolipoamide; 6-S-Acetyldihydrolipoamide$[Dihydrolipoyllysine-residue acetyltransferase] S-acetyldihydrolipoyllysine; S-Acetyldihydrolipoamide-E	row471	250.0935	34.97	0.0821343536374327	4.023821885485308	C10H19NO2S2,C10H11N5O3
row472	E86	row472_M+H[1+]	C01136;C16255	S-Acetyldihydrolipoamide; 6-S-Acetyldihydrolipoamide$[Dihydrolipoyllysine-residue acetyltransferase] S-acetyldihydrolipoyllysine; S-Acetyldihydrolipoamide-E	row472	250.0935	44.46	0.3399391264245665	1.5594570043931804	
row473	E88	row473_M+H[1+]	CE5982		row473	250.1315	28.5	0.04163965445309448	6.007569656559599	
row478	E89	row478_M+H[1+]	C00956	L-2-Aminoadipate; L-alpha-Aminoadipate; L-alpha-Aminoadipic acid; L-2-Aminoadipic acid; L-2-Aminohexanedioate	row478	162.0762	327.7	0.10867197122340161	-3.3927375914346474	C6H11NO4
row479	E90	row479_M+H[1+]	C00581;gudac	Guanidinoacetate; Guanidinoacetic acid; Glycocyamine; N-Amidinoglycine; Guanidoacetic acid$Guanidinoacetate	row479	118.0615	253.1	0.16036804133004526	2.675308930453165	C3H7N3O2
row492	E85	row471_M+H[1+];row492_M(C13)+H[1+]	C01136;C16255	S-Acetyldihydrolipoamide; 6-S-Acetyldihydrolipoamide$[Dihydrolipoyllysine-residue acetyltransferase] S-acetyldihydrolipoyllysine; S-Acetyldihydrolipoamide-E	row492	251.0962	34.97	0.14994069673132088	2.789901502192277	C10H19NO2S2,C10H11N5O3
row496	E91	row496_M+Na[1+]	C05828	3-Methylimidazoleacetic acid	row496	163.0474	214.02	0.1723784550042264	2.5471510551340564	
row509	E92	row509_M+Na[1+]	C00329	D-Glucosamine	row509	202.0686	192.95	0.27613861604318213	1.818064881594279	C6H13NO5
row520	E93	row520_M+H[1+];row521_M+H[1+]	C16602;C16601;C07496	3-Hydroxycarbamazepine$2-Hydroxycarbamazepine$Carbamazepine-10,11-epoxide; Carbamazepine epoxide	row520	253.0964	358.17	0.4647511892781761	-1.1535319692246147	
row521	E93	row520_M+H[1+];row521_M+H[1+]	C16602;C16601;C07496	3-Hydroxycarbamazepine$2-Hydroxycarbamazepine$Carbamazepine-10,11-epoxide; Carbamazepine epoxide	row521	253.0964	360.53	0.5701846989546804	-0.867921051343243	
row528	E96	row528_M+H[1+]	C00601	Phenylacetaldehyde; alpha-Tolualdehyde	row528	121.0651	159.27	0.08801257753649128	3.880464103738109	C8H8O
row546	E99	row546_M+H[1+];row574_M(C13)+H[1+]	C05838;C00811;C02763;C00166	cis-2-Hydroxycinnamate; 2-Coumarinate$4-Coumarate; p-Coumaric acid; trans-4-Hydroxycinnamate; trans-p-Hydroxycinnamate; 4-Hydroxycinnamic acid; 4-Hydroxycinnamate$enol-Phenylpyruvate$Phenylpyruvate	row546	165.0547	204.27	0.9690664505888809	-0.0693432771941979	C9H8O3
row553	E35	row149_M(C13)+H[1+];row553_M+Na[1+];row554_M+Na[1+]	C00082;CE2174	L-Tyrosine$	row553	204.0631	197.42	0.31038413988464797	1.6688115850831107	
