input_row	EID	str_row_ion	compounds	compound_names	input_row	m/z	retention_time	p_value	statistic	CompoundID_from_user
row10	E1	row10_M+Na[1+]	C01507;C00794;C01697	L-Iditol$D-Sorbitol$Galactitol	row10	205.0682	197.55	0.9864869862415857	-0.5577497029194619	
row11	E2	row11_M+Na[1+]	C01507;C00794;C01697	L-Iditol$D-Sorbitol$Galactitol	row11	205.0682	215.86	0.9864869862415857	1.3665018517988896	
row14	E5	row14_M+H[1+];row27_M(C13)+H[1+]	C00078;C00525	L-Tryptophan$D-Tryptophan	row14	205.0971	166.16	0.9864869862415857	0.41432441811545795	C11H12N2O2
row21	E7	row21_M+H[1+]	C01732;C00490	Mesaconate; 2-Methylfumarate; Mesaconic acid; Methylfumaric acid$Itaconate; Itaconic acid; Methylenesuccinic acid	row21	131.0338	324.4	0.9864869862415857	0.5258318942270923	C5H6O4
row27	E5	row14_M+H[1+];row27_M(C13)+H[1+]	C00078;C00525	L-Tryptophan$D-Tryptophan	row27	206.1004	166.03	0.9864869862415857	0.44514788152650175	C11H12N2O2
row28	E8	row28_M+H[1+]	C02714	N-Acetylputrescine	row28	131.1179	273.04	0.9864869862415857	1.3647123521756643	C6H14N2O
row30	E9	row30_M+H[1+]	C00250	Pyridoxal	row30	168.0655	47.5	0.9864869862415857	0.9099308187165154	C8H9NO3
row32	E10	row32_M+H[1+];row33_M+H[1+]	C01165;C01157;C00430;C03440;C01110	L-Glutamate 5-semialdehyde; L-Glutamate gamma-semialdehyde$trans-4-Hydroxy-L-proline$5-Aminolevulinate; 5-Amino-4-oxopentanoate; 5-Amino-4-oxovaleric acid$cis-4-Hydroxy-D-proline$5-Amino-2-oxopentanoic acid; 5-Amino-2-oxopentanoate; 2-Oxo-5-amino-pentanoate; 2-Oxo-5-aminopentanoate; alpha-Keto-delta-aminopentanoate; 2-Oxo-5-aminovalerate	row32	132.0655	251.56	0.9864869862415857	0.45245990651885293	
row33	E10	row32_M+H[1+];row33_M+H[1+]	C01165;C01157;C00430;C03440;C01110	L-Glutamate 5-semialdehyde; L-Glutamate gamma-semialdehyde$trans-4-Hydroxy-L-proline$5-Aminolevulinate; 5-Amino-4-oxopentanoate; 5-Amino-4-oxovaleric acid$cis-4-Hydroxy-D-proline$5-Amino-2-oxopentanoic acid; 5-Amino-2-oxopentanoate; 2-Oxo-5-amino-pentanoate; 2-Oxo-5-aminopentanoate; alpha-Keto-delta-aminopentanoate; 2-Oxo-5-aminovalerate	row33	132.0655	255.78	0.9864869862415857	0.5161272751901244	C5H9NO3
row34	E11	row34_M+H[1+]	C01165;C01157;C00430;C03440;C01110	L-Glutamate 5-semialdehyde; L-Glutamate gamma-semialdehyde$trans-4-Hydroxy-L-proline$5-Aminolevulinate; 5-Amino-4-oxopentanoate; 5-Amino-4-oxovaleric acid$cis-4-Hydroxy-D-proline$5-Amino-2-oxopentanoic acid; 5-Amino-2-oxopentanoate; 2-Oxo-5-amino-pentanoate; 2-Oxo-5-aminopentanoate; alpha-Keto-delta-aminopentanoate; 2-Oxo-5-aminovalerate	row34	132.0655	301.78	0.9864869862415857	0.7962130772217919	
row35	E12	row35_M+H[1+]	C00300	Creatine; alpha-Methylguanidino acetic acid; Methylglycocyamine	row35	132.0768	259.45	0.9864869862415857	0.5929833217636791	C4H9N3O2
row58	E16	row58_M+H[1+]	C02505	2-Phenylacetamide	row58	136.0757	168.92	0.9927964130279564	0.29492742907544595	C8H9NO
row67	E17	row67_M+H[1+]	C07086;C03765	Phenylacetic acid; Benzylformic acid; Phenylacetate; Benzeneacetiic acid$4-Hydroxyphenylacetaldehyde	row67	137.0594	28.07	0.9864869862415857	1.179837067890417	
row71	E19	row182_M+H[1+];row71_M+Na[1+]	C00242	Guanine	row71	174.0386	145.81	0.9864869862415857	1.0987195309456925	
row73	E21	row73_M+H[1+]	C00108	Anthranilate	row73	138.0549	355.65	0.9927964130279564	0.2918201623227468	C5H4O2
row81	E22	row81_M+H[1+]	C02693	Indole-3-acetamide	row81	175.0866	32.92	0.9864869862415857	0.5766665818538943	C10H10N2O
row83	E24	row83_M+H[1+];row93_M(C13)+H[1+]	C00437	N2-Acetyl-L-ornithine	row83	175.1077	246.43	0.9864869862415857	0.756562588934715	C7H14N2O3
row91	E26	row249_M(C13)+H[1+];row91_M+Na[1+]	C00719;C00431;C00183	Glycine betaine$5-Aminopentanoate; 5-Aminopentanoic acid; 5-Aminovaleric acid$L-Valine	row91	140.0681	216.91	0.9864869862415857	1.2517647237563525	
row92	E27	row92_M+Na[1+]	C00719;C00431;C00183	Glycine betaine$5-Aminopentanoate; 5-Aminopentanoic acid; 5-Aminovaleric acid$L-Valine	row92	140.0681	227.81	0.9927964130279564	-0.31980402332001967	
row93	E24	row83_M+H[1+];row93_M(C13)+H[1+]	C00437	N2-Acetyl-L-ornithine	row93	176.111	246.3	0.9864869862415857	0.7318630655484786	C7H14N2O3
row100	E33	row100_M+H[1+]	C00292	Aniline; Phenylamine; Benzenamine; Arylamine	row100	94.0655	168.92	0.9864869862415857	1.04807346417278	C6H7N
