pathway	overlap_size	pathway_size	p-value	overlap_EmpiricalCompounds (id)	overlap_features (id)	overlap_features (name)
Vitamin D3 (cholecalciferol) metabolism	0	1	0.025964204688681623			
Hyaluronan Metabolism	0	4	0.025964204688681623			
N-Glycan biosynthesis	0	13	0.025964204688681623			
Glycolysis and Gluconeogenesis	0	3	0.025964204688681623			
Glycosphingolipid biosynthesis - ganglioseries	0	9	0.025964204688681623			
R Group Synthesis	0	1	0.025964204688681623			
C5-Branched dibasic acid metabolism	0	2	0.025964204688681623			
Pyruvate Metabolism	0	1	0.025964204688681623			
Sialic acid metabolism	0	5	0.025964204688681623			
Chondroitin sulfate degradation	0	0	0.025964204688681623			
Di-unsaturated fatty acid beta-oxidation	0	1	0.025964204688681623			
Putative anti-Inflammatory metabolites formation from EPA	0	1	0.025964204688681623			
Linoleate metabolism	0	4	0.025964204688681623			
Hexose phosphorylation	0	4	0.025964204688681623			
Vitamin B2 (riboflavin) metabolism	0	1	0.025964204688681623			
Squalene and cholesterol biosynthesis	0	1	0.025964204688681623			
Galactose metabolism	0	8	0.025964204688681623			
Keratan sulfate degradation	0	4	0.025964204688681623			
Glycerolipid metabolism	0	0	0.025964204688681623			
Carnitine shuttle	0	3	0.025964204688681623			
3-oxo-10R-octadecatrienoate beta-oxidation	0	0	0.025964204688681623			
Alkaloid biosynthesis II	0	0	0.025964204688681623			
Vitamin B1 (thiamin) metabolism	0	0	0.025964204688681623			
Glycosphingolipid biosynthesis - globoseries	0	11	0.025964204688681623			
Histidine metabolism	0	3	0.025964204688681623			
Vitamin B5 - CoA biosynthesis from pantothenate	0	1	0.025964204688681623			
Glycosylphosphatidylinositol(GPI)-anchor biosynthesis	0	0	0.025964204688681623			
Glycosphingolipid biosynthesis - lactoseries	0	9	0.025964204688681623			
Bile acid biosynthesis	0	1	0.025964204688681623			
Parathio degradation	0	0	0.025964204688681623			
Propanoate metabolism	0	1	0.025964204688681623			
Blood Group Biosynthesis	0	9	0.025964204688681623			
Electron transport chain	0	0	0.025964204688681623			
Vitamin H (biotin) metabolism	0	1	0.025964204688681623			
Biopterin metabolism	0	1	0.025964204688681623			
Vitamin E metabolism	0	1	0.025964204688681623			
Androgen and estrogen biosynthesis and metabolism	0	4	0.025964204688681623			
Glycine, serine, alanine and threonine metabolism	0	11	0.025964204688681623			
Caffeine metabolism	0	0	0.025964204688681623			
Lipoate metabolism	0	0	0.025964204688681623			
Heparan sulfate biosynthesis	0	0	0.025964204688681623			
Drug metabolism - cytochrome P450	0	3	0.025964204688681623			
