pathway	overlap_size	pathway_size	p-value	overlap_EmpiricalCompounds (id)	overlap_features (id)	overlap_features (name)
Bile acid biosynthesis	3	3	0.00604991177211999	E219,E204,E214	C05463/C05465,C05462/C05466,C01921	Taurodeoxycholate/Taurochenodeoxycholate; Chenodeoxycholoyltaurine$Chenodeoxyglycocholate/$glycocholate
Carnitine shuttle	3	4	0.02621628434585329	E218,E224,E217	dcsptn1crn/clpndcrn,tetpent6crn/tetpent3crn,c226crn	docosa-4,7,10,13,16-pentaenoyl carnitine/clupanodonyl carnitine$tetracosapentaenoyl carnitine/tetracosapentaenoyl carnitine$cervonyl carnitine
Histidine metabolism	3	4	0.02621628434585329	E32,E31,E102	C00785,C00785,C05828	Urocanate$Urocanate$3-Methylimidazoleacetic acid
Purine metabolism	4	6	0.02621628434585329	E159,E65,E151,E156	C00387,C00242,C00212/C00330,C00294	Guanosine$Guanine$Adenosine/Deoxyguanosine$Inosine
Tryptophan metabolism	6	11	0.036551550289891606	E86,E85,E96,E18,E155,E128	C00637,C00637,C05639,C00643,C02693,CE3087	Indole-3-acetaldehyde$Indole-3-acetaldehyde$4,6-Dihydroxyquinoline; Quinoline-4,6-diol$5-Hydroxy-L-tryptophan$Indole-3-acetamide$beta-carboline
Glycolysis and Gluconeogenesis	1	1	0.09847911940173094	E98		
Squalene and cholesterol biosynthesis	1	1	0.09847911940173094	E139		
Vitamin B1 (thiamin) metabolism	1	1	0.09847911940173094	E98		
Vitamin E metabolism	1	1	0.09847911940173094	E109	C00601	Phenylacetaldehyde; alpha-Tolualdehyde
D4&E4-neuroprostanes formation	1	1	0.09847911940173094	E215		
Drug metabolism - other enzymes	1	1	0.09847911940173094	E140	C16633	5-Fluorouridine
Selenoamino acid metabolism	1	1	0.09847911940173094	E151	C00212/C00330	Adenosine/Deoxyguanosine
Urea cycle/amino group metabolism	4	9	0.13881186454919756	E101,E65,E38,E37	,C00242,C05589/C00788,C05589/C00788	$Guanine$L-Normetanephrine/L-Adrenaline; (R)-(-)-Adrenaline; (R)-(-)-Epinephrine; (R)-(-)-Epirenamine; (R)-(-)-Adnephrine; 4-[(1R)-1-Hydroxy-2-(methylamino)ethyl]-1,2-benzenediol$L-Normetanephrine/L-Adrenaline; (R)-(-)-Adrenaline; (R)-(-)-Epinephrine; (R)-(-)-Epirenamine; (R)-(-)-Adnephrine; 4-[(1R)-1-Hydroxy-2-(methylamino)ethyl]-1,2-benzenediol
Methionine and cysteine metabolism	2	4	0.14091252835896143	E25,E151	,C00212/C00330	$Adenosine/Deoxyguanosine
Linoleate metabolism	1	2	0.17553146794387026	E28		
Galactose metabolism	1	2	0.17553146794387026	E117		
Alkaloid biosynthesis II	1	2	0.17553146794387026	E178		
Ascorbate (Vitamin C) and Aldarate Metabolism	1	2	0.17553146794387026	E109	C00601	Phenylacetaldehyde; alpha-Tolualdehyde
Leukotriene metabolism	1	2	0.17553146794387026	E122		
Tyrosine metabolism	5	13	0.18326191076380136	E37,E188,E109,E38,E53	C05589/C00788,,C00601,C05589/C00788,	L-Normetanephrine/L-Adrenaline; (R)-(-)-Adrenaline; (R)-(-)-Epinephrine; (R)-(-)-Epirenamine; (R)-(-)-Adnephrine; 4-[(1R)-1-Hydroxy-2-(methylamino)ethyl]-1,2-benzenediol$$Phenylacetaldehyde; alpha-Tolualdehyde$L-Normetanephrine/L-Adrenaline; (R)-(-)-Adrenaline; (R)-(-)-Epinephrine; (R)-(-)-Epirenamine; (R)-(-)-Adnephrine; 4-[(1R)-1-Hydroxy-2-(methylamino)ethyl]-1,2-benzenediol$
Glycine, serine, alanine and threonine metabolism	1	3	0.20762961095706242	E101		
Fructose and mannose metabolism	1	3	0.20762961095706242	E117		
Xenobiotics metabolism	1	3	0.20762961095706242	E220		
Hexose phosphorylation	1	4	0.21888916897739685	E117		
Pyrimidine metabolism	1	6	0.22317452314931518	E148	C00475	Cytidine
Vitamin D3 (cholecalciferol) metabolism	0	0	0.22535921351146962			
Hyaluronan Metabolism	0	0	0.22535921351146962			
N-Glycan biosynthesis	0	1	0.22535921351146962			
Glycosphingolipid biosynthesis - ganglioseries	0	0	0.22535921351146962			
R Group Synthesis	0	0	0.22535921351146962			
C5-Branched dibasic acid metabolism	0	0	0.22535921351146962			
Pyruvate Metabolism	0	0	0.22535921351146962			
Sialic acid metabolism	0	0	0.22535921351146962			
Chondroitin sulfate degradation	0	0	0.22535921351146962			
Di-unsaturated fatty acid beta-oxidation	0	0	0.22535921351146962			
Putative anti-Inflammatory metabolites formation from EPA	0	2	0.22535921351146962			
Vitamin B2 (riboflavin) metabolism	0	0	0.22535921351146962			
Keratan sulfate degradation	0	1	0.22535921351146962			
Glycerolipid metabolism	0	0	0.22535921351146962			
3-oxo-10R-octadecatrienoate beta-oxidation	0	1	0.22535921351146962			
Glycosphingolipid biosynthesis - globoseries	0	0	0.22535921351146962			
Vitamin B5 - CoA biosynthesis from pantothenate	0	2	0.22535921351146962			
Glycosylphosphatidylinositol(GPI)-anchor biosynthesis	0	0	0.22535921351146962			
Glycosphingolipid biosynthesis - lactoseries	0	0	0.22535921351146962			
Parathio degradation	0	0	0.22535921351146962			
Propanoate metabolism	0	0	0.22535921351146962			
Blood Group Biosynthesis	0	0	0.22535921351146962			
Electron transport chain	0	0	0.22535921351146962			
Vitamin H (biotin) metabolism	0	0	0.22535921351146962			
Biopterin metabolism	0	2	0.22535921351146962			
Androgen and estrogen biosynthesis and metabolism	0	0	0.22535921351146962			
Caffeine metabolism	0	0	0.22535921351146962			
Lipoate metabolism	0	0	0.22535921351146962			
Heparan sulfate biosynthesis	0	0	0.22535921351146962			
Drug metabolism - cytochrome P450	0	4	0.22535921351146962			
Vitamin B9 (folate) metabolism	0	1	0.22535921351146962			
Glyoxylate and Dicarboxylate Metabolism	0	0	0.22535921351146962			
De novo fatty acid biosynthesis	0	0	0.22535921351146962			
Vitamin A (retinol) metabolism	0	0	0.22535921351146962			
Valine, leucine and isoleucine degradation	0	4	0.22535921351146962			
Fatty Acid Metabolism	0	0	0.22535921351146962			
Glycosaminoglycan degradation	0	0	0.22535921351146962			
Fatty acid oxidation	0	0	0.22535921351146962			
ROS Detoxification	0	0	0.22535921351146962			
Saturated fatty acids beta-oxidation	0	0	0.22535921351146962			
CoA Catabolism	0	2	0.22535921351146962			
Omega-3 fatty acid metabolism	0	0	0.22535921351146962			
Butanoate metabolism	0	1	0.22535921351146962			
Mono-unsaturated fatty acid beta-oxidation	0	0	0.22535921351146962			
Glycosphingolipid biosynthesis - neolactoseries	0	0	0.22535921351146962			
Vitamin B3 (nicotinate and nicotinamide) metabolism	0	3	0.22535921351146962			
Geraniol degradation	0	0	0.22535921351146962			
Vitamin D	0	0	0.22535921351146962			
Dynorphin metabolism	0	0	0.22535921351146962			
Heparan sulfate degradation	0	0	0.22535921351146962			
Fatty acid oxidation, peroxisome	0	0	0.22535921351146962			
Polyunsaturated fatty acid biosynthesis	0	0	0.22535921351146962			
Alanine and Aspartate Metabolism	0	1	0.22535921351146962			
Glutathione Metabolism	0	1	0.22535921351146962			
Keratan sulfate biosynthesis	0	0	0.22535921351146962			
TCA cycle	0	0	0.22535921351146962			
3-Chloroacrylic acid degradation	0	0	0.22535921351146962			
Arachidonic acid metabolism	0	2	0.22535921351146962			
Sphingolipid metabolism	0	0	0.22535921351146962			
O-Glycan biosynthesis	0	0	0.22535921351146962			
Glycosphingolipid metabolism	0	0	0.22535921351146962			
Limonene and pinene degradation	0	0	0.22535921351146962			
Arginine and Proline Metabolism	0	3	0.22535921351146962			
Proteoglycan biosynthesis	0	0	0.22535921351146962			
Vitamin K metabolism	0	0	0.22535921351146962			
Glycerophospholipid metabolism	0	2	0.22535921351146962			
Glutamate metabolism	0	1	0.22535921351146962			
Porphyrin metabolism	0	0	0.22535921351146962			
Phosphatidylinositol phosphate metabolism	0	0	0.22535921351146962			
Benzoate degradation via CoA ligation	0	0	0.22535921351146962			
Prostaglandin formation from arachidonate	0	0	0.22535921351146962			
Dimethyl-branched-chain fatty acid mitochondrial beta-oxidation	0	0	0.22535921351146962			
Vitamin B6 (pyridoxine) metabolism	0	1	0.22535921351146962			
Pentose and Glucuronate Interconversions	0	2	0.22535921351146962			
Atrazine degradation	0	0	0.22535921351146962			
N-Glycan Degradation	0	1	0.22535921351146962			
Vitamin B12 (cyanocobalamin) metabolism	0	0	0.22535921351146962			
Fatty acid activation	0	0	0.22535921351146962			
Carbon fixation	0	0	0.22535921351146962			
Nucleotide Sugar Metabolism	0	0	0.22535921351146962			
Ubiquinone Biosynthesis	0	1	0.22535921351146962			
1- and 2-Methylnaphthalene degradation	0	0	0.22535921351146962			
Aspartate and asparagine metabolism	0	3	0.22535921351146962			
Nitrogen metabolism	0	1	0.22535921351146962			
Aminosugars metabolism	0	2	0.22535921351146962			
Beta-Alanine metabolism	0	1	0.22535921351146962			
