input_row	EID	str_row_ion	compounds	compound_names	input_row	m/z	retention_time	p_value	statistic	CompoundID_from_user
row3	E4	row3_M+H[1+];row31_M(C13)+H[1+]	C00300	Creatine; alpha-Methylguanidino acetic acid; Methylglycocyamine	row3	132.0769	252.96	0.8730395997233569	0.25576976209140934	C4H9N3O2
row31	E4	row3_M+H[1+];row31_M(C13)+H[1+]	C00300	Creatine; alpha-Methylguanidino acetic acid; Methylglycocyamine	row31	133.0801	252.83	0.5905027703716315	0.8224989766891292	C4H9N3O2
row33	E7	row33_M+H[1+]	C06103	6-Hydroxyhexanoic acid; 6-Hydroxyhexanoate	row33	133.0861	26.79	0.10079079802235573	-3.334127140308674	
row39	E8	row39_M+Na[1+]	C00257;C00800	D-Gluconate$L-Gulonate	row39	219.0476	192.56	0.1744081191567804	2.58030139530699	
row49	E11	row49_M+Na[1+]	C00380	Cytosine	row49	134.0322	190.59	0.8990831060762151	-0.19650983860472096	
row58	E13	row415_M+Na[1+];row58_M+H[1+];row80_M(C13)+H[1+]	C00864	(R)-Pantothenate	row58	220.1181	179.0	0.8572507498878781	-0.2948888168250246	C9H17NO5
row79	E18	row79_M+H[1+];row98_M(C13)+H[1+]	C00643	5-Hydroxy-L-tryptophan	row79	221.0922	191.51	0.00397948918190529	12.091967893488098	C11H12N2O3
row80	E13	row415_M+Na[1+];row58_M+H[1+];row80_M(C13)+H[1+]	C00864	(R)-Pantothenate	row80	221.1214	178.87	0.14228929834467574	-2.8496302395267494	C9H17NO5
row98	E18	row79_M+H[1+];row98_M(C13)+H[1+]	C00643	5-Hydroxy-L-tryptophan	row98	222.0956	191.25	0.0036696607789408957	12.475973942024892	C11H12N2O3
row115	E23	row115_M+H[1+]	C07086;C03765	Phenylacetic acid; Benzylformic acid; Phenylacetate; Benzeneacetiic acid$4-Hydroxyphenylacetaldehyde	row115	137.0598	204.41	0.4831577010153263	-1.1010558928263896	C8H8O2
row117	E25	row117_M+H[1+]	C02291;C00542	L-Cystathionine$Cystathionine	row117	223.0749	25.33	0.008409354194257207	9.156187059406523	
row127	E29	row127_M+Na[1+]	CE4788;C00763;C00148	acetamidopropanal$D-Proline$L-Proline	row127	138.0526	222.17	0.06615728133481866	3.9975871196091366	
row136	E31	row136_M+H[1+]	C00785	Urocanate	row136	139.0503	182.68	0.023202751804945174	6.176451703201545	C6H6N2O2
row177	E35	row177_M(C13)+H[1+];row637_M+Na[1+];row638_M+Na[1+]	C00082;CE2174	L-Tyrosine$	row177	183.0844	204.27	0.4410164136976388	-1.2211461664791068	C9H11NO3
