EID	massfeature_rows	str_row_ion	compounds	compound_names
E4	row3;row31	row3_M+H[1+];row31_M(C13)+H[1+]	C00300	Creatine; alpha-Methylguanidino acetic acid; Methylglycocyamine
E7	row33	row33_M+H[1+]	C06103	6-Hydroxyhexanoic acid; 6-Hydroxyhexanoate
E8	row39	row39_M+Na[1+]	C00257;C00800	D-Gluconate$L-Gulonate
E11	row49	row49_M+Na[1+]	C00380	Cytosine
E13	row415;row58;row80	row415_M+Na[1+];row58_M+H[1+];row80_M(C13)+H[1+]	C00864	(R)-Pantothenate
E18	row79;row98	row79_M+H[1+];row98_M(C13)+H[1+]	C00643	5-Hydroxy-L-tryptophan
E23	row115	row115_M+H[1+]	C07086;C03765	Phenylacetic acid; Benzylformic acid; Phenylacetate; Benzeneacetiic acid$4-Hydroxyphenylacetaldehyde
E25	row117	row117_M+H[1+]	C02291;C00542	L-Cystathionine$Cystathionine
E28	row497	row497_M+Na[1+]	CE5920	
E29	row127	row127_M+Na[1+]	CE4788;C00763;C00148	acetamidopropanal$D-Proline$L-Proline
E31	row136	row136_M+H[1+]	C00785	Urocanate
E32	row518	row518_M+Na[1+]	C00785	Urocanate
E35	row177;row637;row638	row177_M(C13)+H[1+];row637_M+Na[1+];row638_M+Na[1+]	C00082;CE2174	L-Tyrosine$
E37	row191	row191_M+H[1+]	C05589;C00788	L-Normetanephrine$L-Adrenaline; (R)-(-)-Adrenaline; (R)-(-)-Epinephrine; (R)-(-)-Epirenamine; (R)-(-)-Adnephrine; 4-[(1R)-1-Hydroxy-2-(methylamino)ethyl]-1,2-benzenediol
E38	row192	row192_M+H[1+]	C05589;C00788	L-Normetanephrine$L-Adrenaline; (R)-(-)-Adrenaline; (R)-(-)-Epinephrine; (R)-(-)-Epirenamine; (R)-(-)-Adnephrine; 4-[(1R)-1-Hydroxy-2-(methylamino)ethyl]-1,2-benzenediol
E42	row204	row204_M+Na[1+]	C00503	Erythritol; Erythrol; Phycitol; Phycite; Erythrite
E45	row227;row253	row227_M+H[1+];row253_M(C13)+H[1+]	C01035	4-Guanidinobutanoate
E51	row250	row250_M+Na[1+]	C01019	6-Deoxy-L-galactose; L-Fucose
E53	row261	row261_M+H[1+]	C05579	Indole-5,6-quinone
E54	row262	row262_M+H[1+]	C05579	Indole-5,6-quinone
E57	row282	row282_M+H[1+]	CE4888;C05578	dopaminochrome$5,6-Dihydroxyindole; DHI
E63	row314	row314_M+H[1+]	C06868	Carbamazepine
E65	row332;row347;row817	row332_M+H[1+];row347_M(C13)+H[1+];row817_M+Na[1+]	C00242	Guanine
E68	row1146;row824;row831	row1146_M+Na[1+];row824_M+H[1+];row831_M(C13)+H[1+]	CN0016	Dibenzo[a,l]pyrene
E69	row338;row944	row338_M+Na[1+];row944_M+H[1+]	C01233	sn-Glycero-3-phosphoethanolamine
E71	row358	row358_M+H[1+]	C16595;C16587	4-Hydroxy-5-phenyltetrahydro-1,3-oxazin-2-one$3-Carbamoyl-2-phenylpropionaldehyde
E72	row944	row944_M+Na[1+]	C16595;C16587	4-Hydroxy-5-phenyltetrahydro-1,3-oxazin-2-one$3-Carbamoyl-2-phenylpropionaldehyde
E82	row463	row463_M+H[1+]	C04221	trans-1,2-Dihydrobenzene-1,2-diol
E85	row490;row522	row490_M+H[1+];row522_M(C13)+H[1+]	C00637	Indole-3-acetaldehyde
E86	row491	row491_M+H[1+]	C00637	Indole-3-acetaldehyde
E89	row514	row514_M+Na[1+]	C00292	Aniline; Phenylamine; Benzenamine; Arylamine
E90	row530	row530_M+H[1+]	C00141	3-Methyl-2-oxobutanoate
E96	row541;row542	row541_M+H[1+];row542_M+H[1+]	C05639	4,6-Dihydroxyquinoline; Quinoline-4,6-diol
E97	row543	row543_M+H[1+]	C05639	4,6-Dihydroxyquinoline; Quinoline-4,6-diol
E98	row544;row545;row567	row544_M+H[1+];row545_M+H[1+];row567_M(C13)+H[1+]	C01136;C16255	S-Acetyldihydrolipoamide; 6-S-Acetyldihydrolipoamide$[Dihydrolipoyllysine-residue acetyltransferase] S-acetyldihydrolipoyllysine; S-Acetyldihydrolipoamide-E
E100	row551	row551_M+H[1+]	C00956	L-2-Aminoadipate; L-alpha-Aminoadipate; L-alpha-Aminoadipic acid; L-2-Aminoadipic acid; L-2-Aminohexanedioate
E101	row552	row552_M+H[1+]	C00581;gudac	Guanidinoacetate; Guanidinoacetic acid; Glycocyamine; N-Amidinoglycine; Guanidoacetic acid$Guanidinoacetate
E102	row570	row570_M+Na[1+]	C05828	3-Methylimidazoleacetic acid
E107	row585	row585_M+Na[1+]	C00329	D-Glucosamine
E108	row599;row600	row599_M+H[1+];row600_M+H[1+]	C16602;C16601;C07496	3-Hydroxycarbamazepine$2-Hydroxycarbamazepine$Carbamazepine-10,11-epoxide; Carbamazepine epoxide
E109	row606	row606_M+H[1+]	C00601	Phenylacetaldehyde; alpha-Tolualdehyde
E110	row645;row680	row645_M+H[1+];row680_M(C13)+H[1+]	C00153	Nicotinamide
E113	row626;row664	row626_M+H[1+];row664_M(C13)+H[1+]	C05838;C00811;C02763;C00166	cis-2-Hydroxycinnamate; 2-Coumarinate$4-Coumarate; p-Coumaric acid; trans-4-Hydroxycinnamate; trans-p-Hydroxycinnamate; 4-Hydroxycinnamic acid; 4-Hydroxycinnamate$enol-Phenylpyruvate$Phenylpyruvate
E114	row640;row675	row640_M+H[1+];row675_M(C13)+H[1+]	C00180;C00633	Benzoate; Benzoic acid; Benzenecarboxylic acid; Phenylformic acid; Dracylic acid$4-Hydroxybenzaldehyde; p-Hydroxybenzaldehyde
E116	row1047;row1048;row660	row1047_M+Na[1+];row1048_M+Na[1+];row660_M+H[1+]	C04874;C03150	Dihydroneopterin$N-Ribosylnicotinamide
E117	row667	row667_M+Na[1+]	C01507;C00794;C01697	L-Iditol$D-Sorbitol$Galactitol
E119	row685	row685_M+H[1+]	C05660	5-Methoxyindoleacetate
E122	row1135;row1150;row1394	row1135_M+H[1+];row1150_M(C13)+H[1+];row1394_M+Na[1+]	CE6229	13E-tetranor-16-carboxy-LTE4
E124	row704;row721	row704_M+H[1+];row721_M(C13)+H[1+]	C00250	Pyridoxal
E128	row723	row723_M+H[1+]	CE3087	beta-carboline
E135	row727;row750	row727_M+H[1+];row750_M(C13)+H[1+]	C00906	5,6-Dihydrothymine
E136	row735	row735_M+Na[1+]	C00217;C00025;C05938	D-Glutamate; D-Glutamic acid; D-Glutaminic acid; D-2-Aminoglutaric acid$L-Glutamate$L-4-Hydroxyglutamate semialdehyde
E139	row753	row753_M+Na[1+]	C00418	(R)-Mevalonate
E140	row760	row760_M+H[1+]	C16633	5-Fluorouridine
E141	row763	row763_M+H[1+]	C00233;C06102;C03465	4-Methyl-2-oxopentanoate$Adipate semialdehyde; Hexan-1-one-6-carboxylate; 6-Oxohexanoate$3-Methyl-2-oxopentanoate; 2-Oxo-3-methylvalerate
E142	row764	row764_M+H[1+]	C00233;C06102;C03465	4-Methyl-2-oxopentanoate$Adipate semialdehyde; Hexan-1-one-6-carboxylate; 6-Oxohexanoate$3-Methyl-2-oxopentanoate; 2-Oxo-3-methylvalerate
E145	row1995	row1995_M+Na[1+]	C00721;C00492;strch2;C05404;C01835	Dextrin$Raffinose$starch, structure 2 (1,6-{2[1,4-Glc], [1,4-Glc]})$D-Gal alpha 1->6D-Gal alpha 1->6D-Glucose; D-Gal-alpha1->6D-Gal-alpha1->6D-Glucose; Manninotriose$Maltotriose; Amylotriose
E148	row787	row787_M+Na[1+]	C05711;C00475	gamma-Glutamyl-beta-cyanoalanine$Cytidine
E149	row798	row798_M+Na[1+]	C00299	Uridine
E150	row801	row801_M+H[1+]	CE2152	
E151	row825	row825_M+H[1+]	C00212;C00330	Adenosine$Deoxyguanosine
E153	row811;row812	row811_M+Na[1+];row812_M+Na[1+]	CE2153	
