pathway	overlap_size	pathway_size	p-value	overlap_EmpiricalCompounds (id)	overlap_features (id)	overlap_features (name)
Fructose and mannose metabolism	3	3	0.003193008990841106	E75,E218,E103	C00031/C00221/C02336/C00267/C00962/C00795/C00137/C00984/C00159,C14830/C01222,C02985	D-Glucose/beta-D-Glucose/beta-D-Fructose; beta-Fruit sugar; beta-D-arabino-Hexulose; beta-Levulose; Fructose/alpha-D-Glucose/beta-D-Galactose/D-Tagatose; lyxo-Hexulose/myo-Inositol/alpha-D-Galactose/D-Mannose$GDP-4-keto-6-L-deoxygalactose/GDP-4-dehydro-6-deoxy-D-mannose$L-Fucose 1-phosphate; 6-Deoxy-L-galactose 1-phosphate; beta-L-Fucose 1-phosphate
Drug metabolism - cytochrome P450	4	5	0.0036971683051844383	E155,E170,E78,E92	C16576/C01516,C06174/C05176,C05635/C16596,C16586/CE2173	Norcodeine; N-Desmethylcodeine/Morphine$Codeine; (5alpha,6alpha)-7,8-Didehydro-4,5-epoxy-3-methoxy-17-methylmorphinan-6-ol/(S)-N-Methylcoclaurine; (S)-1,2,3,4-Tetrahydro-1-[(4-hydroxyphenyl)methyl]-6-methoxy-2-methyl-7-isoquinolinol$5-Hydroxyindoleacetate/5-Phenyl-1,3-oxazinane-2,4-dione$2-Phenyl-1,3-propanediol monocarbamate/
Tryptophan metabolism	6	11	0.014788673220737753	E8,E203,E94,E174,E142,E78	C00322,C00019,C00643,C04148/C05642,CE5860,C05635/C16596	2-Oxoadipate$S-Adenosyl-L-methionine$5-Hydroxy-L-tryptophan$alpha-N-Phenylacetyl-L-glutamine/Formyl-N-acetyl-5-methoxykynurenamine$$5-Hydroxyindoleacetate/5-Phenyl-1,3-oxazinane-2,4-dione
Heparan sulfate degradation	2	2	0.01487269977312831	E98,E72	C01074/C00645/C00140,C00259/C00309/C00312/C00310/C00121/C00181	N-Acetylgalactosamine; N-Acetylchondrosamine; 2-Acetamido-2-deoxygalactose; GalNAc/N-Acetyl-D-mannosamine; 2-Acetamido-2-deoxy-D-mannose/N-Acetyl-D-glucosamine$L-Arabinose/D-Ribulose; D-erythro-2-Pentulose; D-Arabinoketose; D-Arabinulose; D-Riboketose/L-Xylulose/D-Xylulose/D-Ribose/D-Xylose
Glycerophospholipid metabolism	2	2	0.01487269977312831	E75,E203	C00031/C00221/C02336/C00267/C00962/C00795/C00137/C00984/C00159,C00019	D-Glucose/beta-D-Glucose/beta-D-Fructose; beta-Fruit sugar; beta-D-arabino-Hexulose; beta-Levulose; Fructose/alpha-D-Glucose/beta-D-Galactose/D-Tagatose; lyxo-Hexulose/myo-Inositol/alpha-D-Galactose/D-Mannose$S-Adenosyl-L-methionine
N-Glycan Degradation	2	2	0.01487269977312831	E75,E98	C00031/C00221/C02336/C00267/C00962/C00795/C00137/C00984/C00159,C01074/C00645/C00140	D-Glucose/beta-D-Glucose/beta-D-Fructose; beta-Fruit sugar; beta-D-arabino-Hexulose; beta-Levulose; Fructose/alpha-D-Glucose/beta-D-Galactose/D-Tagatose; lyxo-Hexulose/myo-Inositol/alpha-D-Galactose/D-Mannose$N-Acetylgalactosamine; N-Acetylchondrosamine; 2-Acetamido-2-deoxygalactose; GalNAc/N-Acetyl-D-mannosamine; 2-Acetamido-2-deoxy-D-mannose/N-Acetyl-D-glucosamine
Tyrosine metabolism	6	13	0.04671876312914881	E92,E86,E203,E41,E174,E22	C16586/CE2173,CE4890/C09640,C00019,C05606,C04148/C05642,CE5542	2-Phenyl-1,3-propanediol monocarbamate/$N-methylsalsolinol/(-)-Salsoline$S-Adenosyl-L-methionine$Melanin$alpha-N-Phenylacetyl-L-glutamine/Formyl-N-acetyl-5-methoxykynurenamine$noradrenochrome o-semiquinone
Histidine metabolism	2	3	0.06839761364591211	E203,E62	C00019,	S-Adenosyl-L-methionine$
Methionine and cysteine metabolism	2	3	0.06839761364591211	E203,E69	C00019,	S-Adenosyl-L-methionine$
Hyaluronan Metabolism	1	1	0.11343584572724981	E98	C01074/C00645/C00140	N-Acetylgalactosamine; N-Acetylchondrosamine; 2-Acetamido-2-deoxygalactose; GalNAc/N-Acetyl-D-mannosamine; 2-Acetamido-2-deoxy-D-mannose/N-Acetyl-D-glucosamine
N-Glycan biosynthesis	1	1	0.11343584572724981	E75	C00031/C00221/C02336/C00267/C00962/C00795/C00137/C00984/C00159	D-Glucose/beta-D-Glucose/beta-D-Fructose; beta-Fruit sugar; beta-D-arabino-Hexulose; beta-Levulose; Fructose/alpha-D-Glucose/beta-D-Galactose/D-Tagatose; lyxo-Hexulose/myo-Inositol/alpha-D-Galactose/D-Mannose
Chondroitin sulfate degradation	1	1	0.11343584572724981	E72	C00259/C00309/C00312/C00310/C00121/C00181	L-Arabinose/D-Ribulose; D-erythro-2-Pentulose; D-Arabinoketose; D-Arabinulose; D-Riboketose/L-Xylulose/D-Xylulose/D-Ribose/D-Xylose
Hexose phosphorylation	1	1	0.11343584572724981	E75	C00031/C00221/C02336/C00267/C00962/C00795/C00137/C00984/C00159	D-Glucose/beta-D-Glucose/beta-D-Fructose; beta-Fruit sugar; beta-D-arabino-Hexulose; beta-Levulose; Fructose/alpha-D-Glucose/beta-D-Galactose/D-Tagatose; lyxo-Hexulose/myo-Inositol/alpha-D-Galactose/D-Mannose
Keratan sulfate degradation	1	1	0.11343584572724981	E98	C01074/C00645/C00140	N-Acetylgalactosamine; N-Acetylchondrosamine; 2-Acetamido-2-deoxygalactose; GalNAc/N-Acetyl-D-mannosamine; 2-Acetamido-2-deoxy-D-mannose/N-Acetyl-D-glucosamine
Vitamin B1 (thiamin) metabolism	1	1	0.11343584572724981	E8	C00322	2-Oxoadipate
