EID	massfeature_rows	str_row_ion	compounds	compound_names
E1	row356	row356_M+Na[1+]	C00944	3-Dehydroquinate; 5-Dehydroquinate; 3-Dehydroquinic acid; 5-Dehydroquinic acid
E2	row6	row6_M+H[1+]	C00944	3-Dehydroquinate; 5-Dehydroquinate; 3-Dehydroquinic acid; 5-Dehydroquinic acid
E3	row7	row7_M+Na[1+]	1mncam;C02918	1-Methylnicotinamide$1-Methylnicotinamide
E4	row8	row8_M+Na[1+]	1mncam;C02918	1-Methylnicotinamide$1-Methylnicotinamide
E6	row10	row10_M+H[1+]	C00804	Propynoate; Propiolic acid; Acetylenecarboxylic acid; Acetylenemonocarboxylate
E8	row18;row19	row18_M+H[1+];row19_M+H[1+]	C00322	2-Oxoadipate
E10	row25	row25_M+H[1+]	C00158;C04575;C00311	Citrate$$Isocitrate
E14	row63;row72	row63_M+H[1+];row72_M(C13)+H[1+]	C01879;C04281;C04282	5-Oxoproline$L-1-Pyrroline-3-hydroxy-5-carboxylate$1-Pyrroline-4-hydroxy-2-carboxylate
E15	row64	row64_M+H[1+]	C01879;C04281;C04282	5-Oxoproline$L-1-Pyrroline-3-hydroxy-5-carboxylate$1-Pyrroline-4-hydroxy-2-carboxylate
E20	row71	row71_M+H[1+]	CE5538;C05653	noradrenochrome$N-Formylanthranilate
E22	row539	row539_M+Na[1+]	CE5542	noradrenochrome o-semiquinone
E29	row85	row85_M+Na[1+]	C01250	N-Acetyl-L-glutamate 5-semialdehyde; 2-Acetamido-5-oxopentanoate
E30	row86	row86_M+H[1+]	C00822;C05604	Dopaquinone$2-Carboxy-2,3-dihydro-5,6-dihydroxyindole; Leucodopachrome
E35	row129	row129_M+Na[1+]	C00217;C00025;C05938	D-Glutamate; D-Glutamic acid; D-Glutaminic acid; D-2-Aminoglutaric acid$L-Glutamate$L-4-Hydroxyglutamate semialdehyde
E36	row130	row130_M+Na[1+]	C00791	
E37	row137	row137_M+Na[1+]	C02670;C00072;glac	D-glucurono-6,3-lactone$L-Ascorbate$D-glucurono-6,3-lactone
E41	row1067	row1067_M+H[1+]	C05606	Melanin
E42	row153;row172	row153_M+H[1+];row172_M(C13)+H[1+]	C05576	3,4-Dihydroxyphenylethyleneglycol
E43	row157	row157_M+H[1+]	C00108	Anthranilate
E46	row385;row386	row385_M+Na[1+];row386_M+Na[1+]	C00900;C06010	2-Acetolactate$(S)-2-Acetolactate; (S)-2-Hydroxy-2-methyl-3-oxobutanoate
E47	row169;row170	row169_M+Na[1+];row170_M+Na[1+]	C01040;C05394;C00198	L-Gulono-1,4-lactone; L-Gulono-gamma-lactone; gamma-Gulonolactone; L-Gulonic acid gamma-lactone; L-Gulonolactone$3-Keto-beta-D-galactose$D-Glucono-1,5-lactone; Gluconic lactone; Gluconic acid lactone; 1,5-Gluconolactone; delta-Gluconolactone; D-Gluconolactone; Gluconolactone
E48	row318	row318_M+H[1+]	C01040;C05394;C00198	L-Gulono-1,4-lactone; L-Gulono-gamma-lactone; gamma-Gulonolactone; L-Gulonic acid gamma-lactone; L-Gulonolactone$3-Keto-beta-D-galactose$D-Glucono-1,5-lactone; Gluconic lactone; Gluconic acid lactone; 1,5-Gluconolactone; delta-Gluconolactone; D-Gluconolactone; Gluconolactone
E49	row175	row175_M+Na[1+]	C00122	Fumarate
E58	row253	row253_M+H[1+]	C01045;C01042	N-Formyl-L-glutamate$N-Acetyl-L-aspartate
E62	row257	row257_M+H[1+]	C05130	Imidazole-4-acetaldehyde; Imidazole acetaldehyde
E64	row278;row297	row278_M[1+];row297_M+H[1+]	C06006	(S)-2-Aceto-2-hydroxybutanoate; (S)-2-Hydroxy-2-ethyl-3-oxobutanoate
