EID	massfeature_rows	str_row_ion	compounds	compound_names
E1	row9	row9_M+H[1+]	C00472	p-Benzoquinone; Quinone; Chinone; 2,5-Cyclohexadiene-1,4-dione; 1,4-Benzoquinone
E2	row10	row10_M+H[1+]	C00472	p-Benzoquinone; Quinone; Chinone; 2,5-Cyclohexadiene-1,4-dione; 1,4-Benzoquinone
E5	row1466	row1466_M+Na[1+]	C01762	Xanthosine
E11	row50;row73	row50_M+H[1+];row73_M(C13)+H[1+]	C05576	3,4-Dihydroxyphenylethyleneglycol
E12	row149;row150	row149_M+Na[1+];row150_M+Na[1+]	C01119	Oxidized dithiothreitol
E15	row71	row71_M+Na[1+]	C00073	L-Methionine
E18	row77	row77_M+Na[1+]	C00503	Erythritol; Erythrol; Phycitol; Phycite; Erythrite
E22	row94	row94_M+Na[1+]	C00292	Aniline; Phenylamine; Benzenamine; Arylamine
E24	row100	row100_M+H[1+]	C03239;C02946;C04076	6-Amino-2-oxohexanoate; 2-Oxo-6-aminocaproate$4-Acetamidobutanoate$L-2-Aminoadipate 6-semialdehyde; 2-Aminoadipate 6-semialdehyde
E25	row109	row109_M+Na[1+]	C16631	alpha-Fluoro-beta-ureidopropionic acid; 2-Fluoro-3-ureidopropionic acid
E34	row140	row140_M+H[1+]	C01250	N-Acetyl-L-glutamate 5-semialdehyde; 2-Acetamido-5-oxopentanoate
E39	row169	row169_M+H[1+]	C00439	N-Formimidoyl-L-glutamate
E42	row179	row179_M+H[1+]	CE5665	leukoaminochrome
E43	row184	row184_M+H[1+]	C05527	3-Sulfinopyruvate
E45	row191	row191_M+Na[1+]	C01732;C00490	Mesaconate; 2-Methylfumarate; Mesaconic acid; Methylfumaric acid$Itaconate; Itaconic acid; Methylenesuccinic acid
E46	row194	row194_M+H[1+]	C08276	
E47	row197	row197_M+H[1+]	C04043;C00642;C05852	3,4-Dihydroxyphenylacetaldehyde; Protocatechuatealdehyde$4-Hydroxyphenylacetate$2-Hydroxyphenylacetate
E49	row200	row200_M+H[1+]	C09815	Benzamide
E55	row256	row256_M+Na[1+]	C00049;C00402	L-Aspartate$D-Aspartate
E56	row264	row264_M+H[1+]	C04092;C00450	delta1-Piperideine-2-carboxylate; 1,2-Didehydropiperidine-2-carboxylate$2,3,4,5-Tetrahydropyridine-2-carboxylate; delta1-Piperideine-6-L-carboxylate
E57	row269	row269_M+H[1+]	C00329	D-Glucosamine
E61	row288	row288_M+H[1+]	C01879;C04281;C04282	5-Oxoproline$L-1-Pyrroline-3-hydroxy-5-carboxylate$1-Pyrroline-4-hydroxy-2-carboxylate
E64	row290	row290_M+H[1+]	C00590	Coniferyl alcohol; Coniferol; 4-(3-Hydroxy-1-propenyl)-2-methoxyphenol
E65	row559	row559_M+Na[1+]	C00590	Coniferyl alcohol; Coniferol; 4-(3-Hydroxy-1-propenyl)-2-methoxyphenol
