m/z	rtime	p-value	t-score	custom_id	log2fc	name	emp_ID
194.0122	319.46	0.030237101860581466	17.88701352622356		1.288429484917959		
196.0585	225.32	0.04512566856148816	14.200309971414832		0.5047369595184428		
197.0619	225.59	0.0027763141257620377	38.800017787971974		0.5931773529820994		
199.0331	225.98	0.0019271684550596644	47.05931511338131		4.262962211336973		
204.0854	162.28	0.02534234289290641	19.58291315619893	C9H9NO2	0.7890781676083911	6-Hydroxy-3,4-dihydro-2(1H)-quinolinone,4-Oxo-1-(3-pyridyl)-1-butanone,3-Methyldioxyindole,4-(3-Pyridyl)-3-butenoic acid,2-Methyl-2H-1,3-benzoxazin-4(3H)-one	kp350_163.063
246.0269	324.71	0.045114667657500156	14.586388124995642		0.5569839971407156		
282.0467	113.47	0.0019271684550596644	52.50963704569824		2.994506737580714		
283.119	34.46	0.045114667657500156	-14.710771355815675	C14H20O6	-1.2327083051914407	2-Phenylethyl beta-D-glucopyranoside	kp3532_284.1257
321.0317	277.05	0.00333284013627808	34.48524336300304		5.354537678907924		
361.0689	225.06	0.0308579439975228	17.11545483650825	C18H16ClNO5	1.510833259211907	Fenoxaprop-ethyl	kp1748_361.0727
