m/z	rtime	p-value	t-score	custom_id	log2fc	name	emp_ID
113.048	123.51	0.006524992208865665	32.32988072285067		3.9722743031365546	None	
244.0309	408.43	0.0004843275683858464	81.62576288130161		3.776664633789899	None	
114.0939	410.7	0.02828527415927023	16.953849998292565		3.9794393329104345	None	
369.1823	24.81	0.04232532894926209	-12.659568088350024	C20H29ClO4,C21H24N2O4,C18H28N2O4S	-1.5594853650286247	Arildone,Dialdehyde,Fabatin	kp1066_368.1754
380.9761	177.43	0.011779290288188164	25.93299325548496		1.5732961673977428	None	
382.2436	28.1	0.039856536355751156	13.098730523568115		1.9431183537032695	382.2436_M+H+	
448.8855	425.47	0.03507247651746479	15.0785954980777		3.3390235143517444	448.8855_ACN	
448.8855	435.45	0.0007560320854604856	61.39544794641049		2.708485518566105	None	
448.8855	437.95	0.01932438246604155	21.647785049404348		3.978278927261666	None	
678.4463	147.26	0.039856536355751156	13.033589967347227		2.99332695314442	678.4463_M+H+	
678.9012	227.45	0.039856536355751156	13.157073323364907		2.073776125149001	None	
679.1106	148.84	0.03507247651746479	14.8276363906288		2.903252121770624	None	
531.351	24.94	0.02828527415927023	18.6469810218739		2.646272628580263	531.351_M+H+	
639.6569	127.32	0.03507247651746479	14.62647777494782		5.239908729269413	639.6569_M+H+, 2x charged	
747.0496	135.54	0.02828527415927023	17.189853555269103		4.666839131958394	None	
796.1022	150.44	0.039856536355751156	13.44105055328709		3.417833990575165	796.1022_M+H+	
778.0665	134.84	0.039856536355751156	13.03413490741623		2.559830969062741	None	
841.9932	152.68	0.02828527415927023	17.776506076097984		3.3050802449259002	841.9932_HCl	
860.7563	147.65	0.03507247651746479	14.641995949413007		4.223851056548218	860.7563_ACN, 2x charged	
