EID	massfeature_rows	str_row_ion	compounds	compound_names
E2	row5	row5_M+H[1+]	C00366	Urate
E3	row6	row6_M+H[1+]	C00366	Urate
E7	row7	row7_M+H[1+]	C00472	p-Benzoquinone; Quinone; Chinone; 2,5-Cyclohexadiene-1,4-dione; 1,4-Benzoquinone
E8	row8;row9	row8_M+H[1+];row9_M+H[1+]	C00472	p-Benzoquinone; Quinone; Chinone; 2,5-Cyclohexadiene-1,4-dione; 1,4-Benzoquinone
E10	row1352	row1352_M+Na[1+]	C01762	Xanthosine
E16	row53;row78	row53_M+H[1+];row78_M(C13)+H[1+]	C05576	3,4-Dihydroxyphenylethyleneglycol
E18	row76	row76_M+Na[1+]	C00073	L-Methionine
E22	row98	row98_M+Na[1+]	C00292	Aniline; Phenylamine; Benzenamine; Arylamine
E24	row103	row103_M+H[1+]	C03239;C02946;C04076	6-Amino-2-oxohexanoate; 2-Oxo-6-aminocaproate$4-Acetamidobutanoate$L-2-Aminoadipate 6-semialdehyde; 2-Aminoadipate 6-semialdehyde
E25	row112	row112_M+Na[1+]	C16631	alpha-Fluoro-beta-ureidopropionic acid; 2-Fluoro-3-ureidopropionic acid
E34	row152	row152_M+Na[1+]	C01119	Oxidized dithiothreitol
E36	row173	row173_M+H[1+]	C00439	N-Formimidoyl-L-glutamate
E39	row181	row181_M+H[1+]	CE5665	leukoaminochrome
E40	row185	row185_M+H[1+]	C05527	3-Sulfinopyruvate
E42	row192	row192_M+Na[1+]	C01732;C00490	Mesaconate; 2-Methylfumarate; Mesaconic acid; Methylfumaric acid$Itaconate; Itaconic acid; Methylenesuccinic acid
E43	row195	row195_M+H[1+]	C08276	
E44	row198	row198_M+H[1+]	C04043;C00642;C05852	3,4-Dihydroxyphenylacetaldehyde; Protocatechuatealdehyde$4-Hydroxyphenylacetate$2-Hydroxyphenylacetate
E45	row200	row200_M+H[1+]	C09815	Benzamide
E46	row212	row212_M+H[1+]	C00780	Serotonin
E49	row251	row251_M+Na[1+]	C00049;C00402	L-Aspartate$D-Aspartate
E50	row258	row258_M+H[1+]	C04092;C00450	delta1-Piperideine-2-carboxylate; 1,2-Didehydropiperidine-2-carboxylate$2,3,4,5-Tetrahydropyridine-2-carboxylate; delta1-Piperideine-6-L-carboxylate
E51	row264	row264_M+H[1+]	C00329	D-Glucosamine
E54	row594	row594_M+Na[1+]	C05583;C05582	3-Methoxy-4-hydroxyphenylglycolaldehyde$Homovanillate; Homovanillic acid
E57	row291	row291_M+H[1+]	C00031;C00221;C02336;C00267;C00962;C00795;C00137;C13747;C07480;C00984;C00159	D-Glucose$beta-D-Glucose$beta-D-Fructose; beta-Fruit sugar; beta-D-arabino-Hexulose; beta-Levulose; Fructose$alpha-D-Glucose$beta-D-Galactose$D-Tagatose; lyxo-Hexulose$myo-Inositol$1,7-Dimethylxanthine; Paraxanthine$$alpha-D-Galactose$D-Mannose
E58	row292	row292_M+H[1+]	C00031;C00221;C02336;C00267;C00962;C00795;C00137;C13747;C07480;C00984;C00159	D-Glucose$beta-D-Glucose$beta-D-Fructose; beta-Fruit sugar; beta-D-arabino-Hexulose; beta-Levulose; Fructose$alpha-D-Glucose$beta-D-Galactose$D-Tagatose; lyxo-Hexulose$myo-Inositol$1,7-Dimethylxanthine; Paraxanthine$$alpha-D-Galactose$D-Mannose
E59	row291	row291_M+Na[1+]	CE4970;CE4968	2-methylbutyrylglycine$isovalerylglycine
