EID	massfeature_rows	str_row_ion	compounds	compound_names
E1	row1;row2	row1_M+H[1+];row2_M+H[1+]	C00957	Mercaptopyruvate
E3	row10	row10_M+H[1+]	C00944	3-Dehydroquinate; 5-Dehydroquinate; 3-Dehydroquinic acid; 5-Dehydroquinic acid
E4	row11	row11_M+Na[1+]	1mncam;C02918	1-Methylnicotinamide$1-Methylnicotinamide
E5	row12	row12_M+Na[1+]	1mncam;C02918	1-Methylnicotinamide$1-Methylnicotinamide
E6	row14;row518;row823	row14_M(C13)+H[1+];row518_M+Na[1+];row823_M+H[1+]	C00624	N-Acetyl-L-glutamate; N-Acetyl-L-glutamic acid
E8	row15	row15_M+H[1+]	C00804	Propynoate; Propiolic acid; Acetylenecarboxylic acid; Acetylenemonocarboxylate
E9	row28;row29	row28_M+Na[1+];row29_M+Na[1+]	C00506	L-Cysteate
E10	row35;row36;row54;row55	row35_M+H[1+];row36_M+H[1+];row54_M(C13)+H[1+];row55_M(C13)+H[1+]	C00322	2-Oxoadipate
E18	row106	row106_M+H[1+]	C00906	5,6-Dihydrothymine
E20	row116;row135	row116_M+H[1+];row135_M(C13)+H[1+]	C01879;C04281;C04282	5-Oxoproline$L-1-Pyrroline-3-hydroxy-5-carboxylate$1-Pyrroline-4-hydroxy-2-carboxylate
E21	row117;row136	row117_M+H[1+];row136_M(C13)+H[1+]	C01879;C04281;C04282	5-Oxoproline$L-1-Pyrroline-3-hydroxy-5-carboxylate$1-Pyrroline-4-hydroxy-2-carboxylate
E27	row134;row147	row134_M+H[1+];row147_M(C13)+H[1+]	CE5538;C05653	noradrenochrome$N-Formylanthranilate
E29	row780	row780_M+Na[1+]	CE5542	noradrenochrome o-semiquinone
E36	row1438;row336	row1438_M+HCOONa[1+];row336_M+H[1+]	C01250	N-Acetyl-L-glutamate 5-semialdehyde; 2-Acetamido-5-oxopentanoate
E37	row148	row148_M+Na[1+]	C01250	N-Acetyl-L-glutamate 5-semialdehyde; 2-Acetamido-5-oxopentanoate
E38	row337	row337_M+H[1+]	C01250	N-Acetyl-L-glutamate 5-semialdehyde; 2-Acetamido-5-oxopentanoate
E40	row149;row178	row149_M+H[1+];row178_M(C13)+H[1+]	C00822;C05604	Dopaquinone$2-Carboxy-2,3-dihydro-5,6-dihydroxyindole; Leucodopachrome
E41	row151	row151_M+H[1+]	C01165;C01157;C00430;C03440;C01110	L-Glutamate 5-semialdehyde; L-Glutamate gamma-semialdehyde$trans-4-Hydroxy-L-proline$5-Aminolevulinate; 5-Amino-4-oxopentanoate; 5-Amino-4-oxovaleric acid$cis-4-Hydroxy-D-proline$5-Amino-2-oxopentanoic acid; 5-Amino-2-oxopentanoate; 2-Oxo-5-amino-pentanoate; 2-Oxo-5-aminopentanoate; alpha-Keto-delta-aminopentanoate; 2-Oxo-5-aminovalerate
E46	row1510;row1511	row1510_M+H[1+];row1511_M+H[1+]	C04376	N2-Formyl-N1-(5-phospho-D-ribosyl)glycinamide
E51	row213	row213_M+Na[1+]	C00217;C00025;C05938	D-Glutamate; D-Glutamic acid; D-Glutaminic acid; D-2-Aminoglutaric acid$L-Glutamate$L-4-Hydroxyglutamate semialdehyde
E54	row218	row218_M+Na[1+]	C00791	
E55	row227	row227_M+Na[1+]	C02670;C00072;glac	D-glucurono-6,3-lactone$L-Ascorbate$D-glucurono-6,3-lactone
E56	row228	row228_M+Na[1+]	C00438	N-Carbamoyl-L-aspartate
E60	row249;row250	row249_M+H[1+];row250_M+H[1+]	C12215	Iminoerythrose 4-phosphate; Imino-D-erythrose 4-phosphate
E61	row251;row276	row251_M+H[1+];row276_M(C13)+H[1+]	C05576	3,4-Dihydroxyphenylethyleneglycol
E63	row261	row261_M+H[1+]	C00108	Anthranilate
E65	row577;row578	row577_M+Na[1+];row578_M+Na[1+]	C00900;C06010	2-Acetolactate$(S)-2-Acetolactate; (S)-2-Hydroxy-2-methyl-3-oxobutanoate
E66	row272;row273	row272_M+Na[1+];row273_M+Na[1+]	C01040;C05394;C00198	L-Gulono-1,4-lactone; L-Gulono-gamma-lactone; gamma-Gulonolactone; L-Gulonic acid gamma-lactone; L-Gulonolactone$3-Keto-beta-D-galactose$D-Glucono-1,5-lactone; Gluconic lactone; Gluconic acid lactone; 1,5-Gluconolactone; delta-Gluconolactone; D-Gluconolactone; Gluconolactone
E67	row486;row519	row486_M+H[1+];row519_M(C13)+H[1+]	C01040;C05394;C00198	L-Gulono-1,4-lactone; L-Gulono-gamma-lactone; gamma-Gulonolactone; L-Gulonic acid gamma-lactone; L-Gulonolactone$3-Keto-beta-D-galactose$D-Glucono-1,5-lactone; Gluconic lactone; Gluconic acid lactone; 1,5-Gluconolactone; delta-Gluconolactone; D-Gluconolactone; Gluconolactone
E68	row279	row279_M+Na[1+]	C00122	Fumarate
E73	row311	row311_M+Na[1+]	C16631	alpha-Fluoro-beta-ureidopropionic acid; 2-Fluoro-3-ureidopropionic acid
E75	row324	row324_M+H[1+]	C05828	3-Methylimidazoleacetic acid
E79	row1313	row1313_M+H[1+]	C01762	Xanthosine
E81	row1314	row1314_M+H[1+]	C01762	Xanthosine
