input_row	EID	str_row_ion	compounds	compound_names	input_row	m/z	retention_time	p_value	statistic	CompoundID_from_user
row1	E1	row1_M+H[1+];row2_M+H[1+]	C00957	Mercaptopyruvate	row1	120.9953	129.17	0.3876393861547185	1.880076017905316	
row2	E1	row1_M+H[1+];row2_M+H[1+]	C00957	Mercaptopyruvate	row2	120.9953	131.82	0.4267616072582388	1.6256621970248297	
row10	E3	row10_M+H[1+]	C00944	3-Dehydroquinate; 5-Dehydroquinate; 3-Dehydroquinic acid; 5-Dehydroquinic acid	row10	191.0556	377.3	0.379603516604684	2.064662627824186	
row11	E4	row11_M+Na[1+]	1mncam;C02918	1-Methylnicotinamide$1-Methylnicotinamide	row11	160.0607	170.45	0.26493216842944484	2.9099516232092593	
row12	E5	row12_M+Na[1+]	1mncam;C02918	1-Methylnicotinamide$1-Methylnicotinamide	row12	160.0607	193.78	0.23011358068416907	3.2267489863171153	
row14	E6	row14_M(C13)+H[1+];row518_M+Na[1+];row823_M+H[1+]	C00624	N-Acetyl-L-glutamate; N-Acetyl-L-glutamic acid	row14	191.0749	185.58	0.9705975475732666	0.0881807807349002	C7H13NO5
row15	E8	row15_M+H[1+]	C00804	Propynoate; Propiolic acid; Acetylenecarboxylic acid; Acetylenemonocarboxylate	row15	71.0127	301.08	0.20763196103632742	3.8561343460138375	
row28	E9	row28_M+Na[1+];row29_M+Na[1+]	C00506	L-Cysteate	row28	191.9942	218.63	0.896166854829351	-0.2588365149913405	
row29	E9	row28_M+Na[1+];row29_M+Na[1+]	C00506	L-Cysteate	row29	191.9942	219.68	0.6387143166430836	0.8579269810547597	
row35	E10	row35_M+H[1+];row36_M+H[1+];row54_M(C13)+H[1+];row55_M(C13)+H[1+]	C00322	2-Oxoadipate	row35	161.0449	242.72	0.08791710671693832	8.697880555623403	C6H10O5
row36	E10	row35_M+H[1+];row36_M+H[1+];row54_M(C13)+H[1+];row55_M(C13)+H[1+]	C00322	2-Oxoadipate	row36	161.0449	245.47	0.14070918203430002	6.5588509567392554	C6H10O5
row54	E10	row35_M+H[1+];row36_M+H[1+];row54_M(C13)+H[1+];row55_M(C13)+H[1+]	C00322	2-Oxoadipate	row54	162.0481	242.72	0.10357330192959904	7.522792782149494	C6H10O5
row55	E10	row35_M+H[1+];row36_M+H[1+];row54_M(C13)+H[1+];row55_M(C13)+H[1+]	C00322	2-Oxoadipate	row55	162.0481	245.21	0.12289279024343114	7.0198391916641425	C6H10O5
row106	E18	row106_M+H[1+]	C00906	5,6-Dihydrothymine	row106	129.0659	233.1	0.41168987819175623	1.6942013473348836	
row116	E20	row116_M+H[1+];row135_M(C13)+H[1+]	C01879;C04281;C04282	5-Oxoproline$L-1-Pyrroline-3-hydroxy-5-carboxylate$1-Pyrroline-4-hydroxy-2-carboxylate	row116	130.05	184.53	0.45841718145295907	1.4725111024902424	
row117	E21	row117_M+H[1+];row136_M(C13)+H[1+]	C01879;C04281;C04282	5-Oxoproline$L-1-Pyrroline-3-hydroxy-5-carboxylate$1-Pyrroline-4-hydroxy-2-carboxylate	row117	130.05	299.9	0.16847770235038653	5.481315057655385	
row134	E27	row134_M+H[1+];row147_M(C13)+H[1+]	CE5538;C05653	noradrenochrome$N-Formylanthranilate	row134	166.0502	47.59	0.4549729101945649	-1.4986287377321608	C8H9NO3
row135	E20	row116_M+H[1+];row135_M(C13)+H[1+]	C01879;C04281;C04282	5-Oxoproline$L-1-Pyrroline-3-hydroxy-5-carboxylate$1-Pyrroline-4-hydroxy-2-carboxylate	row135	131.0533	184.13	0.9013512247648643	0.24957393633028474	
row136	E21	row117_M+H[1+];row136_M(C13)+H[1+]	C01879;C04281;C04282	5-Oxoproline$L-1-Pyrroline-3-hydroxy-5-carboxylate$1-Pyrroline-4-hydroxy-2-carboxylate	row136	131.0533	299.76	0.0970782105104706	7.863808588801089	
row147	E27	row134_M+H[1+];row147_M(C13)+H[1+]	CE5538;C05653	noradrenochrome$N-Formylanthranilate	row147	167.0535	47.85	0.5107537891175009	-1.2542879494623005	C8H9NO3
row148	E37	row148_M+Na[1+]	C01250	N-Acetyl-L-glutamate 5-semialdehyde; 2-Acetamido-5-oxopentanoate	row148	196.0585	225.32	0.04512566856148816	14.200309971414832	
row149	E40	row149_M+H[1+];row178_M(C13)+H[1+]	C00822;C05604	Dopaquinone$2-Carboxy-2,3-dihydro-5,6-dihydroxyindole; Leucodopachrome	row149	196.0612	380.45	0.6314876315200871	-0.8814557825955279	C9H11NO4
row151	E41	row151_M+H[1+]	C01165;C01157;C00430;C03440;C01110	L-Glutamate 5-semialdehyde; L-Glutamate gamma-semialdehyde$trans-4-Hydroxy-L-proline$5-Aminolevulinate; 5-Amino-4-oxopentanoate; 5-Amino-4-oxovaleric acid$cis-4-Hydroxy-D-proline$5-Amino-2-oxopentanoic acid; 5-Amino-2-oxopentanoate; 2-Oxo-5-amino-pentanoate; 2-Oxo-5-aminopentanoate; alpha-Keto-delta-aminopentanoate; 2-Oxo-5-aminovalerate	row151	132.0657	306.72	0.2718419955587608	2.8505932220958408	
row178	E40	row149_M+H[1+];row178_M(C13)+H[1+]	C00822;C05604	Dopaquinone$2-Carboxy-2,3-dihydro-5,6-dihydroxyindole; Leucodopachrome	row178	197.0643	380.45	0.9733267259646693	-0.07507829398434857	C9H11NO4
row213	E51	row213_M+Na[1+]	C00217;C00025;C05938	D-Glutamate; D-Glutamic acid; D-Glutaminic acid; D-2-Aminoglutaric acid$L-Glutamate$L-4-Hydroxyglutamate semialdehyde	row213	170.0426	254.8	0.9390080894920529	-0.16667203088369714	
row218	E54	row218_M+Na[1+]	C00791		row218	136.0477	48.64	0.07120072681701967	-11.397893491057545	C8H8O2
row227	E55	row227_M+Na[1+]	C02670;C00072;glac	D-glucurono-6,3-lactone$L-Ascorbate$D-glucurono-6,3-lactone	row227	199.0219	241.27	0.19512825018565838	-4.1712406974046585	
row228	E56	row228_M+Na[1+]	C00438	N-Carbamoyl-L-aspartate	row228	199.0331	225.98	0.0019271684550596644	47.05931511338131	
row249	E60	row249_M+H[1+];row250_M+H[1+]	C12215	Iminoerythrose 4-phosphate; Imino-D-erythrose 4-phosphate	row249	200.0326	209.57	0.5353177996538818	-1.1832842013173768	
row250	E60	row249_M+H[1+];row250_M+H[1+]	C12215	Iminoerythrose 4-phosphate; Imino-D-erythrose 4-phosphate	row250	200.0326	211.14	0.9059696599196256	-0.2359763277917016	
row251	E61	row251_M+H[1+];row276_M(C13)+H[1+]	C05576	3,4-Dihydroxyphenylethyleneglycol	row251	171.0656	194.57	0.6173219465666469	0.928880090668379	
row261	E63	row261_M+H[1+]	C00108	Anthranilate	row261	138.0551	47.59	0.4305503600786107	-1.6030636262893336	C8H8O2
row272	E66	row272_M+Na[1+];row273_M+Na[1+]	C01040;C05394;C00198	L-Gulono-1,4-lactone; L-Gulono-gamma-lactone; gamma-Gulonolactone; L-Gulonic acid gamma-lactone; L-Gulonolactone$3-Keto-beta-D-galactose$D-Glucono-1,5-lactone; Gluconic lactone; Gluconic acid lactone; 1,5-Gluconolactone; delta-Gluconolactone; D-Gluconolactone; Gluconolactone	row272	201.0375	176.09	0.9945841412924994	-0.01813343670916935	C6H12O6
row273	E66	row272_M+Na[1+];row273_M+Na[1+]	C01040;C05394;C00198	L-Gulono-1,4-lactone; L-Gulono-gamma-lactone; gamma-Gulonolactone; L-Gulonic acid gamma-lactone; L-Gulonolactone$3-Keto-beta-D-galactose$D-Glucono-1,5-lactone; Gluconic lactone; Gluconic acid lactone; 1,5-Gluconolactone; delta-Gluconolactone; D-Gluconolactone; Gluconolactone	row273	201.0375	178.19	0.9705975475732666	-0.08525419383244986	
row276	E61	row251_M+H[1+];row276_M(C13)+H[1+]	C05576	3,4-Dihydroxyphenylethyleneglycol	row276	172.0689	194.83	0.452682417011238	1.505795822733297	
row279	E68	row279_M+Na[1+]	C00122	Fumarate	row279	139.0002	241.4	0.3356675403676943	-2.3150082917766373	
row311	E73	row311_M+Na[1+]	C16631	alpha-Fluoro-beta-ureidopropionic acid; 2-Fluoro-3-ureidopropionic acid	row311	173.0333	270.22	0.5706733555365231	-1.0698930326098854	
row324	E75	row324_M+H[1+]	C05828	3-Methylimidazoleacetic acid	row324	141.066	354.45	0.5146499550570117	1.2437891924499658	
row336	E36	row1438_M+HCOONa[1+];row336_M+H[1+]	C01250	N-Acetyl-L-glutamate 5-semialdehyde; 2-Acetamido-5-oxopentanoate	row336	174.0765	194.7	0.5254614320387919	-1.210673104095655	
