pathway	overlap_size	pathway_size	p-value	overlap_EmpiricalCompounds (id)	overlap_features (id)	overlap_features (name)
Vitamin D3 (cholecalciferol) metabolism	0	0	0.009242920762961095			
Hyaluronan Metabolism	0	0	0.009242920762961095			
N-Glycan biosynthesis	0	0	0.009242920762961095			
Glycolysis and Gluconeogenesis	0	3	0.009242920762961095			
Glycosphingolipid biosynthesis - ganglioseries	0	0	0.009242920762961095			
R Group Synthesis	0	0	0.009242920762961095			
C5-Branched dibasic acid metabolism	0	1	0.009242920762961095			
Pyruvate Metabolism	0	0	0.009242920762961095			
Sialic acid metabolism	0	0	0.009242920762961095			
Chondroitin sulfate degradation	0	0	0.009242920762961095			
Di-unsaturated fatty acid beta-oxidation	0	2	0.009242920762961095			
Putative anti-Inflammatory metabolites formation from EPA	0	0	0.009242920762961095			
Linoleate metabolism	0	8	0.009242920762961095			
Hexose phosphorylation	0	0	0.009242920762961095			
Vitamin B2 (riboflavin) metabolism	0	1	0.009242920762961095			
Squalene and cholesterol biosynthesis	0	0	0.009242920762961095			
Galactose metabolism	0	0	0.009242920762961095			
Keratan sulfate degradation	0	0	0.009242920762961095			
Glycerolipid metabolism	0	0	0.009242920762961095			
Carnitine shuttle	0	0	0.009242920762961095			
3-oxo-10R-octadecatrienoate beta-oxidation	0	0	0.009242920762961095			
Alkaloid biosynthesis II	0	1	0.009242920762961095			
Vitamin B1 (thiamin) metabolism	0	1	0.009242920762961095			
Glycosphingolipid biosynthesis - globoseries	0	0	0.009242920762961095			
Histidine metabolism	0	2	0.009242920762961095			
Vitamin B5 - CoA biosynthesis from pantothenate	0	1	0.009242920762961095			
Glycosylphosphatidylinositol(GPI)-anchor biosynthesis	0	0	0.009242920762961095			
Glycosphingolipid biosynthesis - lactoseries	0	0	0.009242920762961095			
Bile acid biosynthesis	0	1	0.009242920762961095			
Parathio degradation	0	1	0.009242920762961095			
Propanoate metabolism	0	1	0.009242920762961095			
Blood Group Biosynthesis	0	0	0.009242920762961095			
Electron transport chain	0	0	0.009242920762961095			
Vitamin H (biotin) metabolism	0	1	0.009242920762961095			
Biopterin metabolism	0	0	0.009242920762961095			
Vitamin E metabolism	0	1	0.009242920762961095			
Androgen and estrogen biosynthesis and metabolism	0	0	0.009242920762961095			
Glycine, serine, alanine and threonine metabolism	0	4	0.009242920762961095			
Caffeine metabolism	0	0	0.009242920762961095			
Lipoate metabolism	0	0	0.009242920762961095			
Heparan sulfate biosynthesis	0	0	0.009242920762961095			
Drug metabolism - cytochrome P450	0	3	0.009242920762961095			
Vitamin B9 (folate) metabolism	0	0	0.009242920762961095			
Tryptophan metabolism	0	12	0.009242920762961095			
Glyoxylate and Dicarboxylate Metabolism	0	1	0.009242920762961095			
Urea cycle/amino group metabolism	0	8	0.009242920762961095			
De novo fatty acid biosynthesis	0	3	0.009242920762961095			
Vitamin A (retinol) metabolism	0	4	0.009242920762961095			
Valine, leucine and isoleucine degradation	0	3	0.009242920762961095			
Fatty Acid Metabolism	0	1	0.009242920762961095			
Glycosaminoglycan degradation	0	0	0.009242920762961095			
Fatty acid oxidation	0	0	0.009242920762961095			
Fructose and mannose metabolism	0	1	0.009242920762961095			
ROS Detoxification	0	0	0.009242920762961095			
Xenobiotics metabolism	0	0	0.009242920762961095			
Saturated fatty acids beta-oxidation	0	0	0.009242920762961095			
CoA Catabolism	0	1	0.009242920762961095			
Omega-3 fatty acid metabolism	0	3	0.009242920762961095			
Butanoate metabolism	0	1	0.009242920762961095			
Mono-unsaturated fatty acid beta-oxidation	0	1	0.009242920762961095			
Glycosphingolipid biosynthesis - neolactoseries	0	0	0.009242920762961095			
Vitamin B3 (nicotinate and nicotinamide) metabolism	0	8	0.009242920762961095			
Ascorbate (Vitamin C) and Aldarate Metabolism	0	0	0.009242920762961095			
Geraniol degradation	0	0	0.009242920762961095			
D4&E4-neuroprostanes formation	0	0	0.009242920762961095			
Vitamin D	0	0	0.009242920762961095			
Dynorphin metabolism	0	0	0.009242920762961095			
Heparan sulfate degradation	0	0	0.009242920762961095			
Fatty acid oxidation, peroxisome	0	0	0.009242920762961095			
Polyunsaturated fatty acid biosynthesis	0	0	0.009242920762961095			
Purine metabolism	0	10	0.009242920762961095			
Alanine and Aspartate Metabolism	0	2	0.009242920762961095			
Glutathione Metabolism	0	1	0.009242920762961095			
Keratan sulfate biosynthesis	0	0	0.009242920762961095			
TCA cycle	0	2	0.009242920762961095			
3-Chloroacrylic acid degradation	0	0	0.009242920762961095			
Arachidonic acid metabolism	0	5	0.009242920762961095			
Sphingolipid metabolism	0	0	0.009242920762961095			
O-Glycan biosynthesis	0	0	0.009242920762961095			
Glycosphingolipid metabolism	0	0	0.009242920762961095			
Limonene and pinene degradation	0	0	0.009242920762961095			
Arginine and Proline Metabolism	0	6	0.009242920762961095			
Proteoglycan biosynthesis	0	0	0.009242920762961095			
Vitamin K metabolism	0	0	0.009242920762961095			
Glycerophospholipid metabolism	0	4	0.009242920762961095			
Glutamate metabolism	0	0	0.009242920762961095			
Porphyrin metabolism	0	1	0.009242920762961095			
Phosphatidylinositol phosphate metabolism	0	0	0.009242920762961095			
Benzoate degradation via CoA ligation	0	0	0.009242920762961095			
Prostaglandin formation from arachidonate	0	3	0.009242920762961095			
Dimethyl-branched-chain fatty acid mitochondrial beta-oxidation	0	0	0.009242920762961095			
Vitamin B6 (pyridoxine) metabolism	0	0	0.009242920762961095			
Pentose and Glucuronate Interconversions	0	0	0.009242920762961095			
Atrazine degradation	0	0	0.009242920762961095			
N-Glycan Degradation	0	0	0.009242920762961095			
Leukotriene metabolism	0	2	0.009242920762961095			
Vitamin B12 (cyanocobalamin) metabolism	0	0	0.009242920762961095			
