EID	massfeature_rows	str_row_ion	compounds	compound_names
E3	row26;row3	row26_M(C13)+H[1+];row3_M+H[1+]	C00300	Creatine; alpha-Methylguanidino acetic acid; Methylglycocyamine
E6	row28	row28_M+H[1+]	C06103	6-Hydroxyhexanoic acid; 6-Hydroxyhexanoate
E7	row34	row34_M+Na[1+]	C00257;C00800	D-Gluconate$L-Gulonate
E10	row357;row52;row71	row357_M+Na[1+];row52_M+H[1+];row71_M(C13)+H[1+]	C00864	(R)-Pantothenate
E15	row70;row83	row70_M+H[1+];row83_M(C13)+H[1+]	C00643	5-Hydroxy-L-tryptophan
E20	row100	row100_M+H[1+]	C07086;C03765	Phenylacetic acid; Benzylformic acid; Phenylacetate; Benzeneacetiic acid$4-Hydroxyphenylacetaldehyde
E23	row110	row110_M+Na[1+]	CE4788;C00763;C00148	acetamidopropanal$D-Proline$L-Proline
E25	row122	row122_M+H[1+]	C00785	Urocanate
E26	row440	row440_M+Na[1+]	C00785	Urocanate
E28	row151	row151_M+Na[1+]	CE2949	
E30	row160;row556;row557	row160_M(C13)+H[1+];row556_M+Na[1+];row557_M+Na[1+]	C00082;CE2174	L-Tyrosine$
E32	row183	row183_M+H[1+]	C05589;C00788	L-Normetanephrine$L-Adrenaline; (R)-(-)-Adrenaline; (R)-(-)-Epinephrine; (R)-(-)-Epirenamine; (R)-(-)-Adnephrine; 4-[(1R)-1-Hydroxy-2-(methylamino)ethyl]-1,2-benzenediol
E33	row184	row184_M+H[1+]	C05589;C00788	L-Normetanephrine$L-Adrenaline; (R)-(-)-Adrenaline; (R)-(-)-Epinephrine; (R)-(-)-Epirenamine; (R)-(-)-Adnephrine; 4-[(1R)-1-Hydroxy-2-(methylamino)ethyl]-1,2-benzenediol
E36	row196	row196_M+Na[1+]	C00503	Erythritol; Erythrol; Phycitol; Phycite; Erythrite
E39	row217;row227	row217_M+H[1+];row227_M(C13)+H[1+]	C01035	4-Guanidinobutanoate
E45	row224	row224_M+Na[1+]	C01019	6-Deoxy-L-galactose; L-Fucose
E47	row233	row233_M+H[1+]	C05579	Indole-5,6-quinone
E48	row234	row234_M+H[1+]	C05579	Indole-5,6-quinone
E51	row252	row252_M+H[1+]	CE4888;C05578	dopaminochrome$5,6-Dihydroxyindole; DHI
E57	row285	row285_M+Na[1+]	C00547;C00314	Norepinephrine$Pyridoxine
E59	row299;row311;row730	row299_M+H[1+];row311_M(C13)+H[1+];row730_M+Na[1+]	C00242	Guanine
E62	row1031;row737;row743	row1031_M+Na[1+];row737_M+H[1+];row743_M(C13)+H[1+]	CN0016	Dibenzo[a,l]pyrene
E63	row303;row850	row303_M+Na[1+];row850_M+H[1+]	C01233	sn-Glycero-3-phosphoethanolamine
E73	row387	row387_M+H[1+]	C04221	trans-1,2-Dihydrobenzene-1,2-diol
E77	row412;row444	row412_M+H[1+];row444_M(C13)+H[1+]	C00637	Indole-3-acetaldehyde
E78	row413	row413_M+H[1+]	C00637	Indole-3-acetaldehyde
E80	row428	row428_M+Na[1+]	CE5920	
E82	row435	row435_M+Na[1+]	C00292	Aniline; Phenylamine; Benzenamine; Arylamine
E83	row453	row453_M+H[1+]	C00141	3-Methyl-2-oxobutanoate
E85	row439	row439_M+Na[1+]	C03227;C05651	3-Hydroxy-L-kynurenine$5-Hydroxykynurenine; 5-Hydroxy-L-kynurenine
E90	row464;row465	row464_M+H[1+];row465_M+H[1+]	C05639	4,6-Dihydroxyquinoline; Quinoline-4,6-diol
E91	row466	row466_M+H[1+]	C05639	4,6-Dihydroxyquinoline; Quinoline-4,6-diol
E92	row467;row468;row486	row467_M+H[1+];row468_M+H[1+];row486_M(C13)+H[1+]	C01136;C16255	S-Acetyldihydrolipoamide; 6-S-Acetyldihydrolipoamide$[Dihydrolipoyllysine-residue acetyltransferase] S-acetyldihydrolipoyllysine; S-Acetyldihydrolipoamide-E
E94	row472	row472_M+H[1+]	C00956	L-2-Aminoadipate; L-alpha-Aminoadipate; L-alpha-Aminoadipic acid; L-2-Aminoadipic acid; L-2-Aminohexanedioate
E95	row473	row473_M+H[1+]	C00581;gudac	Guanidinoacetate; Guanidinoacetic acid; Glycocyamine; N-Amidinoglycine; Guanidoacetic acid$Guanidinoacetate
E96	row489	row489_M+Na[1+]	C05828	3-Methylimidazoleacetic acid
E101	row505	row505_M+Na[1+]	C00329	D-Glucosamine
E102	row520;row521	row520_M+H[1+];row521_M+H[1+]	C16602;C16601;C07496	3-Hydroxycarbamazepine$2-Hydroxycarbamazepine$Carbamazepine-10,11-epoxide; Carbamazepine epoxide
E103	row527	row527_M+H[1+]	C00601	Phenylacetaldehyde; alpha-Tolualdehyde
E104	row562;row600	row562_M+H[1+];row600_M(C13)+H[1+]	C00153	Nicotinamide
E109	row548;row582	row548_M+H[1+];row582_M(C13)+H[1+]	C05838;C00811;C02763;C00166	cis-2-Hydroxycinnamate; 2-Coumarinate$4-Coumarate; p-Coumaric acid; trans-4-Hydroxycinnamate; trans-p-Hydroxycinnamate; 4-Hydroxycinnamic acid; 4-Hydroxycinnamate$enol-Phenylpyruvate$Phenylpyruvate
E110	row559;row590	row559_M+H[1+];row590_M(C13)+H[1+]	C00180;C00633	Benzoate; Benzoic acid; Benzenecarboxylic acid; Phenylformic acid; Dracylic acid$4-Hydroxybenzaldehyde; p-Hydroxybenzaldehyde
E112	row579;row943;row944	row579_M+H[1+];row943_M+Na[1+];row944_M+Na[1+]	C04874;C03150	Dihydroneopterin$N-Ribosylnicotinamide
E113	row584	row584_M+Na[1+]	C01507;C00794;C01697	L-Iditol$D-Sorbitol$Galactitol
E115	row605	row605_M+H[1+]	C05660	5-Methoxyindoleacetate
E118	row1018;row1269	row1018_M+H[1+];row1269_M+Na[1+]	CE6229	13E-tetranor-16-carboxy-LTE4
