EID	massfeature_rows	str_row_ion	compounds	compound_names
E1	row6	row6_M+H[1+]	C00944	3-Dehydroquinate; 5-Dehydroquinate; 3-Dehydroquinic acid; 5-Dehydroquinic acid
E2	row7	row7_M+Na[1+]	1mncam;C02918	1-Methylnicotinamide$1-Methylnicotinamide
E3	row8	row8_M+Na[1+]	1mncam;C02918	1-Methylnicotinamide$1-Methylnicotinamide
E5	row10	row10_M+H[1+]	C00804	Propynoate; Propiolic acid; Acetylenecarboxylic acid; Acetylenemonocarboxylate
E6	row18;row19	row18_M+H[1+];row19_M+H[1+]	C00322	2-Oxoadipate
E8	row28	row28_M+H[1+]	C00158;C04575;C00311	Citrate$$Isocitrate
E12	row62;row70	row62_M+H[1+];row70_M(C13)+H[1+]	C01879;C04281;C04282	5-Oxoproline$L-1-Pyrroline-3-hydroxy-5-carboxylate$1-Pyrroline-4-hydroxy-2-carboxylate
E13	row63	row63_M+H[1+]	C01879;C04281;C04282	5-Oxoproline$L-1-Pyrroline-3-hydroxy-5-carboxylate$1-Pyrroline-4-hydroxy-2-carboxylate
E17	row69	row69_M+H[1+]	CE5538;C05653	noradrenochrome$N-Formylanthranilate
E19	row508	row508_M+Na[1+]	CE5542	noradrenochrome o-semiquinone
E27	row82	row82_M+Na[1+]	C01250	N-Acetyl-L-glutamate 5-semialdehyde; 2-Acetamido-5-oxopentanoate
E28	row83	row83_M+H[1+]	C00822;C05604	Dopaquinone$2-Carboxy-2,3-dihydro-5,6-dihydroxyindole; Leucodopachrome
E33	row128	row128_M+Na[1+]	C00791	
E34	row135	row135_M+Na[1+]	C02670;C00072;glac	D-glucurono-6,3-lactone$L-Ascorbate$D-glucurono-6,3-lactone
E35	row136	row136_M+Na[1+]	C00438	N-Carbamoyl-L-aspartate
E39	row151;row169	row151_M+H[1+];row169_M(C13)+H[1+]	C05576	3,4-Dihydroxyphenylethyleneglycol
E40	row155	row155_M+H[1+]	C00108	Anthranilate
E42	row360;row361	row360_M+Na[1+];row361_M+Na[1+]	C00900;C06010	2-Acetolactate$(S)-2-Acetolactate; (S)-2-Hydroxy-2-methyl-3-oxobutanoate
E43	row166;row167	row166_M+Na[1+];row167_M+Na[1+]	C01040;C05394;C00198	L-Gulono-1,4-lactone; L-Gulono-gamma-lactone; gamma-Gulonolactone; L-Gulonic acid gamma-lactone; L-Gulonolactone$3-Keto-beta-D-galactose$D-Glucono-1,5-lactone; Gluconic lactone; Gluconic acid lactone; 1,5-Gluconolactone; delta-Gluconolactone; D-Gluconolactone; Gluconolactone
E44	row311	row311_M+H[1+]	C01040;C05394;C00198	L-Gulono-1,4-lactone; L-Gulono-gamma-lactone; gamma-Gulonolactone; L-Gulonic acid gamma-lactone; L-Gulonolactone$3-Keto-beta-D-galactose$D-Glucono-1,5-lactone; Gluconic lactone; Gluconic acid lactone; 1,5-Gluconolactone; delta-Gluconolactone; D-Gluconolactone; Gluconolactone
E45	row172	row172_M+Na[1+]	C00122	Fumarate
E54	row243	row243_M+H[1+]	C01045;C01042	N-Formyl-L-glutamate$N-Acetyl-L-aspartate
E58	row247	row247_M+H[1+]	C05130	Imidazole-4-acetaldehyde; Imidazole acetaldehyde
E60	row265;row287	row265_M[1+];row287_M+H[1+]	C06006	(S)-2-Aceto-2-hydroxybutanoate; (S)-2-Hydroxy-2-ethyl-3-oxobutanoate
E61	row269	row269_M+H[1+]	C03239;C02946;C04076	6-Amino-2-oxohexanoate; 2-Oxo-6-aminocaproate$4-Acetamidobutanoate$L-2-Aminoadipate 6-semialdehyde; 2-Aminoadipate 6-semialdehyde
E62	row285	row285_M+H[1+]	C02512;C00429	Beta cyanoalanine$5,6-dihydrouracil
E64	row298;row299	row298_M+Na[1+];row299_M+Na[1+]	C01029;C00612	$N1-Acetylspermidine
E65	row305;row316	row305_M+H[1+];row316_M(C13)+H[1+]	C01180	2-keto-4-methylthiobutyrate
E66	row311	row311_M+Na[1+]	CE2026	3-methylcrotonoylglycine
E69	row343;row358	row343_M+H[1+];row358_M(C13)+H[1+]	C00031;C00221;C02336;C00267;C00962;C00795;C00137;C00984;C00159	D-Glucose$beta-D-Glucose$beta-D-Fructose; beta-Fruit sugar; beta-D-arabino-Hexulose; beta-Levulose; Fructose$alpha-D-Glucose$beta-D-Galactose$D-Tagatose; lyxo-Hexulose$myo-Inositol$alpha-D-Galactose$D-Mannose
E71	row343	row343_M+Na[1+]	CE4970;CE4968	2-methylbutyrylglycine$isovalerylglycine
E72	row355	row355_M+Na[1+]	C05635;C16596	5-Hydroxyindoleacetate$5-Phenyl-1,3-oxazinane-2,4-dione
E75	row363	row363_M+H[1+]	C00082;CE2174	L-Tyrosine$
E78	row385	row385_M+H[1+]	C00295	Orotate
E79	row390	row390_M+Na[1+]	CE4890;C09640	N-methylsalsolinol$(-)-Salsoline
E80	row391	row391_M+Na[1+]	CE4890;C09640	N-methylsalsolinol$(-)-Salsoline
