input_row	EID	str_row_ion	compounds	compound_names	input_row	m/z	retention_time	p_value	statistic	CompoundID_from_user
row1	E2	row1_M+H[1+]	C01019	6-Deoxy-L-galactose; L-Fucose	row1	165.0755	315.04	0.34481391061911704	-1.9276628122127624	
row25	E4	row25_M+Na[1+]	C01507;C00794;C01697	L-Iditol$D-Sorbitol$Galactitol	row25	205.0682	197.55	0.4829658076834057	1.3986597600084913	
row26	E5	row26_M+Na[1+]	C01507;C00794;C01697	L-Iditol$D-Sorbitol$Galactitol	row26	205.0682	215.86	0.2220429315384531	-2.6555445940358777	
row30	E9	row30_M+H[1+];row57_M(C13)+H[1+]	C00078;C00525	L-Tryptophan$D-Tryptophan	row30	205.0971	166.16	0.6460160616809363	0.9062047297101301	C11H12N2O2
row44	E12	row44_M+H[1+]	C01732;C00490	Mesaconate; 2-Methylfumarate; Mesaconic acid; Methylfumaric acid$Itaconate; Itaconic acid; Methylenesuccinic acid	row44	131.0338	324.4	0.05874530344867743	4.646092482131942	C5H6O4
row48	E13	row48_M+H[1+]	C00233;C06102;C03465	4-Methyl-2-oxopentanoate$Adipate semialdehyde; Hexan-1-one-6-carboxylate; 6-Oxohexanoate$3-Methyl-2-oxopentanoate; 2-Oxo-3-methylvalerate	row48	131.0702	27.67	0.9268021556152862	0.173036741980287	
row49	E14	row49_M+H[1+]	C00233;C06102;C03465	4-Methyl-2-oxopentanoate$Adipate semialdehyde; Hexan-1-one-6-carboxylate; 6-Oxohexanoate$3-Methyl-2-oxopentanoate; 2-Oxo-3-methylvalerate	row49	131.0702	272.39	0.16076912902601684	3.0819330685496107	
row57	E9	row30_M+H[1+];row57_M(C13)+H[1+]	C00078;C00525	L-Tryptophan$D-Tryptophan	row57	206.1004	166.03	0.7427970646309008	0.6292647024560345	C11H12N2O2
row58	E15	row58_M+H[1+]	C02714	N-Acetylputrescine	row58	131.1179	273.04	0.030990718903359936	-5.673723583295265	C6H14N2O
row59	E16	row59_M+H[1+]	C00179	Agmatine; (4-Aminobutyl) guanidine	row59	131.1291	364.71	0.3629203159472763	-1.855928464151834	
row61	E17	row61_M+H[1+];row73_M(C13)+H[1+]	C00250	Pyridoxal	row61	168.0655	47.5	0.6010792539734138	-1.0441431725706416	C8H9NO3
row64	E18	row64_M+H[1+];row65_M+H[1+];row75_M(C13)+H[1+]	C01165;C01157;C00430;C03440;C01110	L-Glutamate 5-semialdehyde; L-Glutamate gamma-semialdehyde$trans-4-Hydroxy-L-proline$5-Aminolevulinate; 5-Amino-4-oxopentanoate; 5-Amino-4-oxovaleric acid$cis-4-Hydroxy-D-proline$5-Amino-2-oxopentanoic acid; 5-Amino-2-oxopentanoate; 2-Oxo-5-amino-pentanoate; 2-Oxo-5-aminopentanoate; alpha-Keto-delta-aminopentanoate; 2-Oxo-5-aminovalerate	row64	132.0655	251.56	0.1619931429004241	3.0709496092476316	
row65	E18	row64_M+H[1+];row65_M+H[1+];row75_M(C13)+H[1+]	C01165;C01157;C00430;C03440;C01110	L-Glutamate 5-semialdehyde; L-Glutamate gamma-semialdehyde$trans-4-Hydroxy-L-proline$5-Aminolevulinate; 5-Amino-4-oxopentanoate; 5-Amino-4-oxovaleric acid$cis-4-Hydroxy-D-proline$5-Amino-2-oxopentanoic acid; 5-Amino-2-oxopentanoate; 2-Oxo-5-amino-pentanoate; 2-Oxo-5-aminopentanoate; alpha-Keto-delta-aminopentanoate; 2-Oxo-5-aminovalerate	row65	132.0655	255.78	0.07926495244560904	4.254346807924606	C5H9NO3
row66	E19	row66_M+H[1+]	C01165;C01157;C00430;C03440;C01110	L-Glutamate 5-semialdehyde; L-Glutamate gamma-semialdehyde$trans-4-Hydroxy-L-proline$5-Aminolevulinate; 5-Amino-4-oxopentanoate; 5-Amino-4-oxovaleric acid$cis-4-Hydroxy-D-proline$5-Amino-2-oxopentanoic acid; 5-Amino-2-oxopentanoate; 2-Oxo-5-amino-pentanoate; 2-Oxo-5-aminopentanoate; alpha-Keto-delta-aminopentanoate; 2-Oxo-5-aminovalerate	row66	132.0655	301.78	0.2270008984718066	2.5859731728024418	
row67	E20	row67_M+H[1+];row77_M(C13)+H[1+]	C00300	Creatine; alpha-Methylguanidino acetic acid; Methylglycocyamine	row67	132.0768	259.45	0.8011712682320876	-0.47148339994263316	C4H9N3O2
row73	E17	row61_M+H[1+];row73_M(C13)+H[1+]	C00250	Pyridoxal	row73	169.0687	47.63	0.647491991524245	-0.8935296956103129	C8H9NO3
row75	E18	row64_M+H[1+];row65_M+H[1+];row75_M(C13)+H[1+]	C01165;C01157;C00430;C03440;C01110	L-Glutamate 5-semialdehyde; L-Glutamate gamma-semialdehyde$trans-4-Hydroxy-L-proline$5-Aminolevulinate; 5-Amino-4-oxopentanoate; 5-Amino-4-oxovaleric acid$cis-4-Hydroxy-D-proline$5-Amino-2-oxopentanoic acid; 5-Amino-2-oxopentanoate; 2-Oxo-5-amino-pentanoate; 2-Oxo-5-aminopentanoate; alpha-Keto-delta-aminopentanoate; 2-Oxo-5-aminovalerate	row75	133.0688	256.17	0.4586611222934291	1.5153589532658664	C5H9NO3
row77	E20	row67_M+H[1+];row77_M(C13)+H[1+]	C00300	Creatine; alpha-Methylguanidino acetic acid; Methylglycocyamine	row77	133.0799	259.45	0.9000337929007276	-0.23403070551566327	C4H9N3O2
row123	E25	row123_M+H[1+]	C00093	Glycerol 3-phosphate	row123	173.0209	265.13	0.9079481555027623	-0.21745174621309712	
row124	E26	row124_M+H[1+];row566_M+Na[1+]	C00093	Glycerol 3-phosphate	row124	173.0209	299.42	0.8032715446800344	0.4639590823222628	C3H9O6P
row134	E29	row134_M+H[1+]	C02505	2-Phenylacetamide	row134	136.0757	168.92	0.4114605175851653	-1.6658203075139097	C8H9NO
row149	E30	row149_M+H[1+]	C07086;C03765	Phenylacetic acid; Benzylformic acid; Phenylacetate; Benzeneacetiic acid$4-Hydroxyphenylacetaldehyde	row149	137.0594	28.07	0.8584819031300297	0.332939977775503	
row150	E31	row150_M+Na[1+]	C02727	N6-Acetyl-L-lysine	row150	211.1052	256.3	0.6849605444900664	-0.8099265177763106	C8H16N2O3
row155	E33	row155_M+Na[1+];row346_M+H[1+];row358_M(C13)+H[1+]	C00242	Guanine	row155	174.0386	145.81	0.17210535605880864	-2.9902622915242563	
row159	E35	row159_M+H[1+];row169_M(C13)+H[1+]	C00108	Anthranilate	row159	138.0549	355.65	0.1670225787149977	3.0347462009516653	C5H4O2
row169	E35	row159_M+H[1+];row169_M(C13)+H[1+]	C00108	Anthranilate	row169	139.0583	355.65	0.1322052985422281	3.406283505798936	C5H4O2
row172	E36	row172_M+H[1+]	C02693	Indole-3-acetamide	row172	175.0866	32.92	0.6474573838856393	-0.8985057940764126	C10H10N2O
row175	E38	row175_M+H[1+];row191_M(C13)+H[1+]	C00437	N2-Acetyl-L-ornithine	row175	175.1077	246.43	0.7400295986015138	-0.637043097969858	C7H14N2O3
row183	E40	row183_M+Na[1+];row453_M(C13)+H[1+]	C00719;C00431;C00183	Glycine betaine$5-Aminopentanoate; 5-Aminopentanoic acid; 5-Aminovaleric acid$L-Valine	row183	140.0681	216.91	0.8222519235414423	0.42480043681664476	
row184	E41	row184_M+Na[1+]	C00719;C00431;C00183	Glycine betaine$5-Aminopentanoate; 5-Aminopentanoic acid; 5-Aminovaleric acid$L-Valine	row184	140.0681	227.81	0.4726346867792153	1.4454553550432345	
row191	E38	row175_M+H[1+];row191_M(C13)+H[1+]	C00437	N2-Acetyl-L-ornithine	row191	176.111	246.3	0.6421137811112413	-0.916714244540347	C7H14N2O3
row201	E47	row201_M+H[1+]	C00227	Acetyl phosphate	row201	140.9945	349.67	0.5458211307938953	1.2011246060403213	
row202	E48	row202_M+H[1+]	C00227	Acetyl phosphate	row202	140.9945	361.16	0.3268361272356705	2.0321170687540353	
row203	E49	row203_M+H[1+]	C00292	Aniline; Phenylamine; Benzenamine; Arylamine	row203	94.0655	168.92	0.6337371763164615	0.9429956887092812	C6H7N
row236	E55	row236_M+Na[1+]	C16595;C16587	4-Hydroxy-5-phenyltetrahydro-1,3-oxazin-2-one$3-Carbamoyl-2-phenylpropionaldehyde	row236	216.0631	299.55	0.0393487060512813	5.278693267738674	C5H14NO6P
row236	E56	row236_M+H[1+];row253_M(C13)+H[1+];row640_M+Na[1+]	C01233	sn-Glycero-3-phosphoethanolamine	row236	216.0631	299.55	0.0393487060512813	5.278693267738674	C5H14NO6P
row253	E56	row236_M+H[1+];row253_M(C13)+H[1+];row640_M+Na[1+]	C01233	sn-Glycero-3-phosphoethanolamine	row253	217.0664	299.55	0.08940438194737492	4.041097146824376	C5H14NO6P
row264	E63	row264_M+H[1+];row283_M(C13)+H[1+]	C09642	(-)-Salsolinol; 6,7-Isoquinolinediol, 1,2,3,4-tetrahydro-1-methyl-, (S)-; Salsolinol	row264	180.1018	26.62	0.5016040820772582	1.3326171871729506	
row267	E61	row267_M+H[1+]	C01035	4-Guanidinobutanoate	row267	146.0923	261.06	0.42888304089882767	-1.6100309556043704	C5H11N3O2
row268	E65	row268_M+H[1+];row291_M(C13)+H[1+]	C05543	3-Dehydroxycarnitine	row268	146.1175	27.67	0.9068544996629766	0.21994227500988567	C7H15NO2
row269	E66	row269_M+H[1+]	C05543	3-Dehydroxycarnitine	row269	146.1175	330.99	0.5120360537183977	1.3062708188997476	C7H15NO2
row273	E69	row273_M+H[1+];row294_M(C13)+H[1+]	CE5586;C00315	dehydrospermidine$Spermidine	row273	146.1651	28.85	0.8307533087373239	-0.3985031970652008	C7H19N3
row283	E63	row264_M+H[1+];row283_M(C13)+H[1+]	C09642	(-)-Salsolinol; 6,7-Isoquinolinediol, 1,2,3,4-tetrahydro-1-methyl-, (S)-; Salsolinol	row283	181.105	26.62	0.31929599203110687	2.0665786047570713	
row285	E73	row285_M+H[1+];row286_M+H[1+]	C03740	5-L-Glutamyl-L-alanine	row285	219.0975	334.41	0.42505863266932253	-1.6262072321915868	
row286	E73	row285_M+H[1+];row286_M+H[1+]	C03740	5-L-Glutamyl-L-alanine	row286	219.0975	344.12	0.38130937514938634	-1.7634883795989817	C8H14N2O5
row287	E74	row287_M+H[1+];row312_M(C13)+H[1+];row727_M+Na[1+]	C03740	5-L-Glutamyl-L-alanine	row287	219.0975	361.56	0.12246114277661382	-3.555584667531005	C8H14N2O5
row288	E75	row288_M+H[1+]	C00978	N-Acetylserotonin; N-Acetyl-5-hydroxytryptamine	row288	219.1127	27.8	0.5641292579233581	1.1483900054914555	C12H14N2O2
row291	E65	row268_M+H[1+];row291_M(C13)+H[1+]	C05543	3-Dehydroxycarnitine	row291	147.1208	27.67	0.9409731630611268	0.14047361505866734	C7H15NO2
row294	E69	row273_M+H[1+];row294_M(C13)+H[1+]	CE5586;C00315	dehydrospermidine$Spermidine	row294	147.1684	28.85	0.7227894058323402	-0.6860847936811233	C7H19N3
row302	E76	row302_M+H[1+]	C02356;C01026;C00334;C05145;C01205;C03284	(S)-2-Aminobutanoate; (S)-2-Aminobutanoic acid; (S)-2-Aminobutyric acid$N,N-Dimethylglycine; Dimethylglycine$4-Aminobutanoate$3-Aminoisobutyric acid; 3-Aminoisobutanoate; 3-Amino-2-methylpropanoate$D-3-Amino-isobutanoate$L-3-Amino-isobutanoate	row302	104.0709	283.21	0.33680968837886555	1.9660398565201989	C4H9NO2
row312	E74	row287_M+H[1+];row312_M(C13)+H[1+];row727_M+Na[1+]	C03740	5-L-Glutamyl-L-alanine	row312	220.1008	361.42	0.4270220067308611	-1.6192893771744432	C8H14N2O5
row316	E78	row316_M+H[1+]	C00864	(R)-Pantothenate	row316	220.1178	185.07	0.8642267472448371	0.31838237564255145	C9H17NO5
row317	E79	row2111_M+Na[1+];row317_M+2H[2+]	CE2054;CE5976	20-carboxy-leukotriene-B4$12-oxo-10,11-dihydro-20-COOH-LTB4	row317	183.1015	27.54	0.8516999979540788	-0.34763164167685706	C10H14O3
row318	E80	row318_M+H[1+]	CE4888;C05578	dopaminochrome$5,6-Dihydroxyindole; DHI	row318	150.0549	47.24	0.5967297707643385	-1.0568890944005074	C8H7NO2
row331	E83	row331_M+H[1+]	C02646	4-Coumaryl alcohol; 4-Hydroxycinnamyl alcohol; p-Coumaryl alcohol	row331	151.0753	28.07	0.7168344456585548	0.7141088573881579	
row337	E84	row337_M+Na[1+]	C05584	3-Methoxy-4-hydroxymandelate; Vanillylmandelic acid	row337	221.0422	215.6	0.6968410547916768	-0.7773653598626589	
row342	E89	row342_M+H[1+]	C00847	4-Pyridoxate; 4-Pyridoxic acid	row342	184.0604	318.33	0.5278862387098328	-1.2459469796848488	C8H9NO4,C9H5N5
row344	E91	row344_M+H[1+];row360_M(C13)+H[1+];row361_M(C13)+H[1+];row800_M+Na[1+]	C01239	N-Acetyl-beta-D-glucosaminylamine	row344	221.1131	280.58	0.6495030761397195	-0.8843791958549536	C8H16N2O5
row346	E33	row155_M+Na[1+];row346_M+H[1+];row358_M(C13)+H[1+]	C00242	Guanine	row346	152.0566	146.86	0.12351925059269528	-3.5278596125969552	C5H5N5O,C5H13NS2
row347	E34	row347_M+H[1+];row359_M(C13)+H[1+]	C00242	Guanine	row347	152.0566	174.96	0.9951017978288386	0.010538281909944528	C5H5N5O,C5H13NS2
row353	E93	row353_M+H[1+]	C05589;C00788	L-Normetanephrine$L-Adrenaline; (R)-(-)-Adrenaline; (R)-(-)-Epinephrine; (R)-(-)-Epirenamine; (R)-(-)-Adnephrine; 4-[(1R)-1-Hydroxy-2-(methylamino)ethyl]-1,2-benzenediol	row353	184.0968	184.94	0.3629203159472763	1.8566405849793008	
row355	E96	row355_M+H[1+]	C00385	Xanthine	row355	153.0406	174.7	0.9994320041154217	0.0007376734499211143	C5H4N4O2
row356	E86	row356_M+H[1+]	C04043;C00642;C05852	3,4-Dihydroxyphenylacetaldehyde; Protocatechuatealdehyde$4-Hydroxyphenylacetate$2-Hydroxyphenylacetate	row356	153.0539	146.86	0.8839797387825143	-0.2699742966457794	
row357	E87	row357_M+H[1+]	C04043;C00642;C05852	3,4-Dihydroxyphenylacetaldehyde; Protocatechuatealdehyde$4-Hydroxyphenylacetate$2-Hydroxyphenylacetate	row357	153.0539	174.96	0.9781697623315918	0.055200447731181324	
row358	E33	row155_M+Na[1+];row346_M+H[1+];row358_M(C13)+H[1+]	C00242	Guanine	row358	153.0599	146.86	0.12205275647469646	-3.5648534648636527	C5H5N5O,C5H13NS2
row359	E34	row347_M+H[1+];row359_M(C13)+H[1+]	C00242	Guanine	row359	153.0599	174.96	0.9596585781472942	0.09240332626079258	C5H5N5O,C5H13NS2
row360	E91	row344_M+H[1+];row360_M(C13)+H[1+];row361_M(C13)+H[1+];row800_M+Na[1+]	C01239	N-Acetyl-beta-D-glucosaminylamine	row360	222.1167	280.58	0.9761618572943481	-0.05990444079007976	C8H16N2O5
row361	E91	row344_M+H[1+];row360_M(C13)+H[1+];row361_M(C13)+H[1+];row800_M+Na[1+]	C01239	N-Acetyl-beta-D-glucosaminylamine	row361	222.1167	281.37	0.5258467440192419	-1.2598378547694649	
row364	E97	row364_M+Na[1+]	C00279	D-Erythrose 4-phosphate	row364	222.9977	271.2	0.4586611222934291	1.5153160173274245	C4H9O7P
row372	E100	row372_M+H[1+];row380_M(C13)+H[1+]	C00380	Cytosine	row372	112.0508	163.67	0.5849936475137408	-1.0869621199659745	C4H5N3O
row380	E100	row372_M+H[1+];row380_M(C13)+H[1+]	C00380	Cytosine	row380	113.0541	163.67	0.6220890170648843	-0.9881053186693014	C4H5N3O
row390	E106	row390_M+H[1+]	C03564	1-Pyrroline-2-carboxylate; 1-Pyrroline-2-carboxylic acid; delta1-Pyrroline 2-carboxylate	row390	114.0552	301.65	0.33938751241529047	1.954984540098773	
row391	E108	row391_M+H[1+]	C00791		row391	114.0664	259.45	0.7778113992588955	0.5303076239901883	C4H7N3O
row401	E1	row401_M+Na[1+];row561_M+HCOONa[1+]	C01019	6-Deoxy-L-galactose; L-Fucose	row401	187.0576	197.55	0.33659147153226515	1.9688180780011173	
row414	E116	row414_M+H[1+]	C00141	3-Methyl-2-oxobutanoate	row414	117.0548	26.1	0.7320450635995474	-0.661841375581214	
row436	E117	row436_M+H[1+]	C00581;gudac	Guanidinoacetate; Guanidinoacetic acid; Glycocyamine; N-Amidinoglycine; Guanidoacetic acid$Guanidinoacetate	row436	118.0613	260.53	0.834930452624083	0.38255310602330084	C3H7N3O2
row446	E119	row446_M+H[1+]	C00637	Indole-3-acetaldehyde	row446	160.0756	27.93	0.4586611222934291	1.5202848160440652	C8H6O
row453	E40	row183_M+Na[1+];row453_M(C13)+H[1+]	C00719;C00431;C00183	Glycine betaine$5-Aminopentanoate; 5-Aminopentanoic acid; 5-Aminovaleric acid$L-Valine	row453	119.0897	213.99	0.7446856847540518	0.6221553687284094	C5H11NO2
row468	E120	row468_M+H[1+]	C05829		row468	191.0662	377.61	0.029234866204801552	5.753127573279191	C6H10N2O5
row472	E121	row472_M+Na[1+]	C01259	3-Hydroxy-N6,N6,N6-trimethyl-L-lysine	row472	228.1454	198.99	0.615886557443626	1.0103657586607113	
